SHOPPING_CART_ID;DELETED_ON;CREATED_ON;AMOUNT_OF_PRODUCTS;CUSTOMER_ID
12161;;2022-04-09 00:00:00;9;1196
12162;;2022-07-02 00:00:00;31;9717
12163;;2022-05-12 00:00:00;110;9843
12164;;2021-07-12 00:00:00;27;7870
12165;;2023-12-12 00:00:00;54;7382
12166;;2021-06-20 00:00:00;15;6397
12167;;2021-12-06 00:00:00;79;4088
12168;;2022-04-05 00:00:00;115;4160
12169;;2020-10-03 00:00:00;4;4307
12170;;2020-06-11 00:00:00;31;8849
12171;;2020-03-07 00:00:00;194;6256
12172;;2023-05-11 00:00:00;98;7346
12173;;2020-05-19 00:00:00;65;6101
12174;;2021-07-12 00:00:00;22;3357
12175;;2022-09-14 00:00:00;113;9916
12176;;2023-07-28 00:00:00;51;9869
12177;;2022-12-04 00:00:00;55;6918
12178;;2023-05-12 00:00:00;40;9316
12179;;2022-06-07 00:00:00;99;6108
12180;;2022-10-20 00:00:00;35;3576
12181;;2021-01-24 00:00:00;56;9594
12182;;2023-02-27 00:00:00;54;2084
12183;;2021-03-08 00:00:00;46;7377
12184;;2022-12-17 00:00:00;75;2406
12185;;2020-07-05 00:00:00;93;2716
12186;;2020-10-23 00:00:00;147;3748
12187;;2022-05-11 00:00:00;72;6947
12188;;2023-01-28 00:00:00;77;2293
12189;;2022-05-09 00:00:00;24;8772
12190;;2021-03-07 00:00:00;59;6589
12191;;2021-01-23 00:00:00;128;8529
12192;;2023-11-26 00:00:00;32;7463
12193;;2021-02-03 00:00:00;31;3535
12194;;2023-02-02 00:00:00;5;4405
12195;;2023-05-06 00:00:00;64;9864
12196;;2021-06-11 00:00:00;16;6061
12197;;2021-08-15 00:00:00;38;2218
12198;;2020-11-11 00:00:00;45;8305
12199;;2021-04-21 00:00:00;27;904
12200;;2020-09-25 00:00:00;93;595
12201;;2023-12-24 00:00:00;171;1009
12202;;2023-01-18 00:00:00;78;7116
12203;;2023-05-16 00:00:00;44;9546
12204;;2023-11-23 00:00:00;46;7308
12205;;2020-05-13 00:00:00;37;1591
12206;;2020-06-01 00:00:00;4;8332
12207;;2021-06-02 00:00:00;79;4183
12208;;2020-09-07 00:00:00;44;1989
12209;;2021-05-19 00:00:00;42;1355
12210;;2022-09-08 00:00:00;50;8384
12211;;2021-08-22 00:00:00;39;1843
12212;;2023-01-26 00:00:00;36;1691
12213;;2023-01-20 00:00:00;85;9242
12214;;2022-11-06 00:00:00;59;8956
12215;;2021-07-09 00:00:00;131;8034
12216;;2021-04-16 00:00:00;44;6694
12217;;2022-06-18 00:00:00;2;8003
12218;;2020-12-11 00:00:00;113;4093
12219;;2021-11-06 00:00:00;127;879
12220;;2021-07-16 00:00:00;221;4647
12221;;2020-09-21 00:00:00;98;5753
12222;;2020-04-27 00:00:00;20;7276
12223;;2022-04-14 00:00:00;19;6727
12224;;2022-03-11 00:00:00;29;6722
12225;;2022-12-31 00:00:00;37;2479
12226;;2020-02-11 00:00:00;15;2583
12227;;2021-11-30 00:00:00;8;6131
12228;;2020-09-25 00:00:00;18;7159
12229;;2022-07-25 00:00:00;35;3033
12230;;2021-05-26 00:00:00;45;1229
12231;;2021-03-01 00:00:00;159;951
12232;;2023-02-15 00:00:00;23;8355
12233;;2022-05-22 00:00:00;64;9892
12234;;2023-06-28 00:00:00;50;7705
12235;;2020-02-13 00:00:00;16;303
12236;;2022-04-19 00:00:00;13;2548
12237;;2022-11-27 00:00:00;29;3645
12238;;2023-03-19 00:00:00;49;4567
12239;;2020-06-26 00:00:00;50;4883
12240;;2020-03-06 00:00:00;20;553
12241;;2020-07-08 00:00:00;3;9791
12242;;2023-09-11 00:00:00;28;6586
12243;;2020-03-11 00:00:00;15;7719
12244;;2020-10-26 00:00:00;28;4984
12245;;2021-02-09 00:00:00;43;9413
12246;;2023-03-06 00:00:00;41;6389
12247;;2022-10-12 00:00:00;129;5137
12248;;2020-01-18 00:00:00;61;6997
12249;;2020-07-22 00:00:00;93;4060
12250;;2020-10-29 00:00:00;126;9516
12251;;2022-10-11 00:00:00;73;8821
12252;;2021-10-02 00:00:00;29;1706
12253;;2021-12-25 00:00:00;48;9878
12254;;2020-03-08 00:00:00;94;3347
12255;;2021-01-17 00:00:00;18;7461
12256;;2020-06-08 00:00:00;36;6892
12257;;2022-08-06 00:00:00;16;1202
12258;;2023-05-12 00:00:00;108;5970
12259;;2020-09-14 00:00:00;59;5442
12260;;2023-12-15 00:00:00;158;5641
12261;;2022-01-07 00:00:00;72;2640
12262;;2023-11-17 00:00:00;56;903
12263;;2020-07-16 00:00:00;56;4399
12264;;2023-12-25 00:00:00;73;3588
12265;;2022-06-30 00:00:00;52;519
12266;;2020-12-30 00:00:00;84;4884
12267;;2023-01-01 00:00:00;2;1109
12268;;2023-09-25 00:00:00;36;5245
12269;;2023-03-13 00:00:00;137;9897
12270;;2023-05-17 00:00:00;46;1341
12271;;2020-04-08 00:00:00;15;5855
12272;;2022-12-13 00:00:00;176;6999
12273;;2023-07-06 00:00:00;23;48
12274;;2023-11-16 00:00:00;65;8062
12275;;2022-03-02 00:00:00;13;8430
12276;;2022-08-29 00:00:00;26;2284
12277;;2021-05-20 00:00:00;8;3414
12278;;2023-06-01 00:00:00;135;627
12279;;2020-12-31 00:00:00;37;9070
12280;;2020-07-03 00:00:00;78;4926
12281;;2020-07-16 00:00:00;46;6734
12282;;2023-01-22 00:00:00;1;7184
12283;;2023-03-12 00:00:00;24;8544
12284;;2023-03-23 00:00:00;83;5178
12285;;2020-04-18 00:00:00;16;1111
12286;;2021-07-10 00:00:00;47;2686
12287;;2023-11-29 00:00:00;35;6258
12288;;2022-09-14 00:00:00;14;6838
12289;;2021-11-14 00:00:00;59;7692
12290;;2022-10-02 00:00:00;100;6627
12291;;2021-12-19 00:00:00;6;4607
12292;;2022-04-03 00:00:00;29;6994
12293;;2020-02-16 00:00:00;130;3747
12294;;2021-09-22 00:00:00;25;2185
12295;;2023-08-06 00:00:00;45;6573
12296;;2021-06-28 00:00:00;67;4158
12297;;2022-05-13 00:00:00;6;578
12298;;2023-11-02 00:00:00;13;8901
12299;;2023-10-20 00:00:00;45;1702
12300;;2023-11-07 00:00:00;8;8766
12301;;2021-07-13 00:00:00;40;2024
12302;;2021-04-17 00:00:00;61;9903
12303;;2021-12-17 00:00:00;52;4476
12304;;2023-05-16 00:00:00;98;7667
12305;;2020-08-29 00:00:00;87;5611
12306;;2022-05-08 00:00:00;23;9989
12307;;2021-08-24 00:00:00;54;4756
12308;;2021-05-22 00:00:00;60;4432
12309;;2021-11-20 00:00:00;12;3229
12310;;2023-10-09 00:00:00;90;1489
12311;;2020-08-19 00:00:00;34;2352
12312;;2022-07-11 00:00:00;28;3900
12313;;2021-03-04 00:00:00;38;8608
12314;;2021-01-03 00:00:00;60;4205
12315;;2023-07-17 00:00:00;44;3189
12316;;2021-02-04 00:00:00;44;7860
12317;;2020-05-06 00:00:00;18;9834
12318;;2022-02-27 00:00:00;76;6472
12319;;2022-03-18 00:00:00;38;2998
12320;;2021-09-09 00:00:00;17;8875
12321;;2020-01-27 00:00:00;124;1741
12322;;2023-09-24 00:00:00;54;8974
12323;;2022-06-04 00:00:00;23;2573
12324;;2021-01-12 00:00:00;43;5722
12325;;2023-06-04 00:00:00;26;8308
12326;;2022-11-01 00:00:00;155;3273
12327;;2022-06-27 00:00:00;74;3371
12328;;2020-07-27 00:00:00;94;7951
12329;;2022-06-01 00:00:00;33;4965
12330;;2023-03-14 00:00:00;76;1645
12331;;2020-06-08 00:00:00;92;4439
12332;;2021-02-24 00:00:00;51;8913
12333;;2021-03-18 00:00:00;23;8861
12334;;2023-05-09 00:00:00;21;649
12335;;2021-11-11 00:00:00;61;4341
12336;;2020-09-25 00:00:00;118;5952
12337;;2020-05-14 00:00:00;13;991
12338;;2023-03-15 00:00:00;58;7802
12339;;2020-03-15 00:00:00;79;5019
12340;;2023-10-16 00:00:00;53;987
12341;;2023-04-27 00:00:00;55;9722
12342;;2023-05-06 00:00:00;53;6004
12343;;2023-06-22 00:00:00;85;3475
12344;;2022-06-28 00:00:00;24;8043
12345;;2023-12-10 00:00:00;20;9807
12346;;2022-03-17 00:00:00;107;3377
12347;;2020-01-29 00:00:00;125;5871
12348;;2023-03-18 00:00:00;55;937
12349;;2022-08-21 00:00:00;26;3223
12350;;2023-10-29 00:00:00;87;1235
12351;;2023-07-08 00:00:00;38;1001
12352;;2023-12-15 00:00:00;24;3054
12353;;2020-03-27 00:00:00;173;2685
12354;;2020-05-09 00:00:00;33;3304
12355;;2022-12-30 00:00:00;35;8168
12356;;2022-05-05 00:00:00;41;7687
12357;;2022-06-09 00:00:00;26;9228
12358;;2023-06-28 00:00:00;45;8155
12359;;2022-11-14 00:00:00;54;2187
12360;;2021-07-15 00:00:00;48;7430
12361;;2022-05-10 00:00:00;73;1816
12362;;2020-09-10 00:00:00;58;2941
12363;;2021-11-14 00:00:00;23;363
12364;;2022-07-16 00:00:00;68;7326
12365;;2023-07-12 00:00:00;72;8197
12366;;2023-01-26 00:00:00;78;2271
12367;;2023-07-07 00:00:00;30;2691
12368;;2023-04-14 00:00:00;16;101
12369;;2022-04-26 00:00:00;64;3161
12370;;2021-10-13 00:00:00;113;3062
12371;;2023-04-25 00:00:00;30;8145
12372;;2022-01-28 00:00:00;24;1946
12373;;2021-03-23 00:00:00;24;5811
12374;;2020-09-03 00:00:00;98;1850
12375;;2020-12-13 00:00:00;106;7136
12376;;2022-03-14 00:00:00;204;7370
12377;;2020-06-11 00:00:00;11;3750
12378;;2023-04-01 00:00:00;37;9491
12379;;2022-09-15 00:00:00;103;2129
12380;;2021-05-26 00:00:00;43;5119
12381;;2022-03-19 00:00:00;151;5835
12382;;2022-12-18 00:00:00;10;1732
12383;;2023-02-01 00:00:00;33;4990
12384;;2023-07-18 00:00:00;4;6677
12385;;2022-12-12 00:00:00;110;8772
12386;;2022-05-17 00:00:00;39;6907
12387;;2021-12-13 00:00:00;169;1314
12388;;2020-03-11 00:00:00;2;433
12389;;2022-08-23 00:00:00;14;6739
12390;;2022-04-15 00:00:00;43;5887
12391;;2020-03-20 00:00:00;29;9497
12392;;2023-06-02 00:00:00;14;8197
12393;;2021-03-15 00:00:00;10;2651
12394;;2023-09-15 00:00:00;40;5005
12395;;2020-10-07 00:00:00;31;8138
12396;;2021-12-31 00:00:00;16;9972
12397;;2022-06-21 00:00:00;16;9833
12398;;2021-07-05 00:00:00;53;1066
12399;;2021-04-11 00:00:00;135;2956
12400;;2021-09-24 00:00:00;17;5934
12401;;2023-06-26 00:00:00;26;7964
12402;;2020-02-26 00:00:00;71;1149
12403;;2023-10-09 00:00:00;21;673
12404;;2022-01-05 00:00:00;136;7640
12405;;2021-10-18 00:00:00;10;9811
12406;;2022-11-12 00:00:00;87;4502
12407;;2020-11-13 00:00:00;28;8303
12408;;2021-05-08 00:00:00;10;3384
12409;;2021-02-20 00:00:00;211;5390
12410;;2020-03-06 00:00:00;23;3854
12411;;2023-12-12 00:00:00;35;289
12412;;2021-02-24 00:00:00;41;5176
12413;;2022-05-13 00:00:00;40;7685
12414;;2021-06-02 00:00:00;39;9821
12415;;2023-02-27 00:00:00;95;4098
12416;;2023-09-21 00:00:00;9;4384
12417;;2022-09-18 00:00:00;74;4830
12418;;2023-12-24 00:00:00;73;5387
12419;;2022-11-07 00:00:00;15;9123
12420;;2022-03-20 00:00:00;66;3890
12421;;2023-06-26 00:00:00;70;2770
12422;;2023-06-09 00:00:00;135;7338
12423;;2023-06-16 00:00:00;44;8247
12424;;2022-02-14 00:00:00;8;852
12425;;2021-03-08 00:00:00;7;7934
12426;;2023-05-12 00:00:00;13;8253
12427;;2021-02-05 00:00:00;21;8302
12428;;2022-07-16 00:00:00;32;1527
12429;;2023-08-06 00:00:00;74;6965
12430;;2020-06-18 00:00:00;73;1295
12431;;2021-03-01 00:00:00;29;4435
12432;;2023-07-08 00:00:00;24;6586
12433;;2022-10-31 00:00:00;11;5768
12434;;2023-08-28 00:00:00;167;7958
12435;;2020-01-28 00:00:00;39;5692
12436;;2022-04-25 00:00:00;62;4276
12437;;2020-08-26 00:00:00;11;2490
12438;;2022-08-04 00:00:00;17;142
12439;;2021-10-24 00:00:00;190;6619
12440;;2021-08-29 00:00:00;94;2424
12441;;2023-11-04 00:00:00;98;4531
12442;;2022-11-25 00:00:00;36;2950
12443;;2021-02-18 00:00:00;43;7965
12444;;2020-06-05 00:00:00;22;6820
12445;;2023-04-27 00:00:00;7;8200
12446;;2023-05-06 00:00:00;44;6882
12447;;2020-03-23 00:00:00;27;1521
12448;;2022-04-25 00:00:00;2;7861
12449;;2020-01-09 00:00:00;27;6089
12450;;2021-10-11 00:00:00;39;491
12451;;2022-06-29 00:00:00;13;7069
12452;;2020-05-18 00:00:00;67;8193
12453;;2022-04-24 00:00:00;14;3284
12454;;2023-03-27 00:00:00;34;852
12455;;2023-01-11 00:00:00;77;3117
12456;;2023-05-24 00:00:00;37;3532
12457;;2020-01-04 00:00:00;26;6838
12458;;2020-06-26 00:00:00;117;9348
12459;;2022-08-03 00:00:00;14;5187
12460;;2022-11-24 00:00:00;59;2047
12461;;2020-05-27 00:00:00;17;8293
12462;;2020-11-22 00:00:00;44;6021
12463;;2023-01-05 00:00:00;39;3251
12464;;2020-05-29 00:00:00;18;4054
12465;;2022-12-25 00:00:00;188;8813
12466;;2022-12-22 00:00:00;24;8838
12467;;2023-07-06 00:00:00;42;7938
12468;;2020-07-11 00:00:00;100;5234
12469;;2023-04-12 00:00:00;206;6444
12470;;2020-12-15 00:00:00;25;9438
12471;;2022-10-14 00:00:00;30;1453
12472;;2021-06-27 00:00:00;31;9051
12473;;2022-08-19 00:00:00;102;459
12474;;2022-06-20 00:00:00;72;2951
12475;;2021-08-17 00:00:00;47;9760
12476;;2021-07-03 00:00:00;66;758
12477;;2021-06-09 00:00:00;77;6837
12478;;2020-07-28 00:00:00;42;7745
12479;;2022-07-20 00:00:00;34;2822
12480;;2020-05-08 00:00:00;8;5759
12481;;2022-11-08 00:00:00;12;5634
12482;;2023-07-13 00:00:00;53;3654
12483;;2023-10-17 00:00:00;39;5560
12484;;2022-05-30 00:00:00;64;4644
12485;;2021-10-25 00:00:00;49;9489
12486;;2021-04-11 00:00:00;41;9908
12487;;2020-10-26 00:00:00;34;7252
12488;;2020-01-09 00:00:00;97;6733
12489;;2021-07-13 00:00:00;11;6205
12490;;2022-07-05 00:00:00;29;6817
12491;;2020-02-24 00:00:00;43;8612
12492;;2023-05-23 00:00:00;54;5215
12493;;2022-01-24 00:00:00;66;1793
12494;;2023-06-24 00:00:00;112;1412
12495;;2022-03-17 00:00:00;53;175
12496;;2020-09-25 00:00:00;14;8394
12497;;2021-03-25 00:00:00;77;6094
12498;;2022-12-08 00:00:00;86;1650
12499;;2020-06-22 00:00:00;66;1364
12500;;2022-01-20 00:00:00;19;9055
12501;;2022-10-24 00:00:00;29;8028
12502;;2023-11-02 00:00:00;152;332
12503;;2021-09-15 00:00:00;31;1207
12504;;2022-12-06 00:00:00;5;5025
12505;;2021-09-08 00:00:00;87;2507
12506;;2021-11-14 00:00:00;74;171
12507;;2023-08-10 00:00:00;26;8479
12508;;2021-03-07 00:00:00;43;7693
12509;;2020-08-14 00:00:00;23;9192
12510;;2020-05-28 00:00:00;43;8747
12511;;2023-12-21 00:00:00;43;9139
12512;;2023-08-19 00:00:00;22;9961
12513;;2022-12-18 00:00:00;34;5411
12514;;2021-01-15 00:00:00;72;2900
12515;;2020-07-01 00:00:00;77;5450
12516;;2022-06-25 00:00:00;61;9301
12517;;2021-06-10 00:00:00;47;3144
12518;;2021-07-21 00:00:00;85;6620
12519;;2023-07-29 00:00:00;176;552
12520;;2023-05-19 00:00:00;14;9802
12521;;2023-04-22 00:00:00;37;9879
12522;;2023-01-27 00:00:00;55;3368
12523;;2022-10-07 00:00:00;45;886
12524;;2022-05-25 00:00:00;42;5098
12525;;2020-10-25 00:00:00;56;9636
12526;;2020-06-24 00:00:00;51;5057
12527;;2021-09-19 00:00:00;13;1387
12528;;2020-07-28 00:00:00;32;7370
12529;;2020-07-13 00:00:00;36;4528
12530;;2022-04-30 00:00:00;17;874
12531;;2023-01-11 00:00:00;33;6732
12532;;2023-10-27 00:00:00;51;4190
12533;;2021-04-22 00:00:00;8;7619
12534;;2020-05-28 00:00:00;9;3217
12535;;2020-05-05 00:00:00;41;2045
12536;;2023-07-15 00:00:00;44;7106
12537;;2021-01-25 00:00:00;85;6310
12538;;2020-03-16 00:00:00;123;3478
12539;;2021-10-12 00:00:00;94;1946
12540;;2022-04-12 00:00:00;45;9505
12541;;2023-01-28 00:00:00;22;3187
12542;;2021-06-28 00:00:00;65;1059
12543;;2020-04-24 00:00:00;10;2393
12544;;2020-09-24 00:00:00;87;4687
12545;;2021-07-23 00:00:00;75;7013
12546;;2023-12-07 00:00:00;105;805
12547;;2020-07-26 00:00:00;30;3540
12548;;2020-07-11 00:00:00;60;7220
12549;;2020-08-11 00:00:00;30;7178
12550;;2022-05-15 00:00:00;17;9929
12551;;2020-05-04 00:00:00;68;2869
12552;;2020-08-02 00:00:00;25;5267
12553;;2021-12-15 00:00:00;70;1473
12554;;2020-12-21 00:00:00;31;6027
12555;;2022-03-13 00:00:00;7;1273
12556;;2023-11-18 00:00:00;140;1165
12557;;2022-08-17 00:00:00;7;4961
12558;;2021-05-28 00:00:00;47;9621
12559;;2021-10-28 00:00:00;23;1547
12560;;2022-09-29 00:00:00;82;2156
12561;;2021-07-15 00:00:00;50;6010
12562;;2021-10-25 00:00:00;165;7788
12563;;2021-02-20 00:00:00;29;420
12564;;2021-08-29 00:00:00;20;5726
12565;;2022-05-17 00:00:00;161;8180
12566;;2023-06-20 00:00:00;50;1101
12567;;2021-07-18 00:00:00;32;5142
12568;;2022-05-17 00:00:00;62;9053
12569;;2021-01-31 00:00:00;40;6423
12570;;2022-09-13 00:00:00;5;7932
12571;;2022-09-04 00:00:00;19;9343
12572;;2023-02-08 00:00:00;34;3039
12573;;2022-10-15 00:00:00;15;1226
12574;;2021-08-12 00:00:00;21;2629
12575;;2020-11-22 00:00:00;42;9074
12576;;2023-01-23 00:00:00;10;1765
12577;;2020-12-29 00:00:00;32;9398
12578;;2022-06-30 00:00:00;21;6304
12579;;2022-07-10 00:00:00;46;8541
12580;;2021-01-29 00:00:00;66;583
12581;;2023-02-12 00:00:00;36;7748
12582;;2023-12-23 00:00:00;78;7219
12583;;2022-11-27 00:00:00;75;6119
12584;;2020-08-02 00:00:00;54;7476
12585;;2021-01-14 00:00:00;20;803
12586;;2023-04-05 00:00:00;37;6271
12587;;2021-11-18 00:00:00;29;1486
12588;;2021-09-10 00:00:00;1;5712
12589;;2023-10-21 00:00:00;14;6421
12590;;2021-06-07 00:00:00;47;2552
12591;;2023-05-13 00:00:00;5;7867
12592;;2023-04-14 00:00:00;44;948
12593;;2020-10-19 00:00:00;47;8864
12594;;2022-08-09 00:00:00;158;2430
12595;;2021-04-02 00:00:00;37;5419
12596;;2020-09-18 00:00:00;77;3735
12597;;2023-09-02 00:00:00;78;6765
12598;;2022-11-01 00:00:00;97;4837
12599;;2021-07-15 00:00:00;51;2869
12600;;2022-03-02 00:00:00;11;3305
12601;;2020-09-13 00:00:00;162;9823
12602;;2020-02-16 00:00:00;17;3081
12603;;2021-12-12 00:00:00;191;2799
12604;;2020-01-31 00:00:00;14;6042
12605;;2021-11-29 00:00:00;51;6813
12606;;2023-06-03 00:00:00;15;7228
12607;;2023-04-30 00:00:00;87;7382
12608;;2023-10-11 00:00:00;142;5566
12609;;2022-06-14 00:00:00;44;3535
12610;;2022-08-30 00:00:00;245;5712
12611;;2022-11-17 00:00:00;9;7508
12612;;2020-10-18 00:00:00;19;3703
12613;;2020-07-08 00:00:00;109;3157
12614;;2022-08-14 00:00:00;19;7809
12615;;2022-11-07 00:00:00;132;5160
12616;;2023-09-09 00:00:00;23;7124
12617;;2021-07-23 00:00:00;31;1181
12618;;2023-04-11 00:00:00;97;7970
12619;;2022-01-22 00:00:00;38;7073
12620;;2022-06-29 00:00:00;53;4390
12621;;2021-01-10 00:00:00;190;8575
12622;;2020-08-03 00:00:00;26;8354
12623;;2021-07-05 00:00:00;46;7080
12624;;2022-07-01 00:00:00;34;614
12625;;2023-03-22 00:00:00;131;8424
12626;;2021-09-21 00:00:00;41;184
12627;;2022-08-14 00:00:00;66;3957
12628;;2022-01-13 00:00:00;67;6120
12629;;2021-11-20 00:00:00;243;2898
12630;;2023-01-19 00:00:00;10;9817
12631;;2023-05-21 00:00:00;15;5578
12632;;2020-07-12 00:00:00;17;2546
12633;;2021-07-23 00:00:00;21;8026
12634;;2021-05-26 00:00:00;61;9460
12635;;2023-09-27 00:00:00;64;6460
12636;;2021-05-19 00:00:00;37;3615
12637;;2020-12-18 00:00:00;93;7238
12638;;2020-02-25 00:00:00;45;7580
12639;;2021-05-31 00:00:00;30;6951
12640;;2020-03-26 00:00:00;64;4463
12641;;2020-10-21 00:00:00;23;2665
12642;;2021-01-18 00:00:00;7;5532
12643;;2022-01-06 00:00:00;16;369
12644;;2020-09-24 00:00:00;49;4404
12645;;2021-01-05 00:00:00;8;5980
12646;;2021-05-25 00:00:00;24;1350
12647;;2022-03-05 00:00:00;22;7738
12648;;2021-09-29 00:00:00;159;7577
12649;;2021-02-04 00:00:00;31;1540
12650;;2022-07-19 00:00:00;34;1800
12651;;2021-08-25 00:00:00;36;7065
12652;;2020-09-04 00:00:00;14;8999
12653;;2022-07-23 00:00:00;11;4248
12654;;2021-09-24 00:00:00;120;2393
12655;;2022-01-01 00:00:00;73;9273
12656;;2020-09-03 00:00:00;127;2260
12657;;2022-03-04 00:00:00;35;9321
12658;;2023-10-09 00:00:00;30;4049
12659;;2022-05-12 00:00:00;99;4742
12660;;2022-05-02 00:00:00;12;7652
12661;;2021-07-28 00:00:00;170;2998
12662;;2020-08-26 00:00:00;42;4279
12663;;2020-03-14 00:00:00;41;540
12664;;2022-03-26 00:00:00;7;1089
12665;;2021-04-25 00:00:00;62;456
12666;;2021-03-16 00:00:00;39;8548
12667;;2020-06-30 00:00:00;6;253
12668;;2020-04-15 00:00:00;57;9510
12669;;2020-12-09 00:00:00;39;1580
12670;;2020-12-29 00:00:00;61;812
12671;;2022-09-07 00:00:00;115;4488
12672;;2021-03-11 00:00:00;36;126
12673;;2022-07-28 00:00:00;26;2177
12674;;2022-05-15 00:00:00;91;912
12675;;2020-04-04 00:00:00;77;6700
12676;;2022-01-04 00:00:00;62;7334
12677;;2020-03-07 00:00:00;51;8330
12678;;2022-05-08 00:00:00;55;1903
12679;;2020-11-12 00:00:00;113;8304
12680;;2022-10-13 00:00:00;31;5801
12681;;2021-10-07 00:00:00;17;3518
12682;;2023-07-01 00:00:00;5;334
12683;;2023-06-13 00:00:00;93;3194
12684;;2021-04-19 00:00:00;8;4343
12685;;2023-08-15 00:00:00;53;7103
12686;;2022-08-05 00:00:00;2;4480
12687;;2020-05-11 00:00:00;105;7370
12688;;2020-07-24 00:00:00;17;5480
12689;;2022-11-08 00:00:00;74;5538
12690;;2020-12-17 00:00:00;6;4531
12691;;2021-07-27 00:00:00;79;28
12692;;2020-10-05 00:00:00;14;6393
12693;;2021-10-04 00:00:00;30;7613
12694;;2022-03-14 00:00:00;61;7331
12695;;2020-06-25 00:00:00;34;480
12696;;2020-06-20 00:00:00;147;69
12697;;2023-10-28 00:00:00;7;7080
12698;;2023-02-23 00:00:00;26;2645
12699;;2023-10-24 00:00:00;43;146
12700;;2020-04-07 00:00:00;2;5217
12701;;2022-03-21 00:00:00;8;920
12702;;2021-12-18 00:00:00;14;2232
12703;;2022-06-15 00:00:00;187;3680
12704;;2020-02-16 00:00:00;35;3726
12705;;2020-08-25 00:00:00;9;6342
12706;;2021-08-23 00:00:00;9;5108
12707;;2022-08-09 00:00:00;100;4174
12708;;2021-09-04 00:00:00;43;6444
12709;;2020-06-18 00:00:00;61;1665
12710;;2020-04-22 00:00:00;138;3401
12711;;2020-01-15 00:00:00;123;2485
12712;;2021-01-23 00:00:00;13;2842
12713;;2023-08-19 00:00:00;18;4552
12714;;2022-04-22 00:00:00;8;4882
12715;;2023-11-13 00:00:00;61;341
12716;;2022-05-15 00:00:00;114;1041
12717;;2023-01-22 00:00:00;71;947
12718;;2021-04-01 00:00:00;18;3497
12719;;2020-07-12 00:00:00;38;2326
12720;;2021-07-27 00:00:00;95;2172
12721;;2021-10-27 00:00:00;49;1922
12722;;2020-01-01 00:00:00;42;5850
12723;;2023-12-13 00:00:00;14;3128
12724;;2023-01-19 00:00:00;135;5069
12725;;2022-10-30 00:00:00;43;8581
12726;;2022-10-07 00:00:00;39;8260
12727;;2020-11-25 00:00:00;12;5992
12728;;2021-05-19 00:00:00;33;1196
12729;;2021-08-23 00:00:00;51;6539
12730;;2020-12-23 00:00:00;33;8658
12731;;2023-01-04 00:00:00;16;8859
12732;;2020-03-31 00:00:00;56;4825
12733;;2020-03-10 00:00:00;68;2667
12734;;2021-12-12 00:00:00;65;5582
12735;;2020-07-06 00:00:00;44;7922
12736;;2021-09-20 00:00:00;70;7622
12737;;2020-12-17 00:00:00;58;2736
12738;;2020-09-18 00:00:00;110;9261
12739;;2021-07-01 00:00:00;174;108
12740;;2023-03-18 00:00:00;18;2426
12741;;2022-10-20 00:00:00;57;2725
12742;;2022-06-16 00:00:00;57;6332
12743;;2022-05-31 00:00:00;48;1185
12744;;2020-12-20 00:00:00;73;343
12745;;2023-07-08 00:00:00;61;2445
12746;;2022-03-20 00:00:00;18;3946
12747;;2022-12-20 00:00:00;61;8600
12748;;2022-05-27 00:00:00;100;9182
12749;;2023-10-18 00:00:00;102;4122
12750;;2022-09-10 00:00:00;49;2335
12751;;2023-04-28 00:00:00;105;9888
12752;;2021-05-27 00:00:00;5;1911
12753;;2021-03-28 00:00:00;109;9381
12754;;2023-12-13 00:00:00;132;2294
12755;;2020-11-13 00:00:00;21;6458
12756;;2020-02-15 00:00:00;31;2112
12757;;2023-11-27 00:00:00;34;8939
12758;;2021-07-03 00:00:00;62;7647
12759;;2021-05-22 00:00:00;22;6580
12760;;2022-02-07 00:00:00;45;7392
12761;;2021-04-16 00:00:00;5;864
12762;;2021-01-05 00:00:00;95;3445
12763;;2022-01-16 00:00:00;15;8601
12764;;2023-02-07 00:00:00;36;34
12765;;2022-01-03 00:00:00;114;954
12766;;2021-05-29 00:00:00;12;198
12767;;2020-05-16 00:00:00;74;3188
12768;;2023-05-05 00:00:00;8;3677
12769;;2021-01-18 00:00:00;48;6912
12770;;2022-11-19 00:00:00;39;5923
12771;;2022-06-13 00:00:00;40;3729
12772;;2020-11-16 00:00:00;34;8648
12773;;2020-07-11 00:00:00;16;7432
12774;;2021-03-13 00:00:00;254;6454
12775;;2023-06-13 00:00:00;6;5456
12776;;2022-10-07 00:00:00;44;9651
12777;;2022-03-15 00:00:00;21;2948
12778;;2021-09-26 00:00:00;63;1089
12779;;2021-10-14 00:00:00;29;856
12780;;2023-04-16 00:00:00;44;3842
12781;;2020-11-14 00:00:00;26;8714
12782;;2022-02-01 00:00:00;27;1757
12783;;2023-02-12 00:00:00;58;4481
12784;;2021-05-29 00:00:00;118;3811
12785;;2023-07-29 00:00:00;2;9300
12786;;2022-06-06 00:00:00;19;4505
12787;;2022-07-13 00:00:00;133;4378
12788;;2021-01-18 00:00:00;125;7336
12789;;2021-05-26 00:00:00;13;8818
12790;;2022-10-27 00:00:00;59;3876
12791;;2021-05-03 00:00:00;75;8882
12792;;2022-03-02 00:00:00;20;1874
12793;;2021-01-04 00:00:00;96;6164
12794;;2022-10-20 00:00:00;36;5733
12795;;2020-11-30 00:00:00;13;1926
12796;;2023-06-25 00:00:00;60;3033
