PAYMENT_ID;PAYMENT_DATE;CASH_FLOW;SUPPLIER_ID;ORDER_ID;EMPLOYEE_ID;WAREHOUSE_ID;PAYMENT_METHOD_ID
22418;2024-06-06 00:00:00;305.61;;22419;;;2
22419;2024-06-21 00:00:00;326.97;;22420;;;5
22420;2024-04-27 00:00:00;97.13;;22421;;;7
22421;2024-04-30 00:00:00;51.25;;22422;;;3
22422;2024-04-08 00:00:00;141.57;;22423;;;6
22423;2024-04-28 00:00:00;331.77;;22424;;;2
22424;2024-01-10 00:00:00;266.18;;22425;;;5
22425;2023-11-29 00:00:00;527.63;;22426;;;4
22426;2024-09-12 00:00:00;278.11;;22427;;;5
22427;2024-07-27 00:00:00;194.67;;22428;;;5
22428;2023-10-26 00:00:00;34.49;;22429;;;3
22429;2024-07-01 00:00:00;577.8;;22430;;;6
22430;2023-10-05 00:00:00;121.92;;22431;;;1
22431;2024-06-11 00:00:00;18.36;;22432;;;3
22432;2024-06-13 00:00:00;645.72;;22433;;;2
22433;2024-01-14 00:00:00;174.07;;22434;;;4
22434;2023-10-27 00:00:00;148.57;;22435;;;6
22435;2024-02-10 00:00:00;264.89;;22436;;;5
22436;2024-04-29 00:00:00;401.91;;22437;;;7
22437;2024-04-29 00:00:00;43.75;;22438;;;4
22438;2023-12-23 00:00:00;168.27;;22439;;;1
22439;2024-06-15 00:00:00;98.96;;22440;;;7
22440;2023-09-17 00:00:00;124.41;;22441;;;4
22441;2024-08-21 00:00:00;427.88;;22442;;;5
22442;2024-08-08 00:00:00;595.28;;22443;;;2
22443;2024-08-26 00:00:00;36.11;;22444;;;3
22444;2024-04-16 00:00:00;97.18;;22445;;;7
22445;2024-02-09 00:00:00;67.88;;22446;;;5
22446;2024-07-15 00:00:00;260.84;;22447;;;1
22447;2024-06-18 00:00:00;119.66;;22448;;;7
22448;2024-08-18 00:00:00;179.7;;22449;;;5
22449;2024-05-22 00:00:00;62.65;;22450;;;4
22450;2024-01-03 00:00:00;340.68;;22451;;;6
22451;2024-04-25 00:00:00;145.32;;22452;;;6
22452;2023-12-06 00:00:00;197.4;;22453;;;3
22453;2023-12-29 00:00:00;107.06;;22454;;;1
22454;2024-07-17 00:00:00;789.05;;22455;;;3
22455;2023-11-28 00:00:00;93.6;;22456;;;4
22456;2023-12-04 00:00:00;45.79;;22457;;;2
22457;2024-07-26 00:00:00;52.09;;22458;;;4
22458;2023-10-27 00:00:00;20.48;;22459;;;1
22459;2024-03-05 00:00:00;682.23;;22460;;;6
22460;2024-08-31 00:00:00;29.17;;22461;;;3
22461;2024-06-09 00:00:00;53.42;;22462;;;6
22462;2024-01-23 00:00:00;300.0;;22463;;;7
22463;2024-08-14 00:00:00;73.84;;22464;;;4
22464;2024-02-03 00:00:00;243.77;;22465;;;5
22465;2023-09-24 00:00:00;281.7;;22466;;;4
22466;2024-07-24 00:00:00;164.42;;22467;;;2
22467;2023-09-17 00:00:00;211.57;;22468;;;2
22468;2024-07-11 00:00:00;5.97;;22469;;;7
22469;2024-07-10 00:00:00;209.37;;22470;;;1
22470;2023-10-04 00:00:00;146.22;;22471;;;2
22471;2023-10-26 00:00:00;224.84;;22472;;;7
22472;2023-12-02 00:00:00;44.1;;22473;;;2
22473;2023-09-23 00:00:00;270.95;;22474;;;6
22474;2024-08-24 00:00:00;548.51;;22475;;;5
22475;2024-02-08 00:00:00;48.33;;22476;;;5
22476;2024-07-12 00:00:00;333.66;;22477;;;6
22477;2023-12-22 00:00:00;384.55;;22478;;;6
22478;2024-04-05 00:00:00;489.99;;22479;;;4
22479;2023-11-13 00:00:00;625.39;;22480;;;2
22480;2023-11-19 00:00:00;99.63;;22481;;;5
22481;2024-08-11 00:00:00;103.88;;22482;;;5
22482;2024-08-02 00:00:00;98.67;;22483;;;3
22483;2024-06-12 00:00:00;168.1;;22484;;;5
22484;2023-10-01 00:00:00;17.75;;22485;;;3
22485;2024-06-29 00:00:00;181.65;;22486;;;3
22486;2024-01-19 00:00:00;84.9;;22487;;;3
22487;2023-10-30 00:00:00;156.69;;22488;;;4
22488;2023-10-19 00:00:00;81.44;;22489;;;2
22489;2024-06-03 00:00:00;256.9;;22490;;;3
22490;2024-09-19 00:00:00;3.65;;22491;;;3
22491;2024-04-08 00:00:00;727.59;;22492;;;6
22492;2023-12-03 00:00:00;582.88;;22493;;;7
22493;2024-02-23 00:00:00;90.19;;22494;;;5
22494;2024-05-10 00:00:00;527.76;;22495;;;6
22495;2024-01-15 00:00:00;124.49;;22496;;;4
22496;2024-01-04 00:00:00;288.62;;22497;;;5
22497;2024-07-20 00:00:00;94.6;;22498;;;5
22498;2023-09-17 00:00:00;176.43;;22499;;;2
22499;2024-06-03 00:00:00;414.24;;22500;;;3
22500;2024-05-01 00:00:00;192.63;;22501;;;7
22501;2024-03-07 00:00:00;87.6;;22502;;;7
22502;2023-09-18 00:00:00;174.16;;22503;;;7
22503;2024-01-07 00:00:00;263.89;;22504;;;5
22504;2024-03-27 00:00:00;103.93;;22505;;;3
22505;2024-08-08 00:00:00;124.55;;22506;;;2
22506;2024-09-05 00:00:00;755.08;;22507;;;6
22507;2023-11-16 00:00:00;157.26;;22508;;;7
22508;2024-01-01 00:00:00;39.81;;22509;;;7
22509;2024-01-06 00:00:00;211.37;;22510;;;1
22510;2024-01-09 00:00:00;257.93;;22511;;;7
22511;2024-06-17 00:00:00;155.01;;22512;;;2
22512;2024-02-20 00:00:00;156.78;;22513;;;1
22513;2023-12-25 00:00:00;373.27;;22514;;;7
22514;2024-04-09 00:00:00;383.36;;22515;;;1
22515;2023-11-14 00:00:00;47.61;;22516;;;4
22516;2023-12-05 00:00:00;76.05;;22517;;;4
22517;2024-06-05 00:00:00;128.76;;22518;;;6
22518;2024-05-09 00:00:00;227.01;;22519;;;7
22519;2023-10-04 00:00:00;379.62;;22520;;;7
22520;2023-11-04 00:00:00;273.22;;22521;;;7
22521;2024-09-23 00:00:00;61.85;;22522;;;6
22522;2023-09-21 00:00:00;21.3;;22523;;;2
22523;2023-11-08 00:00:00;155.34;;22524;;;3
22524;2024-07-04 00:00:00;44.43;;22525;;;5
22525;2024-05-28 00:00:00;282.71;;22526;;;5
22526;2024-03-24 00:00:00;42.18;;22527;;;6
22527;2024-09-06 00:00:00;72.89;;22528;;;5
22528;2023-11-05 00:00:00;212.5;;22529;;;4
22529;2024-07-11 00:00:00;76.85;;22530;;;6
22530;2024-06-29 00:00:00;263.26;;22531;;;3
22531;2023-09-24 00:00:00;569.23;;22532;;;2
22532;2024-07-17 00:00:00;7.96;;22533;;;1
22533;2024-02-25 00:00:00;520.04;;22534;;;1
22534;2024-07-14 00:00:00;103.78;;22535;;;6
22535;2024-05-26 00:00:00;178.78;;22536;;;5
22536;2024-08-08 00:00:00;85.76;;22537;;;4
22537;2024-05-28 00:00:00;74.47;;22538;;;2
22538;2024-02-18 00:00:00;254.52;;22539;;;5
22539;2024-05-15 00:00:00;81.8;;22540;;;3
22540;2023-09-17 00:00:00;214.36;;22541;;;2
22541;2024-02-04 00:00:00;25.56;;22542;;;1
22542;2024-02-13 00:00:00;293.19;;22543;;;6
22543;2024-01-19 00:00:00;692.75;;22544;;;7
22544;2024-04-20 00:00:00;113.98;;22545;;;3
22545;2024-09-11 00:00:00;124.0;;22546;;;3
22546;2024-04-12 00:00:00;136.71;;22547;;;5
22547;2024-09-06 00:00:00;64.61;;22548;;;4
22548;2024-04-08 00:00:00;156.59;;22549;;;1
22549;2024-07-30 00:00:00;89.6;;22550;;;1
22550;2024-06-15 00:00:00;605.82;;22551;;;5
22551;2023-12-01 00:00:00;336.94;;22552;;;4
22552;2023-09-27 00:00:00;29.46;;22553;;;4
22553;2023-11-27 00:00:00;24.76;;22554;;;3
22554;2023-11-16 00:00:00;215.5;;22555;;;3
22555;2024-03-04 00:00:00;105.21;;22556;;;5
22556;2023-10-08 00:00:00;273.83;;22557;;;3
22557;2024-06-25 00:00:00;135.02;;22558;;;7
22558;2024-01-09 00:00:00;484.05;;22559;;;5
22559;2024-05-05 00:00:00;106.37;;22560;;;7
22560;2024-07-17 00:00:00;96.32;;22561;;;6
22561;2023-10-04 00:00:00;152.91;;22562;;;5
22562;2024-09-05 00:00:00;150.93;;22563;;;6
22563;2024-01-24 00:00:00;247.18;;22564;;;6
22564;2023-11-05 00:00:00;30.49;;22565;;;2
22565;2024-02-23 00:00:00;44.38;;22566;;;5
22566;2024-09-06 00:00:00;218.95;;22567;;;4
22567;2024-08-12 00:00:00;239.54;;22568;;;1
22568;2023-11-11 00:00:00;72.9;;22569;;;5
22569;2023-12-01 00:00:00;341.04;;22570;;;1
22570;2024-08-24 00:00:00;36.38;;22571;;;6
22571;2024-01-20 00:00:00;161.65;;22572;;;2
22572;2024-03-17 00:00:00;80.76;;22573;;;2
22573;2024-01-27 00:00:00;432.57;;22574;;;2
22574;2023-10-15 00:00:00;11.14;;22575;;;3
22575;2024-04-18 00:00:00;289.75;;22576;;;3
22576;2024-03-11 00:00:00;100.98;;22577;;;6
22577;2023-11-03 00:00:00;7.45;;22578;;;1
22578;2023-12-04 00:00:00;235.64;;22579;;;3
22579;2024-06-01 00:00:00;261.56;;22580;;;5
22580;2024-02-18 00:00:00;144.23;;22581;;;6
22581;2023-09-30 00:00:00;583.46;;22582;;;3
22582;2024-09-23 00:00:00;111.36;;22583;;;1
22583;2024-06-16 00:00:00;144.34;;22584;;;3
22584;2023-12-08 00:00:00;81.0;;22585;;;3
22585;2024-08-11 00:00:00;558.23;;22586;;;7
22586;2023-12-27 00:00:00;44.87;;22587;;;7
22587;2024-03-01 00:00:00;143.84;;22588;;;1
22588;2024-01-23 00:00:00;704.9;;22589;;;2
22589;2023-11-19 00:00:00;37.95;;22590;;;7
22590;2024-08-01 00:00:00;193.01;;22591;;;2
22591;2024-04-01 00:00:00;88.65;;22592;;;5
22592;2023-11-01 00:00:00;179.62;;22593;;;3
22593;2024-02-28 00:00:00;56.86;;22594;;;6
22594;2024-05-20 00:00:00;264.83;;22595;;;5
22595;2024-07-03 00:00:00;150.0;;22596;;;4
22596;2024-05-05 00:00:00;439.61;;22597;;;5
22597;2024-09-08 00:00:00;224.84;;22598;;;3
22598;2024-06-18 00:00:00;354.29;;22599;;;6
22599;2023-10-24 00:00:00;712.9;;22600;;;5
22600;2024-04-23 00:00:00;93.54;;22601;;;3
22601;2023-10-05 00:00:00;221.16;;22602;;;5
22602;2024-01-21 00:00:00;81.16;;22603;;;6
22603;2024-04-21 00:00:00;135.05;;22604;;;3
22604;2024-02-05 00:00:00;87.69;;22605;;;4
22605;2024-02-27 00:00:00;148.91;;22606;;;6
22606;2023-10-22 00:00:00;12.99;;22607;;;2
22607;2024-02-08 00:00:00;93.0;;22608;;;7
22608;2024-02-03 00:00:00;247.96;;22609;;;1
22609;2024-01-18 00:00:00;66.73;;22610;;;6
22610;2024-05-06 00:00:00;102.72;;22611;;;2
22611;2024-09-21 00:00:00;183.91;;22612;;;5
22612;2023-12-15 00:00:00;220.69;;22613;;;6
22613;2023-11-12 00:00:00;283.16;;22614;;;7
22614;2023-12-01 00:00:00;60.43;;22615;;;2
22615;2024-02-07 00:00:00;170.43;;22616;;;5
22616;2023-11-07 00:00:00;149.41;;22617;;;7
22617;2024-09-07 00:00:00;541.46;;22618;;;7
22618;2023-12-20 00:00:00;77.75;;22619;;;6
22619;2023-10-13 00:00:00;153.67;;22620;;;5
22620;2024-04-26 00:00:00;191.19;;22621;;;5
22621;2024-06-12 00:00:00;173.14;;22622;;;7
22622;2024-05-19 00:00:00;103.52;;22623;;;2
22623;2023-10-01 00:00:00;464.31;;22624;;;7
22624;2024-07-26 00:00:00;237.85;;22625;;;5
22625;2024-03-18 00:00:00;58.28;;22626;;;6
22626;2024-01-19 00:00:00;159.15;;22627;;;6
22627;2024-05-24 00:00:00;724.12;;22628;;;3
22628;2024-01-24 00:00:00;102.58;;22629;;;4
22629;2024-05-10 00:00:00;526.17;;22630;;;4
22630;2024-08-22 00:00:00;139.46;;22631;;;7
22631;2023-11-22 00:00:00;60.85;;22632;;;2
22632;2024-03-29 00:00:00;421.55;;22633;;;4
22633;2023-10-19 00:00:00;403.13;;22634;;;2
22634;2023-12-04 00:00:00;191.06;;22635;;;6
22635;2024-08-09 00:00:00;41.75;;22636;;;6
22636;2023-10-30 00:00:00;1025.11;;22637;;;6
22637;2023-09-10 00:00:00;877.87;;22638;;;6
22638;2024-06-20 00:00:00;166.56;;22639;;;3
22639;2024-01-01 00:00:00;190.58;;22640;;;7
22640;2024-03-14 00:00:00;10.69;;22641;;;3
22641;2024-07-05 00:00:00;33.12;;22642;;;4
22642;2024-04-26 00:00:00;299.22;;22643;;;7
22643;2024-03-23 00:00:00;362.43;;22644;;;7
22644;2023-11-22 00:00:00;229.89;;22645;;;6
22645;2023-11-03 00:00:00;126.81;;22646;;;6
22646;2023-09-29 00:00:00;66.82;;22647;;;1
22647;2024-01-03 00:00:00;147.3;;22648;;;1
22648;2024-01-21 00:00:00;277.85;;22649;;;2
22649;2024-07-30 00:00:00;157.95;;22650;;;5
22650;2023-12-20 00:00:00;62.94;;22651;;;4
22651;2023-11-07 00:00:00;351.95;;22652;;;1
22652;2024-07-12 00:00:00;1170.45;;22653;;;4
22653;2024-09-03 00:00:00;31.53;;22654;;;2
22654;2024-05-27 00:00:00;506.23;;22655;;;1
22655;2024-07-02 00:00:00;315.82;;22656;;;1
22656;2024-06-30 00:00:00;91.8;;22657;;;6
22657;2024-03-12 00:00:00;150.77;;22658;;;5
22658;2023-12-09 00:00:00;219.87;;22659;;;1
22659;2023-10-11 00:00:00;57.75;;22660;;;2
22660;2024-01-24 00:00:00;220.64;;22661;;;3
22661;2024-05-14 00:00:00;185.25;;22662;;;1
22662;2024-06-17 00:00:00;40.18;;22663;;;6
22663;2023-10-15 00:00:00;24.5;;22664;;;5
22664;2024-08-15 00:00:00;115.78;;22665;;;5
22665;2023-11-09 00:00:00;474.67;;22666;;;2
22666;2024-09-08 00:00:00;40.59;;22667;;;7
22667;2024-02-13 00:00:00;343.17;;22668;;;6
22668;2024-06-10 00:00:00;22.37;;22669;;;2
22669;2024-02-26 00:00:00;125.36;;22670;;;1
22670;2024-08-19 00:00:00;240.18;;22671;;;1
22671;2024-01-05 00:00:00;286.44;;22672;;;4
22672;2024-05-29 00:00:00;81.97;;22673;;;1
22673;2023-11-11 00:00:00;37.25;;22674;;;4
22674;2024-04-21 00:00:00;148.0;;22675;;;7
22675;2023-11-06 00:00:00;714.93;;22676;;;7
22676;2024-02-13 00:00:00;70.99;;22677;;;4
22677;2024-06-22 00:00:00;151.93;;22678;;;4
22678;2024-05-02 00:00:00;30.3;;22679;;;6
22679;2024-02-11 00:00:00;70.35;;22680;;;5
22680;2023-11-18 00:00:00;632.86;;22681;;;3
22681;2024-07-15 00:00:00;14.77;;22682;;;4
22682;2024-03-23 00:00:00;326.63;;22683;;;7
22683;2024-01-07 00:00:00;45.65;;22684;;;1
22684;2024-03-24 00:00:00;257.03;;22685;;;3
22685;2023-09-20 00:00:00;285.55;;22686;;;5
22686;2024-04-21 00:00:00;377.54;;22687;;;1
22687;2023-11-27 00:00:00;338.78;;22688;;;6
22688;2023-10-11 00:00:00;203.85;;22689;;;1
22689;2023-12-29 00:00:00;379.42;;22690;;;5
22690;2024-08-01 00:00:00;335.6;;22691;;;6
22691;2024-03-26 00:00:00;645.46;;22692;;;5
22692;2023-09-30 00:00:00;6.67;;22693;;;7
22693;2024-05-23 00:00:00;162.81;;22694;;;7
22694;2024-08-08 00:00:00;340.18;;22695;;;7
22695;2024-07-12 00:00:00;175.04;;22696;;;5
22696;2024-01-03 00:00:00;122.5;;22697;;;3
22697;2024-01-26 00:00:00;231.01;;22698;;;3
22698;2023-10-22 00:00:00;296.32;;22699;;;5
22699;2024-05-03 00:00:00;26.86;;22700;;;2
22700;2024-02-14 00:00:00;224.38;;22701;;;6
22701;2024-09-08 00:00:00;97.23;;22702;;;5
22702;2023-11-23 00:00:00;164.76;;22703;;;4
22703;2024-04-30 00:00:00;277.93;;22704;;;1
22704;2024-04-17 00:00:00;146.03;;22705;;;3
22705;2024-05-21 00:00:00;130.3;;22706;;;5
22706;2023-11-13 00:00:00;314.2;;22707;;;5
22707;2024-10-04 00:00:00;106.19;;22708;;;7
22708;2023-10-23 00:00:00;275.88;;22709;;;1
22709;2023-12-08 00:00:00;247.11;;22710;;;3
22710;2023-10-01 00:00:00;109.13;;22711;;;5
22711;2024-08-26 00:00:00;376.72;;22712;;;6
22712;2023-10-03 00:00:00;48.68;;22713;;;4
22713;2023-12-23 00:00:00;293.59;;22714;;;3
22714;2024-07-26 00:00:00;329.41;;22715;;;7
22715;2024-05-08 00:00:00;106.65;;22716;;;3
22716;2023-09-29 00:00:00;30.06;;22717;;;6
22717;2024-01-16 00:00:00;181.82;;22718;;;5
22718;2024-01-20 00:00:00;193.35;;22719;;;2
22719;2023-11-25 00:00:00;396.16;;22720;;;7
22720;2024-02-24 00:00:00;91.02;;22721;;;4
22721;2024-06-10 00:00:00;286.94;;22722;;;3
22722;2024-02-02 00:00:00;90.97;;22723;;;1
22723;2023-11-18 00:00:00;365.03;;22724;;;1
22724;2024-03-04 00:00:00;1.99;;22725;;;7
22725;2023-11-08 00:00:00;207.59;;22726;;;7
22726;2024-08-01 00:00:00;74.84;;22727;;;2
22727;2024-08-13 00:00:00;384.83;;22728;;;3
22728;2024-01-18 00:00:00;137.23;;22729;;;5
22729;2024-08-24 00:00:00;402.9;;22730;;;5
22730;2024-07-02 00:00:00;327.05;;22731;;;3
22731;2023-09-17 00:00:00;115.16;;22732;;;4
22732;2024-01-09 00:00:00;168.52;;22733;;;2
22733;2024-07-17 00:00:00;42.03;;22734;;;3
22734;2024-02-11 00:00:00;86.58;;22735;;;5
22735;2024-01-15 00:00:00;37.65;;22736;;;4
22736;2023-12-04 00:00:00;357.1;;22737;;;7
22737;2024-07-12 00:00:00;356.74;;22738;;;7
22738;2024-02-24 00:00:00;134.85;;22739;;;2
22739;2024-08-05 00:00:00;489.63;;22740;;;2
22740;2023-10-12 00:00:00;87.64;;22741;;;7
22741;2024-04-27 00:00:00;74.98;;22742;;;5
22742;2023-12-16 00:00:00;52.72;;22743;;;2
22743;2024-04-19 00:00:00;405.01;;22744;;;6
22744;2023-10-14 00:00:00;55.22;;22745;;;3
22745;2024-01-29 00:00:00;248.72;;22746;;;2
22746;2024-08-20 00:00:00;551.86;;22747;;;2
22747;2024-02-03 00:00:00;201.91;;22748;;;6
22748;2024-05-26 00:00:00;310.38;;22749;;;4
22749;2024-09-11 00:00:00;237.18;;22750;;;6
22750;2024-04-21 00:00:00;122.1;;22751;;;3
22751;2024-06-08 00:00:00;93.83;;22752;;;6
22752;2024-07-05 00:00:00;27.22;;22753;;;5
22753;2024-07-22 00:00:00;125.83;;22754;;;6
22754;2024-09-17 00:00:00;205.55;;22755;;;6
22755;2024-01-30 00:00:00;403.82;;22756;;;3
22756;2024-04-03 00:00:00;178.47;;22757;;;7
22757;2024-05-30 00:00:00;37.35;;22758;;;6
22758;2023-11-17 00:00:00;73.54;;22759;;;2
22759;2024-07-27 00:00:00;869.16;;22760;;;6
22760;2024-06-27 00:00:00;242.46;;22761;;;6
22761;2023-12-12 00:00:00;36.74;;22762;;;2
22762;2023-12-17 00:00:00;153.75;;22763;;;5
22763;2024-04-19 00:00:00;211.4;;22764;;;3
22764;2024-02-07 00:00:00;209.25;;22765;;;1
22765;2024-08-01 00:00:00;180.7;;22766;;;4
22766;2024-07-07 00:00:00;122.22;;22767;;;5
22767;2024-05-31 00:00:00;40.28;;22768;;;5
22768;2024-08-15 00:00:00;319.29;;22769;;;7
22769;2024-02-12 00:00:00;204.42;;22770;;;5
22770;2024-01-16 00:00:00;78.22;;22771;;;4
22771;2023-11-21 00:00:00;20.74;;22772;;;4
22772;2024-05-04 00:00:00;228.08;;22773;;;4
22773;2024-02-09 00:00:00;327.18;;22774;;;2
22774;2024-02-08 00:00:00;232.74;;22775;;;3
22775;2024-04-23 00:00:00;58.27;;22776;;;6
22776;2024-08-15 00:00:00;427.61;;22777;;;6
22777;2024-07-26 00:00:00;72.86;;22778;;;7
22778;2023-12-17 00:00:00;117.66;;22779;;;3
22779;2024-01-28 00:00:00;135.22;;22780;;;2
22780;2024-07-11 00:00:00;404.67;;22781;;;6
22781;2024-07-15 00:00:00;110.57;;22782;;;2
22782;2023-10-08 00:00:00;23.52;;22783;;;6
22783;2024-03-30 00:00:00;87.39;;22784;;;2
22784;2024-02-10 00:00:00;114.52;;22785;;;3
22785;2024-05-16 00:00:00;194.04;;22786;;;1
22786;2023-11-12 00:00:00;515.14;;22787;;;1
22787;2024-08-01 00:00:00;265.09;;22788;;;2
22788;2023-12-06 00:00:00;124.96;;22789;;;6
22789;2024-07-20 00:00:00;165.57;;22790;;;1
22790;2024-02-12 00:00:00;383.22;;22791;;;4
22791;2024-05-19 00:00:00;702.45;;22792;;;1
22792;2023-10-03 00:00:00;591.55;;22793;;;2
22793;2023-10-14 00:00:00;460.95;;22794;;;6
22794;2024-09-12 00:00:00;55.94;;22795;;;3
22795;2024-09-07 00:00:00;243.08;;22796;;;4
22796;2024-04-11 00:00:00;21.23;;22797;;;4
22797;2023-10-26 00:00:00;35.1;;22798;;;2
22798;2024-08-26 00:00:00;10.09;;22799;;;5
22799;2024-02-01 00:00:00;292.33;;22800;;;4
22800;2024-05-20 00:00:00;226.03;;22801;;;7
22801;2023-12-18 00:00:00;41.49;;22802;;;5
22802;2023-12-01 00:00:00;179.78;;22803;;;1
22803;2024-07-21 00:00:00;141.2;;22804;;;2
22804;2024-08-26 00:00:00;193.64;;22805;;;2
22805;2024-06-21 00:00:00;278.95;;22806;;;5
22806;2024-08-17 00:00:00;25.07;;22807;;;5
22807;2024-06-13 00:00:00;230.19;;22808;;;5
22808;2023-11-12 00:00:00;136.64;;22809;;;4
22809;2024-02-04 00:00:00;50.66;;22810;;;5
22810;2024-06-02 00:00:00;256.71;;22811;;;7
22811;2024-02-04 00:00:00;269.15;;22812;;;6
22812;2024-09-02 00:00:00;448.35;;22813;;;1
22813;2024-03-15 00:00:00;71.85;;22814;;;7
22814;2023-09-30 00:00:00;68.29;;22815;;;1
22815;2024-01-18 00:00:00;11.94;;22816;;;7
22816;2023-11-03 00:00:00;40.21;;22817;;;1
22817;2024-01-03 00:00:00;92.21;;22818;;;1
22818;2024-06-30 00:00:00;413.6;;22819;;;4
22819;2023-11-09 00:00:00;63.84;;22820;;;6
22820;2024-06-19 00:00:00;140.05;;22821;;;6
22821;2024-04-22 00:00:00;2.36;;22822;;;6
22822;2024-07-16 00:00:00;178.39;;22823;;;3
22823;2024-02-05 00:00:00;279.09;;22824;;;3
22824;2024-09-11 00:00:00;205.47;;22825;;;7
22825;2024-02-23 00:00:00;154.56;;22826;;;1
22826;2023-10-14 00:00:00;40.03;;22827;;;2
22827;2024-08-16 00:00:00;131.37;;22828;;;6
22828;2024-04-12 00:00:00;503.84;;22829;;;6
22829;2024-06-12 00:00:00;113.65;;22830;;;6
22830;2024-07-31 00:00:00;71.72;;22831;;;3
22831;2024-07-20 00:00:00;243.25;;22832;;;1
22832;2024-03-05 00:00:00;63.54;;22833;;;6
22833;2024-08-14 00:00:00;159.68;;22834;;;4
22834;2023-12-15 00:00:00;196.93;;22835;;;6
22835;2024-01-13 00:00:00;124.67;;22836;;;2
22836;2023-10-13 00:00:00;141.63;;22837;;;7
22837;2023-10-25 00:00:00;120.28;;22838;;;5
22838;2024-04-02 00:00:00;159.69;;22839;;;6
22839;2023-12-14 00:00:00;50.83;;22840;;;4
22840;2023-12-20 00:00:00;103.06;;22841;;;6
22841;2023-11-06 00:00:00;14.02;;22842;;;5
22842;2024-01-21 00:00:00;460.17;;22843;;;1
22843;2024-04-12 00:00:00;305.44;;22844;;;5
22844;2023-12-22 00:00:00;78.99;;22845;;;1
22845;2024-03-30 00:00:00;106.26;;22846;;;6
22846;2024-08-18 00:00:00;74.21;;22847;;;3
22847;2024-02-24 00:00:00;157.53;;22848;;;3
22848;2024-04-13 00:00:00;377.44;;22849;;;5
22849;2023-09-16 00:00:00;39.96;;22850;;;5
22850;2024-09-11 00:00:00;291.81;;22851;;;5
22851;2023-12-25 00:00:00;423.7;;22852;;;2
22852;2023-10-30 00:00:00;210.37;;22853;;;3
22853;2023-12-21 00:00:00;335.66;;22854;;;7
22854;2024-03-10 00:00:00;108.77;;22855;;;4
22855;2023-10-11 00:00:00;219.38;;22856;;;5
22856;2024-02-04 00:00:00;249.06;;22857;;;1
22857;2023-10-05 00:00:00;104.03;;22858;;;6
22858;2023-11-01 00:00:00;127.01;;22859;;;2
22859;2024-06-07 00:00:00;71.56;;22860;;;7
22860;2024-09-18 00:00:00;218.71;;22861;;;1
22861;2024-03-28 00:00:00;274.98;;22862;;;6
22862;2024-07-03 00:00:00;125.21;;22863;;;6
22863;2024-03-02 00:00:00;67.99;;22864;;;5
22864;2023-12-23 00:00:00;114.66;;22865;;;1
22865;2024-03-31 00:00:00;160.32;;22866;;;2
22866;2023-09-28 00:00:00;921.34;;22867;;;1
22867;2024-05-08 00:00:00;70.02;;22868;;;3
22868;2024-06-02 00:00:00;275.16;;22869;;;2
22869;2024-08-24 00:00:00;259.03;;22870;;;2
22870;2024-08-16 00:00:00;377.86;;22871;;;2
22871;2023-12-18 00:00:00;325.81;;22872;;;1
22872;2023-10-23 00:00:00;354.57;;22873;;;2
22873;2024-01-15 00:00:00;241.26;;22874;;;5
22874;2024-06-06 00:00:00;749.39;;22875;;;4
22875;2023-10-18 00:00:00;243.99;;22876;;;1
22876;2023-12-20 00:00:00;30.77;;22877;;;7
22877;2023-09-20 00:00:00;27.44;;22878;;;2
22878;2024-05-17 00:00:00;25.28;;22879;;;1
22879;2024-06-10 00:00:00;321.06;;22880;;;4
22880;2024-08-05 00:00:00;93.84;;22881;;;3
22881;2023-12-16 00:00:00;328.47;;22882;;;4
22882;2024-05-28 00:00:00;531.78;;22883;;;4
22883;2024-02-01 00:00:00;99.17;;22884;;;5
22884;2023-12-28 00:00:00;424.18;;22885;;;6
22885;2024-09-02 00:00:00;29.39;;22886;;;3
22886;2024-02-13 00:00:00;125.35;;22887;;;1
22887;2024-04-06 00:00:00;215.9;;22888;;;5
22888;2024-05-08 00:00:00;171.0;;22889;;;7
22889;2024-05-07 00:00:00;123.73;;22890;;;1
22890;2023-10-31 00:00:00;70.54;;22891;;;6
22891;2024-05-07 00:00:00;477.99;;22892;;;5
22892;2024-05-26 00:00:00;631.1;;22893;;;2
22893;2024-08-08 00:00:00;654.0;;22894;;;2
22894;2024-07-11 00:00:00;162.51;;22895;;;7
22895;2024-08-16 00:00:00;78.02;;22896;;;6
22896;2024-05-28 00:00:00;60.04;;22897;;;2
22897;2024-02-12 00:00:00;209.7;;22898;;;3
22898;2023-10-07 00:00:00;319.96;;22899;;;4
22899;2023-10-21 00:00:00;619.28;;22900;;;2
22900;2024-03-26 00:00:00;696.54;;22901;;;3
22901;2024-01-27 00:00:00;611.04;;22902;;;4
22902;2024-06-20 00:00:00;106.0;;22903;;;2
22903;2024-04-11 00:00:00;64.41;;22904;;;1
22904;2024-05-12 00:00:00;409.89;;22905;;;3
22905;2023-11-22 00:00:00;143.1;;22906;;;2
22906;2024-06-13 00:00:00;8.76;;22907;;;4
22907;2023-12-09 00:00:00;28.72;;22908;;;2
22908;2024-04-26 00:00:00;452.1;;22909;;;7
22909;2024-03-19 00:00:00;132.38;;22910;;;1
22910;2024-04-29 00:00:00;136.5;;22911;;;2
22911;2024-07-02 00:00:00;274.43;;22912;;;1
22912;2023-12-04 00:00:00;62.96;;22913;;;3
22913;2024-06-04 00:00:00;40.28;;22914;;;1
