PRODUCT_ID;CASES_PER_PALLET;UNITS_PER_CASE;PRODUCT_NAME;SRP;RECYCLABLE_PACKAGE;LOW_FAT;RETAIL_PRICE;GROSS_WEIGHT;SHELF_WIDTH;PRODUCER_ID;SKU;PRODUCT_CATEGORY_ID;NET_WEIGHT
1907;78;11;Practical black Crackers;2.13;0;1;2.18;2.574;24.1;81;2222881840417;121;2.561
1908;75;20;Practical black Nasal Sprays;6.8;1;0;6.6;5.114;1.29;107;7158245417880;18;4.204
1909;62;17;Practical black Sour Cream;1.64;0;1;1.54;0.555;28.62;83;2676577335930;32;8.418
1910;63;8;Practical black Juice;4.51;1;0;4.46;1.197;9.99;108;3535740287211;9;0.462
1911;48;25;Practical black TV Dinner;3.32;1;1;3.0;3.142;9.79;69;3321798547013;135;2.002
1912;86;2;Practical black Tofu;2.66;0;0;2.79;0.64;20.07;9;7601254033952;74;1.522
1913;39;40;Practical black Clams;14.11;0;0;14.79;4.51;5.85;41;6812605685437;80;9.943
1914;28;24;Practical black Toothbrushes;3.62;1;0;3.38;4.214;25.65;97;3412769953498;130;3.549
1915;89;24;Practical black Pots and Pans;22.53;0;0;21.15;0.784;17.38;27;5912196152362;6;0.978
1916;72;10;Practical black Frozen Chicken;7.66;0;1;6.93;3.119;10.89;41;3297037302218;80;1.64
1917;72;28;Practical black Tools;21.12;0;0;23.12;6.022;14.59;99;3513378103150;76;1.705
1918;40;36;Practical black Canned Vegetables;1.81;1;1;1.93;4.396;10.6;38;6035116473786;18;7.133
1919;51;19;Practical black Beer;12.35;0;0;11.99;1.098;23.85;91;5024254081183;96;4.204
1920;95;30;Practical black Hard Candy;1.58;1;0;1.49;1.121;1.05;62;6916756027568;61;7.838
1921;30;34;Practical black Auto Magazines;7.03;0;1;7.59;8.37;22.36;99;3376795372469;83;3.739
1922;20;38;Practical black Deli Salads;5.26;0;0;5.08;0.994;5.7;88;4685324687424;128;2.565
1923;72;10;Practical black Pot Cleaners;3.05;0;1;2.87;2.118;15.37;82;7204773197545;152;1.667
1924;12;29;Practical black Bagels;4.09;0;1;3.78;0.132;24.08;20;8188771999220;27;5.609
1925;78;46;Practical black Pizza;6.86;1;1;6.64;0.386;8.5;57;5492747919830;33;6.26
1926;21;37;Practical black Cereal;4.31;1;0;4.29;7.944;29.29;67;4925437156448;24;3.314
1927;34;44;Practical black Home Magazines;5.78;0;0;6.0;0.157;14.37;72;7025926543126;80;6.63
1928;80;7;Practical black Sugar;2.65;1;0;2.63;0.771;13.78;12;7541761163859;113;4.484
1929;93;49;Practical black Soda;1.56;0;1;1.53;8.101;24.49;57;6524213729398;129;5.829
1930;63;4;Practical black Muffins;3.06;1;1;3.16;9.416;2.92;89;7574819729002;144;2.306
1931;24;42;Practical black Conditioner;4.4;0;1;3.98;5.087;16.61;42;7797809593060;53;7.11
1932;79;46;Practical black Fashion Magazines;6.58;1;0;6.45;2.329;3.58;20;9164114280014;174;3.378
1933;1;40;Practical black Oysters;16.52;1;0;16.21;3.074;27.77;109;7421981740604;61;7.518
1934;34;50;Practical black Candles;2.87;0;1;2.87;9.241;5.98;26;8641773379755;29;3.762
1935;95;11;Practical black Acetaminophen;4.83;0;0;5.24;4.118;10.16;81;1583572016286;61;2.558
1936;51;48;Practical black Waffles;2.75;1;1;2.67;9.277;15.38;47;1865491487689;13;6.804
1937;74;34;Practical black Jam;3.38;0;0;3.4;7.37;19.75;94;4754391073295;148;2.601
1938;89;43;Practical black Pretzels;3.01;1;0;3.05;9.178;7.41;80;8404618316745;135;7.757
1939;18;7;Practical black Deli Meats;8.42;1;1;7.8;0.36;18.77;76;8591427991776;122;2.935
1940;91;21;Practical black Tuna;2.76;0;0;2.79;3.709;27.53;30;3117664678689;46;6.814
1941;91;50;Practical black Cheese;6.18;1;1;6.28;8.357;21.51;47;3348197865263;167;4.59
1942;29;16;Practical black Computer Magazines;6.8;0;0;7.15;7.871;5.85;71;5251893666862;168;0.36
1943;96;11;Practical black Dishwasher Soap;7.86;0;0;7.86;2.054;19.46;89;8327006919478;142;7.516
1944;99;42;Practical black Gum;0.75;0;0;0.79;4.266;21.83;27;6591559402867;68;3.784
1945;32;19;Practical black Flavored Drinks;1.81;1;0;1.79;0.422;28.7;1;8702020781583;150;4.339
1946;24;32;Practical black Cottage Cheese;4.01;0;1;3.77;1.151;3.2;6;3071070685774;47;5.207
1947;47;4;Practical black Fresh Chicken;8.22;1;1;7.95;5.583;24.18;24;8148668018185;146;0.141
1948;90;17;Practical black Plastic Utensils;2.8;0;0;2.83;2.936;29.8;83;5064991045968;148;6.658
1949;86;4;Practical black Preserves;4.51;0;1;4.69;3.016;7.48;58;2378245629591;81;8.742
1950;51;22;Practical black Nuts;5.65;0;1;5.31;9.589;13.64;27;8558359030174;165;6.473
1951;82;40;Practical black Yogurt;1.33;1;1;1.32;9.959;28.23;39;3841998691172;92;9.956
1952;41;28;Practical black Chocolate;3.08;1;1;2.9;5.809;1.02;85;9533829884713;27;2.018
1953;55;44;Practical black Spices;5.18;0;1;5.52;4.375;26.77;105;8663790434321;52;4.904
1954;98;2;Practical black Coffee;11.28;1;1;10.57;9.776;22.9;19;2971190818929;91;7.019
1955;49;8;Practical black Dried Fruit;4.65;0;0;4.93;5.002;13.24;100;6218586303688;162;9.472
1956;98;22;Practical black Pancake Mix;3.22;0;1;2.97;4.535;13.92;106;6432009619599;140;2.972
1957;92;23;Practical black Pancakes;4.43;0;1;4.39;2.545;6.92;15;3669683544702;118;7.654
1958;58;12;Practical black Pasta;1.58;1;1;1.71;7.427;2.18;12;4616020417155;55;1.972
1959;82;13;Practical black Peanut Butter;3.21;1;0;3.29;8.94;24.08;97;1820709471389;128;8.559
1960;55;3;Practical black Paper Wipes;3.73;0;1;3.66;0.412;5.85;7;3198843621520;133;1.084
1961;86;50;Practical black Toilet Brushes;5.27;1;1;5.29;8.222;6.28;18;8753980850112;87;2.072
1962;92;37;Practical black Non-Alcoholic Wine;9.77;1;0;9.67;0.486;23.29;48;1084358698085;114;6.921
1963;43;14;Practical black Shampoo;5.04;0;0;4.72;9.556;3.12;67;6382584833326;11;5.498
1964;87;21;Practical black Ibuprofen;7.23;1;0;7.11;9.853;10.9;32;4909251291236;131;8.536
1965;72;1;Practical black Lightbulbs;4.27;0;0;3.9;2.485;20.68;9;7843823289934;139;1.753
1966;14;26;Practical black Anchovies;4.79;0;1;4.65;1.177;18.16;80;4040054294097;159;0.954
1967;47;3;Practical black Wine;13.36;0;1;12.79;4.677;13.9;30;2769321453424;46;6.423
1968;3;44;Practical black Dried Meat;7.0;1;0;6.61;0.575;20.98;33;8992737363363;113;0.946
1969;60;5;Practical black Cookies;4.49;1;1;4.1;5.471;18.73;26;7162012878944;53;1.098
1970;35;44;Practical black Bologna;2.99;0;0;2.77;6.509;2.8;58;1636207172218;122;5.067
1971;43;44;Practical black Mouthwash;7.95;1;1;8.43;4.541;24.47;72;2970511312680;26;5.537
1972;7;47;Practical black Sports Magazines;6.98;1;1;7.6;8.176;27.85;55;8563004959924;109;7.222
1973;34;14;Practical black Shellfish;18.6;0;0;19.59;5.738;12.73;25;5273578431235;116;3.08
1974;69;6;Practical black Ice Cream;5.08;1;0;4.58;8.275;15.52;38;9832187739609;69;0.777
1975;23;38;Practical black Sliced Bread;3.35;0;1;3.51;8.407;14.79;7;3550891763777;63;8.548
1976;68;48;Practical black Batteries;6.07;0;0;6.44;8.073;8.81;13;3600950212251;31;5.099
1977;58;1;Practical black Hot Dogs;4.26;0;0;4.23;1.047;15.67;104;6469411318393;60;4.506
1978;0;34;Practical black Sunglasses;14.85;0;0;14.8;1.543;19.75;79;6125271401584;76;7.008
1979;55;7;Practical black Canned Fruit;2.8;0;1;3.06;7.466;3.94;3;4865951011512;85;6.451
1980;2;34;Practical black Popcorn;3.69;0;0;3.38;9.843;4.93;55;4010142954036;51;9.802
1981;44;26;Practical black Soup;1.98;1;1;2.06;6.099;9.02;20;4247487287920;148;6.044
1982;88;43;Practical black Sardines;2.72;1;0;2.84;4.878;11.71;73;1203643615376;13;9.218
1983;10;35;Practical black Donuts;3.28;1;0;3.01;3.913;25.01;47;8852185810693;56;7.181
1984;50;5;Practical black Maps;7.33;0;1;6.88;4.741;21.82;48;2219479049548;6;8.797
1985;60;25;Practical black Aspirin;7.3;1;0;6.83;7.712;15.08;86;4886111740196;94;8.156
1986;81;33;Practical black Dish Soap;3.21;1;1;3.18;9.457;15.41;44;1320502051855;158;2.484
1987;29;39;Practical black Jelly;2.61;1;1;2.71;0.904;29.71;57;5089662897030;128;0.329
1988;63;16;Practical black Rice;2.23;1;0;2.26;0.179;4.06;79;3597651146795;89;0.126
1989;63;41;Practical black Milk;2.81;0;1;2.95;6.478;25.45;3;1409572129183;108;5.812
1990;61;2;Practical black Deodorizers;3.17;1;1;3.21;3.931;15.32;113;4560266027565;109;5.302
1991;4;3;Practical sky blue Hamburger;6.3;1;0;5.87;4.669;7.5;65;2346120434600;164;7.921
1992;8;33;Practical sky blue Chocolate Candy;1.45;1;0;1.41;0.741;6.09;103;7707890836920;48;1.866
1993;1;1;Practical sky blue Fresh Vegetables;4.07;0;1;4.1;8.15;3.81;5;6460279498670;150;9.335
1994;52;5;Practical sky blue Sauces;4.23;0;1;4.61;4.391;28.14;83;8136786165592;116;3.884
1995;93;46;Practical sky blue Cleaners;4.56;0;0;4.99;9.113;10.71;25;4868840625572;162;8.879
1996;19;46;Practical sky blue Eggs;2.82;0;1;2.6;9.311;25.89;41;3531217570035;142;8.469
1997;44;17;Practical sky blue Personal Hygiene;5.03;0;0;4.84;0.511;19.98;106;3360052163980;81;6.031
1998;25;45;Practical sky blue Paper Dishes;2.65;0;0;2.54;4.923;20.36;58;8399432535678;77;8.982
1999;60;10;Practical sky blue Shower Soap;5.69;0;0;5.59;5.399;17.67;6;1626611971464;128;9.407
2000;18;32;Practical sky blue Pot Scrubbers;2.44;0;1;2.49;4.849;23.86;109;4428292343999;167;8.592
2001;36;2;Practical sky blue Fresh Fruit;2.86;1;1;3.13;4.272;19.55;101;4550172252596;117;8.088
2002;99;7;Practical sky blue Fresh Fish;10.25;0;1;11.05;1.188;29.74;4;8448092921754;86;9.254
2003;71;4;Practical sky blue Dips;5.8;1;0;6.34;9.443;29.16;86;4937922741509;40;5.204
2004;4;11;Practical sky blue Cold Remedies;11.92;0;1;12.61;1.727;5.53;9;2151793584550;76;8.898
2005;18;4;Practical sky blue Dehydrated Soup;1.76;0;1;1.67;2.74;1.48;84;8794959623901;152;4.749
2006;83;13;Practical sky blue Shrimp;13.14;0;0;12.16;7.819;6.53;103;8479989430402;111;2.845
2007;90;31;Practical sky blue Frozen Vegetables;2.06;0;0;2.16;7.331;17.29;54;7853106344899;86;6.427
2008;53;15;Practical sky blue Screwdrivers;8.2;1;0;8.88;3.041;10.74;86;3589546925368;114;5.59
2009;82;38;Practical sky blue Cooking Oil;6.49;1;0;6.34;4.444;4.15;13;6708769293673;11;4.75
2010;96;49;Practical sky blue Popsicles;4.66;1;1;4.88;5.303;27.69;48;9998380311949;81;4.445
2011;50;47;Practical sky blue Chips;4.27;1;0;4.2;9.187;23.55;87;3004588601996;15;0.278
2012;41;47;Practical sky blue Sponges;1.81;1;0;1.99;8.081;19.7;48;7077811329814;61;7.43
2013;70;48;Practical sky blue French Fries;3.32;1;0;3.57;8.041;7.53;54;2424204378037;76;2.382
2014;68;39;Practical sky blue Crackers;2.09;0;1;2.28;8.233;21.74;29;4236225571255;174;9.006
2015;12;25;Practical sky blue Nasal Sprays;7.54;0;1;8.08;3.642;25.84;92;3114946854271;116;8.394
2016;82;25;Practical sky blue Sour Cream;1.8;0;0;1.97;0.921;13.21;32;3451889673926;125;9.703
2017;43;11;Practical sky blue Juice;4.17;0;0;4.08;6.924;9.23;15;5256023667981;45;2.399
2018;61;9;Practical sky blue TV Dinner;4.42;0;1;4.64;6.268;29.2;47;4368131390290;125;3.891
2019;16;4;Practical sky blue Tofu;3.11;1;1;2.94;4.82;18.04;46;7667966589574;81;2.139
2020;42;24;Practical sky blue Clams;8.61;0;1;8.89;7.585;12.53;109;2146064895844;81;7.038
2021;14;23;Practical sky blue Toothbrushes;4.28;1;0;4.0;8.934;20.77;60;4753260764571;125;6.125
2022;100;47;Practical sky blue Pots and Pans;23.32;1;0;22.58;3.755;24.53;91;2131655148501;68;2.964
2023;7;10;Practical sky blue Frozen Chicken;10.89;0;1;11.07;1.009;9.81;51;8559312984028;94;5.242
2024;51;31;Practical sky blue Tools;17.43;1;0;17.64;1.722;17.38;27;2948010395058;52;4.089
2025;100;45;Practical sky blue Canned Vegetables;1.87;0;0;1.91;5.838;27.3;17;6854024514174;18;2.077
2026;41;37;Practical sky blue Beer;11.69;1;1;12.77;4.234;4.96;20;8114802966057;97;7.034
2027;43;18;Practical sky blue Hard Candy;1.82;1;0;1.79;8.081;15.39;95;4232035403922;63;4
2028;47;26;Practical sky blue Auto Magazines;5.99;1;0;6.09;3.13;25.55;31;5993096352102;164;3.451
2029;69;38;Practical sky blue Deli Salads;4.59;0;1;4.75;5.866;28.83;81;5003240437806;116;2.872
2030;64;6;Practical sky blue Pot Cleaners;3.5;1;0;3.73;8.54;14.31;51;7436744620153;150;7.527
2031;94;21;Practical sky blue Bagels;4.12;0;1;4.11;6.064;19.07;38;8854000391710;51;4.483
2032;96;1;Practical sky blue Pizza;9.82;0;0;10.35;7.674;7.26;57;3228561504896;18;3.287
2033;62;35;Practical sky blue Cereal;5.65;1;1;5.37;4.613;8.37;28;7053471572620;132;0.906
2034;22;12;Practical sky blue Home Magazines;8.97;1;0;9.57;6.329;29.97;33;2155164570242;72;9.531
2035;6;20;Practical sky blue Sugar;2.44;1;1;2.24;8.317;21.2;64;9811998800465;36;0.239
2036;96;14;Practical sky blue Soda;1.44;1;1;1.54;5.355;13.56;106;3805204173810;84;5.276
2037;13;6;Practical sky blue Muffins;3.59;1;1;3.45;9.052;15.57;75;5628687084600;24;3.447
2038;34;23;Practical sky blue Conditioner;4.96;0;1;4.62;1.249;11.82;14;3220397357104;62;1.555
2039;78;46;Practical sky blue Fashion Magazines;8.0;0;1;8.47;8.817;19.96;52;3257908895142;53;5.733
2040;71;3;Practical sky blue Oysters;15.54;0;0;14.4;7.204;15.27;31;5184645500072;155;7.329
2041;12;6;Practical sky blue Candles;3.02;1;1;3.24;5.883;3.48;74;3592279496086;89;1.494
2042;81;36;Practical sky blue Acetaminophen;4.16;1;1;3.91;8.366;14.27;62;5233129231559;46;5.013
2043;35;45;Practical sky blue Waffles;4.02;0;0;3.86;1.437;5.13;72;2674387462569;123;7.213
2044;85;6;Practical sky blue Jam;4.05;1;1;3.81;5.83;21.87;24;1253801671847;114;6.264
2045;92;16;Practical sky blue Pretzels;3.22;1;0;2.97;5.061;21.28;105;9735394773365;139;2.176
2046;90;10;Practical sky blue Deli Meats;7.96;1;0;8.17;7.378;24.74;84;4924268490311;118;4.128
2047;98;7;Practical sky blue Tuna;2.3;0;0;2.48;6.069;24.41;95;2724644868959;48;4.313
2048;39;13;Practical sky blue Cheese;6.28;0;1;5.98;8.33;24.95;37;6914150577966;130;5.468
2049;55;10;Practical sky blue Computer Magazines;10.06;1;1;10.85;2.283;28.61;104;4506114773132;81;6.622
2050;52;26;Practical sky blue Dishwasher Soap;6.53;0;0;6.82;3.053;24.33;39;9381545644201;94;4.228
2051;7;26;Practical sky blue Gum;1.14;0;1;1.04;3.494;29.01;60;5024365943104;167;1.432
2052;14;35;Practical sky blue Flavored Drinks;2.88;1;0;2.59;3.023;18.39;88;5148462631433;124;1.983
2053;0;17;Practical sky blue Cottage Cheese;4.12;1;0;4.28;1.359;23.81;61;2765127500281;96;5.832
2054;39;15;Practical sky blue Fresh Chicken;7.51;1;1;7.53;6.418;4.79;29;3760637097140;89;3.029
2055;66;49;Practical sky blue Plastic Utensils;4.18;0;1;4.04;3.37;3.23;102;5691290293404;122;5.483
2056;38;37;Practical sky blue Preserves;3.2;0;0;3.26;5.751;1.75;96;9494743931899;104;5.837
2057;86;16;Practical sky blue Nuts;5.36;1;1;5.74;0.905;20.54;49;1582964008837;134;8.988
2058;40;8;Practical sky blue Yogurt;1.4;0;0;1.27;6.615;28.56;106;9444083076208;123;1.445
2059;68;9;Practical sky blue Chocolate;2.07;0;0;2.03;8.95;21.06;20;5022333274316;123;6.588
2060;53;13;Practical sky blue Spices;5.54;1;0;5.17;3.048;5.9;61;4831448567592;40;1.351
2061;93;16;Practical sky blue Coffee;8.81;1;0;7.95;2.336;27.09;78;5474780995220;35;3.376
2062;43;19;Practical sky blue Dried Fruit;7.07;0;1;6.9;6.651;20.68;75;8501412051104;135;1.719
2063;80;20;Practical sky blue Pancake Mix;3.27;0;0;3.06;6.584;13.18;36;6984211728159;15;2.436
2064;23;44;Practical sky blue Pancakes;3.31;1;0;3.05;9.343;19.15;43;4460175450001;118;1.372
2065;67;40;Practical sky blue Pasta;2.48;1;1;2.71;6.172;28.55;20;7968597061736;33;6.293
2066;27;16;Practical sky blue Peanut Butter;3.94;1;1;3.83;8.118;9.9;77;6350063890472;118;4.329
2067;18;48;Practical sky blue Paper Wipes;3.71;1;1;4.0;3.531;5.81;33;3159161847438;153;5.657
2068;83;23;Practical sky blue Toilet Brushes;4.66;0;0;4.51;7.91;11.82;21;5002322946076;11;3.929
2069;98;46;Practical sky blue Non-Alcoholic Wine;9.93;1;1;10.02;2.019;1.08;18;4187611795486;172;5.648
2070;38;25;Practical sky blue Shampoo;5.23;0;1;5.4;1.529;14.88;69;3707106482070;18;2.996
2071;75;43;Practical sky blue Ibuprofen;5.14;0;0;4.64;7.189;21.89;56;5233443293562;114;7.49
2072;100;17;Practical sky blue Lightbulbs;5.58;0;1;5.86;0.606;9.61;82;3415840729967;40;2.82
2073;87;40;Practical sky blue Anchovies;6.29;0;1;6.17;5.222;11.3;87;4571875116803;114;6.26
2074;23;29;Practical sky blue Wine;10.84;0;0;11.31;2.02;12.31;14;8129370434421;35;9.66
2075;99;10;Practical sky blue Dried Meat;6.2;0;1;6.8;6.544;17.27;100;1925173476969;167;5.594
2076;75;48;Practical sky blue Cookies;4.39;0;1;4.68;5.781;5.74;81;8699375655131;136;2.266
2077;3;47;Practical sky blue Bologna;3.32;0;0;3.58;7.447;5.46;22;6896059030244;45;2.199
2078;54;24;Practical sky blue Mouthwash;6.97;1;0;7.51;2.093;4.12;15;2892954227352;81;8.069
2079;37;6;Practical sky blue Sports Magazines;5.41;0;0;5.3;4.163;1.25;66;9371134209609;128;6.583
2080;74;5;Practical sky blue Shellfish;10.63;0;1;11.66;2.508;6.55;78;4238471321431;113;2.993
2081;48;19;Practical sky blue Ice Cream;5.7;1;0;5.63;9.878;1.7;79;1421749428667;123;4.435
2082;5;23;Practical sky blue Sliced Bread;2.65;0;0;2.43;9.054;17.06;91;3336253565588;45;2.135
2083;35;50;Practical sky blue Batteries;8.84;0;0;8.55;4.871;23.68;3;6196535717537;106;6.18
2084;61;27;Practical sky blue Hot Dogs;5.12;0;1;5.26;3.37;18.43;58;1022943090250;159;5.501
2085;13;24;Practical sky blue Sunglasses;15.1;1;0;14.18;5.225;3.08;16;2340320330279;153;7.85
2086;28;34;Practical sky blue Canned Fruit;2.66;1;1;2.61;0.196;17.36;110;9836264382403;172;5.53
2087;53;24;Practical sky blue Popcorn;3.44;0;1;3.58;0.955;5.04;57;5152193619864;46;7.594
2088;84;24;Practical sky blue Soup;1.67;0;0;1.6;9.949;23.43;84;1855830715814;132;5.697
2089;22;5;Practical sky blue Sardines;1.9;1;1;2.06;1.039;15.18;54;4674157246559;72;4.247
2090;84;37;Practical sky blue Donuts;2.66;0;0;2.79;6.378;7.86;23;1683047375164;77;0.986
2091;97;48;Practical sky blue Maps;4.99;1;0;4.65;7.703;4.62;98;5708415277372;100;8.994
2092;10;29;Practical sky blue Aspirin;4.58;1;0;4.28;3.253;18.58;93;4918028055172;86;6.46
2093;8;28;Practical sky blue Dish Soap;3.84;0;0;3.75;6.246;19.12;43;4304047464808;31;9.711
2094;50;25;Practical sky blue Jelly;2.22;1;0;2.13;9.606;16.95;19;1523834379550;76;1.207
2095;94;47;Practical sky blue Rice;1.54;1;0;1.53;1.381;9.67;71;4073672300636;108;7.9
2096;76;41;Practical sky blue Milk;3.25;1;1;3.14;4.059;27.11;87;2869151433368;63;2.134
2097;2;47;Practical sky blue Deodorizers;5.31;1;0;5.11;9.462;12.47;37;6447188658181;162;5.119
2098;80;7;Practical orange Hamburger;6.58;1;1;6.9;9.442;17.14;62;2734206464828;15;7.693
2099;96;44;Practical orange Chocolate Candy;1.87;0;0;1.72;7.901;14.83;82;4050978567512;168;4.75
2100;8;11;Practical orange Fresh Vegetables;4.2;1;1;4.03;9.88;11.21;102;7236893458674;82;6.671
2101;47;19;Practical orange Sauces;4.7;0;0;5.07;9.99;10.17;48;9666980574766;33;6.493
2102;73;15;Practical orange Cleaners;6.74;1;1;6.17;1.119;1.04;110;5823301479269;152;6.794
2103;94;28;Practical orange Eggs;3.73;0;0;3.47;3.025;28.09;12;4993648103967;84;8.59
2104;70;29;Practical orange Personal Hygiene;5.59;0;0;5.18;1.038;28.16;96;8606530649142;133;2.739
2105;52;46;Practical orange Paper Dishes;3.32;0;1;3.1;3.694;9.14;95;4165515349405;117;7.477
2106;96;22;Practical orange Shower Soap;5.6;0;0;5.39;8.405;7.83;38;9732682515109;111;5.881
2107;41;28;Practical orange Pot Scrubbers;2.58;0;0;2.43;0.749;4.4;107;9075006892330;105;1.464
2108;16;21;Practical orange Fresh Fruit;3.11;1;1;3.25;9.388;12.95;42;3349453657910;36;3.239
2109;84;18;Practical orange Fresh Fish;18.26;0;0;17.57;1.749;10.75;22;9800227830781;35;4.446
2110;80;48;Practical orange Dips;4.87;0;1;5.26;1.649;28.23;16;8811528667123;69;4.265
2111;5;33;Practical orange Cold Remedies;8.09;1;0;7.95;2.494;3.31;37;3272653629863;123;5.616
2112;49;29;Practical orange Dehydrated Soup;1.59;0;1;1.59;4.106;20.6;25;3842502803709;134;9.703
2113;77;13;Practical orange Shrimp;15.96;0;1;15.44;7.122;22.49;44;8329291106840;136;9.356
2114;54;7;Practical orange Frozen Vegetables;3.29;0;1;3.5;5.537;28.39;39;7075669391311;168;6.492
2115;45;35;Practical orange Screwdrivers;8.4;1;0;7.77;1.981;11.43;80;6110404837378;46;7.128
2116;6;3;Practical orange Cooking Oil;6.34;1;0;5.95;0.698;25.73;101;8731694295088;140;7.55
2117;14;24;Practical orange Popsicles;3.12;1;1;2.84;5.639;15.6;91;1653544903507;74;9.391
2118;73;6;Practical orange Chips;4.23;1;0;4.51;9.688;6.11;34;5022126701483;146;2.074
2119;31;41;Practical orange Sponges;2.0;1;1;2.07;2.02;9.03;7;2221371747628;86;6.158
2120;30;5;Practical orange French Fries;4.18;1;0;4.42;1.975;2.2;55;5109865200248;36;9.443
2121;47;28;Practical orange Crackers;3.24;0;1;3.12;8.943;25.73;54;4228151550270;82;3.822
2122;1;27;Practical orange Nasal Sprays;7.57;0;0;8.15;9.741;6.48;34;4884342845367;53;6.401
2123;98;46;Practical orange Sour Cream;2.03;1;0;1.99;7.374;9.1;35;7879450778180;136;0.763
2124;85;2;Practical orange Juice;4.96;0;1;5.4;2.973;23.57;38;4863834294054;60;1.379
2125;93;26;Practical orange TV Dinner;4.36;0;0;3.95;8.643;23.45;33;2558666121385;52;7.18
2126;56;28;Practical orange Tofu;2.47;0;0;2.46;9.655;29.21;2;4243142409868;153;3.061
2127;54;43;Practical orange Clams;12.65;1;1;11.66;8.971;5.16;54;7756577408578;80;2.734
2128;25;4;Practical orange Toothbrushes;3.67;0;0;3.99;2.104;2.54;107;9810507510855;105;2.526
2129;39;26;Practical orange Pots and Pans;23.07;1;1;22.34;5.116;19.89;2;3296666387021;27;6.575
2130;64;17;Practical orange Frozen Chicken;9.46;0;1;10.27;5.591;15.11;31;8624062054157;46;5.322
2131;79;14;Practical orange Tools;13.28;1;1;13.36;1.57;25.93;3;6800243881968;18;6.499
2132;83;38;Practical orange Canned Vegetables;1.34;0;0;1.45;9.458;17.17;31;1583593080410;123;8.797
2133;63;19;Practical orange Beer;10.3;0;1;10.31;6.081;23.05;32;4460464500192;97;2.708
2134;57;36;Practical orange Hard Candy;1.61;0;1;1.56;5.261;16.11;60;3014364989342;169;0.752
2135;60;48;Practical orange Auto Magazines;4.67;0;0;4.33;6.146;23.94;105;2537043840709;84;7.675
2136;34;40;Practical orange Deli Salads;4.07;1;1;4.02;7.678;15.93;95;1281641176593;63;1.469
2137;71;48;Practical orange Pot Cleaners;2.58;0;0;2.75;8.148;7.44;33;9604148553269;24;1.8
2138;20;26;Practical orange Bagels;4.22;0;1;4.27;6.037;26.55;86;3008389499965;153;9.669
2139;91;17;Practical orange Pizza;10.09;1;1;9.9;4.132;6.16;38;8251119356898;96;5.29
2140;7;23;Practical orange Cereal;5.08;0;0;5.12;5.064;20.27;99;6831393215199;158;9.114
2141;87;3;Practical orange Home Magazines;7.31;0;0;7.27;5.569;17.77;70;2255358674687;13;6.345
2142;3;34;Practical orange Sugar;3.34;0;0;3.29;2.064;28.78;105;8469538221301;94;9.602
2143;43;11;Practical orange Soda;1.94;1;0;1.89;1.363;12.98;104;1328718096527;77;7.671
2144;84;49;Practical orange Muffins;2.57;1;1;2.58;8.84;3.18;102;3006031271689;100;4.988
2145;58;18;Practical orange Conditioner;5.13;1;1;5.12;6.395;4.93;78;7079677113710;138;2.637
2146;94;47;Practical orange Fashion Magazines;5.5;0;0;5.64;1.994;8.94;84;8339009725470;106;2.731
2147;15;21;Practical orange Oysters;15.59;1;1;14.42;1.406;1.23;2;4913158601023;158;3.632
2148;88;39;Practical orange Candles;2.47;0;0;2.44;1.051;2.9;102;6520045112669;152;5.616
2149;0;15;Practical orange Acetaminophen;6.25;0;1;5.87;0.21;18.16;112;3834358786863;174;5.142
2150;68;10;Practical orange Waffles;2.94;0;0;3.1;7.622;26.0;29;9526654396879;106;9.873
2151;86;20;Practical orange Jam;3.94;0;1;4.25;5.83;17.5;24;3965699669100;51;1.443
2152;8;33;Practical orange Pretzels;3.2;0;0;3.5;8.288;18.38;61;4635651667413;6;7.516
2153;46;7;Practical orange Deli Meats;9.63;0;0;10.05;9.066;28.04;31;2176586670109;61;7.017
2154;29;3;Practical orange Tuna;2.35;1;1;2.35;7.59;23.64;16;8043180248036;84;3.465
2155;28;32;Practical orange Cheese;4.69;0;0;5.08;4.802;14.93;84;2103427730533;131;2.719
2156;95;6;Practical orange Computer Magazines;10.02;1;1;10.91;3.283;28.73;83;5555222759543;130;4.307
2157;13;41;Practical orange Dishwasher Soap;5.65;0;0;5.64;2.409;9.13;47;6203512111164;96;4.815
2158;68;16;Practical orange Gum;1.28;0;1;1.28;1.035;20.85;23;1314804068919;116;5.076
2159;67;38;Practical orange Flavored Drinks;1.66;0;1;1.6;9.659;6.89;38;5373755389253;46;4.476
2160;39;48;Practical orange Cottage Cheese;3.06;1;0;2.82;0.814;14.89;42;8481072411336;92;6.266
2161;46;36;Practical orange Fresh Chicken;5.06;0;0;5.46;9.346;6.61;65;7657373433770;89;0.779
2162;22;43;Practical orange Plastic Utensils;3.38;0;1;3.21;9.708;15.1;37;1032770454896;58;3.207
2163;42;50;Practical orange Preserves;2.97;0;0;3.02;6.226;9.24;98;3671821244686;58;9.326
2164;61;30;Practical orange Nuts;5.01;1;0;4.95;6.428;6.13;26;4112193995756;46;9.319
2165;16;4;Practical orange Yogurt;1.75;1;0;1.65;5.848;8.17;53;8497641485939;153;3.099
2166;49;48;Practical orange Chocolate;2.28;0;1;2.46;4.792;11.75;33;1897811378952;27;4.031
2167;10;27;Practical orange Spices;5.7;0;0;6.0;8.1;2.57;96;1003753372545;94;5.02
