PRODUCT_ID;DEPARTMENT_ID;PRODUCT_CATEGORY_ID;SKU;BRAND;PRODUCT_NAME;GROSS_WEIGHT;NET_WEIGHT;ITEMS_IN_STORE;UNITS_PER_CASE;IS_LOW_FAT;PACKAGE_ID
2173;23;5;57544066776;Barilla;Barilla Conchiglie;1.0;0.9;;24;1;1574
2174;23;5;72594535631;Ronzoni;Ronzoni Conchiglie;1.0;0.9;;24;1;1574
2175;23;5;48429845568;De Cecco;De Cecco Conchiglie;1.0;0.9;;24;1;1574
2176;23;5;19151811527;Barilla;Barilla Orecchiette;1.0;0.9;;24;0;1574
2177;23;5;45377278395;Ronzoni;Ronzoni Orecchiette;1.0;0.9;;24;0;1573
2178;23;5;94808992346;De Cecco;De Cecco Orecchiette;1.0;0.9;;24;0;1573
2179;23;5;14989867941;Barilla;Barilla Gnocchi;1.0;0.9;;24;0;1574
2180;23;5;86000567635;Ronzoni;Ronzoni Gnocchi;1.0;0.9;;24;1;1574
2181;23;5;99157360760;De Cecco;De Cecco Gnocchi;1.0;0.9;;24;1;1574
2182;23;5;14073194926;Barilla;Barilla Ravioli;1.0;0.9;;24;0;1573
2183;23;5;48697203321;Ronzoni;Ronzoni Ravioli;1.0;0.9;;24;1;1574
2184;23;5;11729288296;De Cecco;De Cecco Ravioli;1.0;0.9;;24;1;1574
2185;23;5;11404082818;Barilla;Barilla Tortellini;1.0;0.9;;24;0;1573
2186;23;5;51473527554;Ronzoni;Ronzoni Tortellini;1.0;0.9;;24;0;1573
2187;23;5;12367934848;De Cecco;De Cecco Tortellini;1.0;0.9;;24;0;1574
2188;23;5;74869706560;Barilla;Barilla Agnolotti;1.0;0.9;;24;1;1573
2189;23;5;74836499139;Ronzoni;Ronzoni Agnolotti;1.0;0.9;;24;1;1574
2190;23;5;84563761007;De Cecco;De Cecco Agnolotti;1.0;0.9;;24;1;1573
2191;23;5;53179870565;Barilla;Barilla Ravioli (Spinach and Cheese);1.0;0.9;;24;1;1574
2192;23;5;87608289577;Ronzoni;Ronzoni Ravioli (Spinach and Cheese);1.0;0.9;;24;0;1574
2193;23;5;90016968522;De Cecco;De Cecco Ravioli (Spinach and Cheese);1.0;0.9;;24;0;1574
2194;23;5;72723353081;Barilla;Barilla Pasta Shells;1.0;0.9;;24;0;1573
2195;23;5;48904902069;Ronzoni;Ronzoni Pasta Shells;1.0;0.9;;24;0;1573
2196;23;5;23086731773;De Cecco;De Cecco Pasta Shells;1.0;0.9;;24;0;1574
2197;23;5;39619817607;Barilla;Barilla Pasta Shapes (Assorted);1.0;0.9;;24;1;1574
2198;23;5;55712904567;Ronzoni;Ronzoni Pasta Shapes (Assorted);1.0;0.9;;24;0;1573
2199;23;5;92759657531;De Cecco;De Cecco Pasta Shapes (Assorted);1.0;0.9;;24;0;1574
2200;23;5;70782398180;Barilla;Barilla Risoni;1.0;0.9;;24;1;1573
2201;23;5;31542144457;Ronzoni;Ronzoni Risoni;1.0;0.9;;24;1;1574
2202;23;5;37105250535;De Cecco;De Cecco Risoni;1.0;0.9;;24;0;1574
2203;23;5;82081083440;Barilla;Barilla Anelli;1.0;0.9;;24;0;1574
2204;23;5;68348708432;Ronzoni;Ronzoni Anelli;1.0;0.9;;24;0;1574
2205;23;5;34924669216;De Cecco;De Cecco Anelli;1.0;0.9;;24;1;1573
2206;23;5;80976286208;Barilla;Barilla Ditalini;1.0;0.9;;24;1;1573
2207;23;5;74446567256;Ronzoni;Ronzoni Ditalini;1.0;0.9;;24;1;1573
2208;23;5;58921212942;De Cecco;De Cecco Ditalini;1.0;0.9;;24;0;1573
2209;23;5;32439570343;Barilla;Barilla Pasta Ribbons;1.0;0.9;;24;1;1574
2210;23;5;30854234669;Ronzoni;Ronzoni Pasta Ribbons;1.0;0.9;;24;0;1574
2211;23;5;39375415905;De Cecco;De Cecco Pasta Ribbons;1.0;0.9;;24;1;1573
2212;23;5;10434543272;Barilla;Barilla Pasta Straws;1.0;0.9;;24;0;1574
2213;23;5;68624140301;Ronzoni;Ronzoni Pasta Straws;1.0;0.9;;24;0;1573
2214;23;5;77301976388;De Cecco;De Cecco Pasta Straws;1.0;0.9;;24;0;1573
2215;23;5;91293111067;Barilla;Barilla Fideo;1.0;0.9;;24;0;1574
2216;23;5;33354779167;Ronzoni;Ronzoni Fideo;1.0;0.9;;24;1;1574
2217;23;5;46725090952;De Cecco;De Cecco Fideo;1.0;0.9;;24;1;1573
2218;23;5;89477068874;Barilla;Barilla Cavatelli;1.0;0.9;;24;1;1574
2219;23;5;58792414772;Ronzoni;Ronzoni Cavatelli;1.0;0.9;;24;1;1574
2220;23;5;59635649634;De Cecco;De Cecco Cavatelli;1.0;0.9;;24;0;1573
2221;23;5;57855798302;Barilla;Barilla Pasta Stars;1.0;0.9;;24;0;1573
2222;23;5;31354475824;Ronzoni;Ronzoni Pasta Stars;1.0;0.9;;24;0;1573
2223;23;5;89161199676;De Cecco;De Cecco Pasta Stars;1.0;0.9;;24;1;1573
2224;23;5;89404377152;Barilla;Barilla Pasta Tubes;1.0;0.9;;24;1;1574
2225;23;5;58183601099;Ronzoni;Ronzoni Pasta Tubes;1.0;0.9;;24;0;1573
2226;23;5;70371705880;De Cecco;De Cecco Pasta Tubes;1.0;0.9;;24;1;1574
2227;23;5;33846585121;Barilla;Barilla Ravioli (Meat);1.0;0.9;;24;0;1574
2228;23;5;14880199950;Ronzoni;Ronzoni Ravioli (Meat);1.0;0.9;;24;1;1574
2229;23;5;41956410153;De Cecco;De Cecco Ravioli (Meat);1.0;0.9;;24;1;1574
2230;23;5;63690012842;Barilla;Barilla Fusilli (Whole Wheat);1.0;0.9;;24;1;1573
2231;23;5;65053521502;Ronzoni;Ronzoni Fusilli (Whole Wheat);1.0;0.9;;24;1;1574
2232;23;5;50836244438;De Cecco;De Cecco Fusilli (Whole Wheat);1.0;0.9;;24;0;1573
2233;23;5;52159349690;Barilla;Barilla Spaghetti (Whole Wheat);1.0;0.9;;24;1;1574
2234;23;5;10727757611;Ronzoni;Ronzoni Spaghetti (Whole Wheat);1.0;0.9;;24;1;1574
2235;23;5;51944901189;De Cecco;De Cecco Spaghetti (Whole Wheat);1.0;0.9;;24;1;1574
2236;23;5;74316730253;Barilla;Barilla Penne (Whole Wheat);1.0;0.9;;24;0;1574
2237;23;5;87806287535;Ronzoni;Ronzoni Penne (Whole Wheat);1.0;0.9;;24;0;1573
2238;23;5;55691661027;De Cecco;De Cecco Penne (Whole Wheat);1.0;0.9;;24;0;1574
2239;23;5;51514023039;Barilla;Barilla Macaroni (Whole Wheat);1.0;0.9;;24;1;1574
2240;23;5;24807121688;Ronzoni;Ronzoni Macaroni (Whole Wheat);1.0;0.9;;24;0;1573
2241;23;5;13118669676;De Cecco;De Cecco Macaroni (Whole Wheat);1.0;0.9;;24;1;1573
2242;23;5;87474971455;Barilla;Barilla Fusilli (Gluten-Free);1.0;0.9;;24;0;1573
2243;23;5;38993653378;Ronzoni;Ronzoni Fusilli (Gluten-Free);1.0;0.9;;24;0;1574
2244;23;5;88960091186;De Cecco;De Cecco Fusilli (Gluten-Free);1.0;0.9;;24;1;1574
2245;23;5;94373310221;Barilla;Barilla Spaghetti (Gluten-Free);1.0;0.9;;24;1;1574
2246;23;5;40649697009;Ronzoni;Ronzoni Spaghetti (Gluten-Free);1.0;0.9;;24;0;1573
2247;23;5;54595115526;De Cecco;De Cecco Spaghetti (Gluten-Free);1.0;0.9;;24;0;1574
2248;23;5;73859215210;Barilla;Barilla Penne (Gluten-Free);1.0;0.9;;24;1;1573
2249;23;5;53040006325;Ronzoni;Ronzoni Penne (Gluten-Free);1.0;0.9;;24;1;1574
2250;23;5;74618014064;De Cecco;De Cecco Penne (Gluten-Free);1.0;0.9;;24;1;1573
2251;23;5;11489415461;Barilla;Barilla Lasagna (Whole Wheat);1.0;0.9;;24;1;1574
2252;23;5;79851840001;Ronzoni;Ronzoni Lasagna (Whole Wheat);1.0;0.9;;24;0;1574
2253;23;5;26506904772;De Cecco;De Cecco Lasagna (Whole Wheat);1.0;0.9;;24;1;1574
2254;23;5;54408304026;Barilla;Barilla Lasagna (Gluten-Free);1.0;0.9;;24;0;1574
2255;23;5;76533065888;Ronzoni;Ronzoni Lasagna (Gluten-Free);1.0;0.9;;24;1;1573
2256;23;5;72569841473;De Cecco;De Cecco Lasagna (Gluten-Free);1.0;0.9;;24;0;1574
2257;23;5;60549240229;Barilla;Barilla Spaghetti;2.0;1.8;;12;1;1575
2258;23;5;85685100069;Ronzoni;Ronzoni Spaghetti;2.0;1.8;;12;0;1576
2259;23;5;51263063983;De Cecco;De Cecco Spaghetti;2.0;1.8;;12;1;1576
2260;23;5;44754629514;Barilla;Barilla Linguine;2.0;1.8;;12;1;1575
2261;23;5;88562659335;Ronzoni;Ronzoni Linguine;2.0;1.8;;12;1;1576
2262;23;5;74524223420;De Cecco;De Cecco Linguine;2.0;1.8;;12;1;1575
2263;23;5;95851378894;Barilla;Barilla Fettuccine;2.0;1.8;;12;1;1576
2264;23;5;38606145665;Ronzoni;Ronzoni Fettuccine;2.0;1.8;;12;0;1575
2265;23;5;69619670802;De Cecco;De Cecco Fettuccine;2.0;1.8;;12;1;1575
2266;23;5;48097156733;Barilla;Barilla Penne;2.0;1.8;;12;0;1575
2267;23;5;51653713119;Ronzoni;Ronzoni Penne;2.0;1.8;;12;0;1575
2268;23;5;43258640047;De Cecco;De Cecco Penne;2.0;1.8;;12;1;1575
2269;23;5;50470708828;Barilla;Barilla Rigatoni;2.0;1.8;;12;1;1575
2270;23;5;17536875658;Ronzoni;Ronzoni Rigatoni;2.0;1.8;;12;1;1576
2271;23;5;17874781832;De Cecco;De Cecco Rigatoni;2.0;1.8;;12;1;1575
2272;23;5;68453728339;Barilla;Barilla Fusilli;2.0;1.8;;12;1;1576
2273;23;5;52084681155;Ronzoni;Ronzoni Fusilli;2.0;1.8;;12;1;1576
2274;23;5;46294032531;De Cecco;De Cecco Fusilli;2.0;1.8;;12;1;1575
2275;23;5;47673225206;Barilla;Barilla Macaroni;2.0;1.8;;12;0;1575
2276;23;5;58462995554;Ronzoni;Ronzoni Macaroni;2.0;1.8;;12;1;1575
2277;23;5;43155965967;De Cecco;De Cecco Macaroni;2.0;1.8;;12;0;1575
2278;23;5;61886463480;Barilla;Barilla Rotini;2.0;1.8;;12;1;1576
2279;23;5;66286608801;Ronzoni;Ronzoni Rotini;2.0;1.8;;12;1;1576
2280;23;5;27504222141;De Cecco;De Cecco Rotini;2.0;1.8;;12;1;1576
2281;23;5;15096233216;Barilla;Barilla Tagliatelle;2.0;1.8;;12;1;1575
2282;23;5;77811496478;Ronzoni;Ronzoni Tagliatelle;2.0;1.8;;12;1;1575
2283;23;5;53836916252;De Cecco;De Cecco Tagliatelle;2.0;1.8;;12;0;1576
2284;23;5;41684537800;Barilla;Barilla Pappardelle;2.0;1.8;;12;0;1576
2285;23;5;80957033374;Ronzoni;Ronzoni Pappardelle;2.0;1.8;;12;1;1576
2286;23;5;33404066729;De Cecco;De Cecco Pappardelle;2.0;1.8;;12;0;1576
2287;23;5;42004385095;Barilla;Barilla Orzo;2.0;1.8;;12;1;1576
2288;23;5;21751629067;Ronzoni;Ronzoni Orzo;2.0;1.8;;12;1;1576
2289;23;5;24939680584;De Cecco;De Cecco Orzo;2.0;1.8;;12;1;1576
2290;23;5;25372255282;Barilla;Barilla Farfalle;2.0;1.8;;12;1;1575
2291;23;5;85649009991;Ronzoni;Ronzoni Farfalle;2.0;1.8;;12;0;1575
2292;23;5;78625108070;De Cecco;De Cecco Farfalle;2.0;1.8;;12;1;1575
2293;23;5;97904495129;Barilla;Barilla Cavatappi;2.0;1.8;;12;1;1575
2294;23;5;50090813634;Ronzoni;Ronzoni Cavatappi;2.0;1.8;;12;1;1576
2295;23;5;61851368039;De Cecco;De Cecco Cavatappi;2.0;1.8;;12;1;1576
2296;23;5;51635552852;Barilla;Barilla Ziti;2.0;1.8;;12;1;1576
2297;23;5;18042586820;Ronzoni;Ronzoni Ziti;2.0;1.8;;12;1;1575
2298;23;5;54114450201;De Cecco;De Cecco Ziti;2.0;1.8;;12;0;1576
2299;23;5;32968171118;Barilla;Barilla Bucatini;2.0;1.8;;12;0;1576
2300;23;5;86248044292;Ronzoni;Ronzoni Bucatini;2.0;1.8;;12;0;1576
2301;23;5;68772033392;De Cecco;De Cecco Bucatini;2.0;1.8;;12;0;1575
2302;23;5;19173909775;Barilla;Barilla Cannelloni;2.0;1.8;;12;0;1576
2303;23;5;23512914928;Ronzoni;Ronzoni Cannelloni;2.0;1.8;;12;0;1576
2304;23;5;25734614840;De Cecco;De Cecco Cannelloni;2.0;1.8;;12;1;1575
2305;23;5;91567545071;Barilla;Barilla Manicotti;2.0;1.8;;12;0;1576
2306;23;5;40217225405;Ronzoni;Ronzoni Manicotti;2.0;1.8;;12;0;1576
2307;23;5;13821404479;De Cecco;De Cecco Manicotti;2.0;1.8;;12;1;1576
2308;23;5;94144342317;Barilla;Barilla Lasagna Sheets;2.0;1.8;;12;1;1575
2309;23;5;45985934145;Ronzoni;Ronzoni Lasagna Sheets;2.0;1.8;;12;0;1575
2310;23;5;40965725336;De Cecco;De Cecco Lasagna Sheets;2.0;1.8;;12;0;1576
2311;23;5;72176315965;Barilla;Barilla Capellini;2.0;1.8;;12;0;1575
2312;23;5;10300835879;Ronzoni;Ronzoni Capellini;2.0;1.8;;12;1;1575
2313;23;5;55208303123;De Cecco;De Cecco Capellini;2.0;1.8;;12;1;1576
2314;23;5;63026723941;Barilla;Barilla Pici;2.0;1.8;;12;1;1575
2315;23;5;10408831730;Ronzoni;Ronzoni Pici;2.0;1.8;;12;1;1576
2316;23;5;92994655707;De Cecco;De Cecco Pici;2.0;1.8;;12;0;1576
2317;23;5;83261083191;Barilla;Barilla Tortiglioni;2.0;1.8;;12;0;1575
2318;23;5;34586999827;Ronzoni;Ronzoni Tortiglioni;2.0;1.8;;12;0;1576
2319;23;5;65521058305;De Cecco;De Cecco Tortiglioni;2.0;1.8;;12;1;1575
2320;23;5;83351289214;Barilla;Barilla Conchiglie;2.0;1.8;;12;1;1576
2321;23;5;64648119914;Ronzoni;Ronzoni Conchiglie;2.0;1.8;;12;1;1575
2322;23;5;98828227045;De Cecco;De Cecco Conchiglie;2.0;1.8;;12;0;1575
2323;23;5;48550396401;Barilla;Barilla Orecchiette;2.0;1.8;;12;1;1575
2324;23;5;37028468866;Ronzoni;Ronzoni Orecchiette;2.0;1.8;;12;1;1576
2325;23;5;62459796041;De Cecco;De Cecco Orecchiette;2.0;1.8;;12;0;1575
2326;23;5;60114434714;Barilla;Barilla Gnocchi;2.0;1.8;;12;1;1576
2327;23;5;53832685510;Ronzoni;Ronzoni Gnocchi;2.0;1.8;;12;1;1576
2328;23;5;14500176287;De Cecco;De Cecco Gnocchi;2.0;1.8;;12;0;1576
2329;23;5;49195045019;Barilla;Barilla Ravioli;2.0;1.8;;12;0;1576
2330;23;5;27148121900;Ronzoni;Ronzoni Ravioli;2.0;1.8;;12;1;1576
2331;23;5;69079949469;De Cecco;De Cecco Ravioli;2.0;1.8;;12;1;1576
2332;23;5;45471376285;Barilla;Barilla Tortellini;2.0;1.8;;12;0;1576
2333;23;5;41320211304;Ronzoni;Ronzoni Tortellini;2.0;1.8;;12;0;1576
2334;23;5;30555676421;De Cecco;De Cecco Tortellini;2.0;1.8;;12;0;1575
2335;23;5;94760223532;Barilla;Barilla Agnolotti;2.0;1.8;;12;0;1576
2336;23;5;83851323248;Ronzoni;Ronzoni Agnolotti;2.0;1.8;;12;1;1576
2337;23;5;64274568066;De Cecco;De Cecco Agnolotti;2.0;1.8;;12;1;1575
2338;23;5;81254159626;Barilla;Barilla Ravioli (Spinach and Cheese);2.0;1.8;;12;0;1576
2339;23;5;14273729367;Ronzoni;Ronzoni Ravioli (Spinach and Cheese);2.0;1.8;;12;1;1576
2340;23;5;75226741082;De Cecco;De Cecco Ravioli (Spinach and Cheese);2.0;1.8;;12;0;1575
2341;23;5;76272176397;Barilla;Barilla Pasta Shells;2.0;1.8;;12;1;1576
2342;23;5;53428614401;Ronzoni;Ronzoni Pasta Shells;2.0;1.8;;12;1;1575
2343;23;5;31151252370;De Cecco;De Cecco Pasta Shells;2.0;1.8;;12;0;1576
2344;23;5;63839764037;Barilla;Barilla Pasta Shapes (Assorted);2.0;1.8;;12;0;1576
2345;23;5;14401291775;Ronzoni;Ronzoni Pasta Shapes (Assorted);2.0;1.8;;12;1;1576
2346;23;5;53512745335;De Cecco;De Cecco Pasta Shapes (Assorted);2.0;1.8;;12;0;1575
2347;23;5;44141043243;Barilla;Barilla Risoni;2.0;1.8;;12;1;1576
2348;23;5;12480153462;Ronzoni;Ronzoni Risoni;2.0;1.8;;12;1;1575
2349;23;5;23074300562;De Cecco;De Cecco Risoni;2.0;1.8;;12;0;1576
2350;23;5;67341140343;Barilla;Barilla Anelli;2.0;1.8;;12;0;1576
2351;23;5;11617221899;Ronzoni;Ronzoni Anelli;2.0;1.8;;12;0;1575
2352;23;5;60963504384;De Cecco;De Cecco Anelli;2.0;1.8;;12;1;1575
2353;23;5;97571499290;Barilla;Barilla Ditalini;2.0;1.8;;12;0;1576
2354;23;5;60068128992;Ronzoni;Ronzoni Ditalini;2.0;1.8;;12;1;1576
2355;23;5;23121052096;De Cecco;De Cecco Ditalini;2.0;1.8;;12;1;1576
2356;23;5;50255201084;Barilla;Barilla Pasta Ribbons;2.0;1.8;;12;1;1575
2357;23;5;87230124166;Ronzoni;Ronzoni Pasta Ribbons;2.0;1.8;;12;0;1575
2358;23;5;31116947312;De Cecco;De Cecco Pasta Ribbons;2.0;1.8;;12;1;1575
2359;23;5;44548823382;Barilla;Barilla Pasta Straws;2.0;1.8;;12;0;1575
2360;23;5;89091837129;Ronzoni;Ronzoni Pasta Straws;2.0;1.8;;12;0;1576
2361;23;5;31742376337;De Cecco;De Cecco Pasta Straws;2.0;1.8;;12;0;1576
2362;23;5;81470820421;Barilla;Barilla Fideo;2.0;1.8;;12;1;1576
2363;23;5;20211865364;Ronzoni;Ronzoni Fideo;2.0;1.8;;12;1;1576
2364;23;5;33138166712;De Cecco;De Cecco Fideo;2.0;1.8;;12;0;1575
2365;23;5;64054818286;Barilla;Barilla Cavatelli;2.0;1.8;;12;1;1575
2366;23;5;16533740666;Ronzoni;Ronzoni Cavatelli;2.0;1.8;;12;1;1576
2367;23;5;38754830111;De Cecco;De Cecco Cavatelli;2.0;1.8;;12;1;1576
2368;23;5;12137924530;Barilla;Barilla Pasta Stars;2.0;1.8;;12;1;1575
2369;23;5;85078888504;Ronzoni;Ronzoni Pasta Stars;2.0;1.8;;12;0;1575
2370;23;5;72905952988;De Cecco;De Cecco Pasta Stars;2.0;1.8;;12;0;1575
2371;23;5;39482888603;Barilla;Barilla Pasta Tubes;2.0;1.8;;12;1;1575
2372;23;5;87368240520;Ronzoni;Ronzoni Pasta Tubes;2.0;1.8;;12;1;1576
2373;23;5;44122986694;De Cecco;De Cecco Pasta Tubes;2.0;1.8;;12;1;1576
2374;23;5;20528537452;Barilla;Barilla Ravioli (Meat);2.0;1.8;;12;1;1576
2375;23;5;54200643102;Ronzoni;Ronzoni Ravioli (Meat);2.0;1.8;;12;1;1576
2376;23;5;47593098933;De Cecco;De Cecco Ravioli (Meat);2.0;1.8;;12;0;1575
2377;23;5;14628766052;Barilla;Barilla Fusilli (Whole Wheat);2.0;1.8;;12;0;1575
2378;23;5;22389176296;Ronzoni;Ronzoni Fusilli (Whole Wheat);2.0;1.8;;12;1;1575
2379;23;5;84245329844;De Cecco;De Cecco Fusilli (Whole Wheat);2.0;1.8;;12;0;1575
2380;23;5;36492124614;Barilla;Barilla Spaghetti (Whole Wheat);2.0;1.8;;12;1;1575
2381;23;5;77522981982;Ronzoni;Ronzoni Spaghetti (Whole Wheat);2.0;1.8;;12;0;1575
2382;23;5;13571308504;De Cecco;De Cecco Spaghetti (Whole Wheat);2.0;1.8;;12;0;1576
2383;23;5;82550933343;Barilla;Barilla Penne (Whole Wheat);2.0;1.8;;12;0;1575
2384;23;5;38125422057;Ronzoni;Ronzoni Penne (Whole Wheat);2.0;1.8;;12;1;1576
2385;23;5;13330596124;De Cecco;De Cecco Penne (Whole Wheat);2.0;1.8;;12;1;1576
2386;23;5;57517843281;Barilla;Barilla Macaroni (Whole Wheat);2.0;1.8;;12;1;1575
2387;23;5;84470706713;Ronzoni;Ronzoni Macaroni (Whole Wheat);2.0;1.8;;12;1;1575
2388;23;5;30060311450;De Cecco;De Cecco Macaroni (Whole Wheat);2.0;1.8;;12;0;1575
2389;23;5;93826102299;Barilla;Barilla Fusilli (Gluten-Free);2.0;1.8;;12;1;1576
2390;23;5;15544356658;Ronzoni;Ronzoni Fusilli (Gluten-Free);2.0;1.8;;12;1;1576
2391;23;5;39199133782;De Cecco;De Cecco Fusilli (Gluten-Free);2.0;1.8;;12;1;1576
2392;23;5;99708472482;Barilla;Barilla Spaghetti (Gluten-Free);2.0;1.8;;12;0;1576
2393;23;5;52926646277;Ronzoni;Ronzoni Spaghetti (Gluten-Free);2.0;1.8;;12;0;1575
2394;23;5;20045393166;De Cecco;De Cecco Spaghetti (Gluten-Free);2.0;1.8;;12;0;1576
2395;23;5;79247458166;Barilla;Barilla Penne (Gluten-Free);2.0;1.8;;12;1;1575
2396;23;5;95122420538;Ronzoni;Ronzoni Penne (Gluten-Free);2.0;1.8;;12;1;1575
2397;23;5;44653557657;De Cecco;De Cecco Penne (Gluten-Free);2.0;1.8;;12;1;1576
2398;23;5;69289342829;Barilla;Barilla Lasagna (Whole Wheat);2.0;1.8;;12;0;1576
2399;23;5;25701257122;Ronzoni;Ronzoni Lasagna (Whole Wheat);2.0;1.8;;12;0;1575
2400;23;5;68700148298;De Cecco;De Cecco Lasagna (Whole Wheat);2.0;1.8;;12;1;1575
2401;23;5;51409098941;Barilla;Barilla Lasagna (Gluten-Free);2.0;1.8;;12;0;1575
2402;23;5;12924276428;Ronzoni;Ronzoni Lasagna (Gluten-Free);2.0;1.8;;12;0;1575
2403;23;5;38718122167;De Cecco;De Cecco Lasagna (Gluten-Free);2.0;1.8;;12;1;1576
2404;10;6;57948070018;Chobani;Chobani Plain Yogurt;0.1;0.1;;36;1;1577
2405;10;6;88151329076;Yoplait;Yoplait Plain Yogurt;0.1;0.1;;36;1;1578
2406;10;6;59002486063;Siggis;Siggis Plain Yogurt;0.1;0.1;;36;0;1577
2407;10;6;13177275750;Chobani;Chobani Vanilla Yogurt;0.1;0.1;;36;1;1577
2408;10;6;26296312140;Yoplait;Yoplait Vanilla Yogurt;0.1;0.1;;36;1;1577
2409;10;6;76890038184;Siggis;Siggis Vanilla Yogurt;0.1;0.1;;36;0;1578
2410;10;6;63083065691;Chobani;Chobani Strawberry Yogurt;0.1;0.1;;36;0;1578
2411;10;6;44850892737;Yoplait;Yoplait Strawberry Yogurt;0.1;0.1;;36;0;1578
2412;10;6;99321911249;Siggis;Siggis Strawberry Yogurt;0.1;0.1;;36;1;1577
2413;10;6;98323948683;Chobani;Chobani Blueberry Yogurt;0.1;0.1;;36;1;1577
2414;10;6;16617432474;Yoplait;Yoplait Blueberry Yogurt;0.1;0.1;;36;1;1578
2415;10;6;50936041631;Siggis;Siggis Blueberry Yogurt;0.1;0.1;;36;0;1578
2416;10;6;88210525957;Chobani;Chobani Greek Yogurt (Plain);0.1;0.1;;36;0;1577
2417;10;6;74833786549;Yoplait;Yoplait Greek Yogurt (Plain);0.1;0.1;;36;0;1578
2418;10;6;15036143403;Siggis;Siggis Greek Yogurt (Plain);0.1;0.1;;36;1;1577
2419;10;6;49396011106;Chobani;Chobani Greek Yogurt (Vanilla);0.1;0.1;;36;0;1578
2420;10;6;37826670061;Yoplait;Yoplait Greek Yogurt (Vanilla);0.1;0.1;;36;0;1578
2421;10;6;13050094732;Siggis;Siggis Greek Yogurt (Vanilla);0.1;0.1;;36;0;1578
2422;10;6;90266116950;Chobani;Chobani Greek Yogurt (Strawberry);0.1;0.1;;36;1;1578
2423;10;6;22571617540;Yoplait;Yoplait Greek Yogurt (Strawberry);0.1;0.1;;36;1;1577
2424;10;6;67835454012;Siggis;Siggis Greek Yogurt (Strawberry);0.1;0.1;;36;0;1578
2425;10;6;62252086235;Chobani;Chobani Greek Yogurt (Blueberry);0.1;0.1;;36;0;1577
2426;10;6;74628566872;Yoplait;Yoplait Greek Yogurt (Blueberry);0.1;0.1;;36;0;1577
2427;10;6;70001661297;Siggis;Siggis Greek Yogurt (Blueberry);0.1;0.1;;36;1;1578
2428;10;6;59107337153;Chobani;Chobani Low-Fat Yogurt (Plain);0.1;0.1;;36;0;1577
2429;10;6;54716270917;Yoplait;Yoplait Low-Fat Yogurt (Plain);0.1;0.1;;36;0;1577
2430;10;6;77938684144;Siggis;Siggis Low-Fat Yogurt (Plain);0.1;0.1;;36;0;1577
2431;10;6;55749051779;Chobani;Chobani Low-Fat Yogurt (Vanilla);0.1;0.1;;36;0;1578
2432;10;6;55464117161;Yoplait;Yoplait Low-Fat Yogurt (Vanilla);0.1;0.1;;36;1;1578
2433;10;6;93211957130;Siggis;Siggis Low-Fat Yogurt (Vanilla);0.1;0.1;;36;1;1578
2434;10;6;54995839760;Chobani;Chobani Low-Fat Yogurt (Strawberry);0.1;0.1;;36;1;1578
2435;10;6;43407399880;Yoplait;Yoplait Low-Fat Yogurt (Strawberry);0.1;0.1;;36;1;1577
2436;10;6;34497009141;Siggis;Siggis Low-Fat Yogurt (Strawberry);0.1;0.1;;36;0;1578
2437;10;6;81600162788;Chobani;Chobani Low-Fat Yogurt (Blueberry);0.1;0.1;;36;0;1577
2438;10;6;84685783812;Yoplait;Yoplait Low-Fat Yogurt (Blueberry);0.1;0.1;;36;1;1578
2439;10;6;90815858378;Siggis;Siggis Low-Fat Yogurt (Blueberry);0.1;0.1;;36;0;1577
2440;10;6;92542401116;Chobani;Chobani Non-Fat Yogurt (Plain);0.1;0.1;;36;0;1578
2441;10;6;58272803201;Yoplait;Yoplait Non-Fat Yogurt (Plain);0.1;0.1;;36;1;1578
2442;10;6;59153795915;Siggis;Siggis Non-Fat Yogurt (Plain);0.1;0.1;;36;0;1577
2443;10;6;95521206991;Chobani;Chobani Non-Fat Yogurt (Vanilla);0.1;0.1;;36;1;1577
2444;10;6;49598858780;Yoplait;Yoplait Non-Fat Yogurt (Vanilla);0.1;0.1;;36;1;1578
2445;10;6;87778162907;Siggis;Siggis Non-Fat Yogurt (Vanilla);0.1;0.1;;36;1;1577
2446;10;6;31173109069;Chobani;Chobani Non-Fat Yogurt (Strawberry);0.1;0.1;;36;1;1577
2447;10;6;17625731570;Yoplait;Yoplait Non-Fat Yogurt (Strawberry);0.1;0.1;;36;1;1578
2448;10;6;53827682469;Siggis;Siggis Non-Fat Yogurt (Strawberry);0.1;0.1;;36;0;1578
2449;10;6;33253773119;Chobani;Chobani Non-Fat Yogurt (Blueberry);0.1;0.1;;36;0;1578
2450;10;6;78277432505;Yoplait;Yoplait Non-Fat Yogurt (Blueberry);0.1;0.1;;36;0;1577
2451;10;6;67811413236;Siggis;Siggis Non-Fat Yogurt (Blueberry);0.1;0.1;;36;0;1577
2452;10;6;76011576534;Chobani;Chobani Organic Yogurt (Plain);0.1;0.1;;36;1;1577
2453;10;6;54691184139;Yoplait;Yoplait Organic Yogurt (Plain);0.1;0.1;;36;1;1578
2454;10;6;61965675453;Siggis;Siggis Organic Yogurt (Plain);0.1;0.1;;36;0;1577
2455;10;6;42623961819;Chobani;Chobani Organic Yogurt (Vanilla);0.1;0.1;;36;0;1578
2456;10;6;94190608886;Yoplait;Yoplait Organic Yogurt (Vanilla);0.1;0.1;;36;0;1577
