SHOPPING_ORDER_EXTENSION_ID; ORDER_ID; NET_PURCHASE_PRICE; POINT_OF_SALE_ID; CASH_REGISTRY_ID
7166;7166;94.09;1;4
7167;7167;103.45;1;4
7168;7168;242.13;1;4
7169;7169;209.75;1;4
7170;7170;54.27;1;3
7171;7171;45.56;1;2
7172;7172;12.99;1;2
7173;7173;19.49;1;1
7174;7174;95.98;1;1
7175;7175;94.09;1;3
7176;7176;15.97;1;2
7177;7177;12.34;1;2
7178;7178;45.74;1;1
7179;7179;75.91;1;1
7180;7180;51.86;1;2
7181;7181;18.07;1;3
7182;7182;31.82;1;3
7183;7183;73.07;1;3
7184;7184;51.65;1;1
7185;7185;66.75;1;2
7186;7186;151.2;1;3
7187;7187;108.4;1;1
7188;7188;46.36;1;3
7189;7189;36.72;1;2
7190;7190;13.28;1;1
7191;7191;445.67;1;1
7192;7192;479.75;1;1
7193;7193;69.53;1;3
7194;7194;82.96;1;4
7195;7195;81.91;1;2
7196;7196;52.46;1;1
7197;7197;30.79;1;1
7198;7198;72.68;1;2
7199;7199;78.56;1;4
7200;7200;15.59;1;2
7201;7201;7.76;1;3
7202;7202;7.38;1;3
7203;7203;22.25;1;1
7204;7204;89.2;1;4
7205;7205;251.02;1;2
7206;7206;196.05;1;1
7207;7207;57.81;1;3
7208;7208;49.19;1;3
7209;7209;39.89;1;3
7210;7210;54.16;1;4
7211;7211;22.33;1;2
7212;7212;51.63;1;4
7213;7213;89.9;1;2
7214;7214;108.77;1;4
7215;7215;71.64;1;2
7216;7216;52.77;1;4
7217;7217;109.2;1;4
7218;7218;508.69;1;3
7219;7219;471.36;1;1
7220;7220;34.86;1;2
7221;7221;31.99;1;2
7222;7222;26.0;1;3
7223;7223;20.03;1;2
7224;7224;45.94;1;1
7225;7225;61.79;1;1
7226;7226;104.22;1;1
7227;7227;110.74;1;1
7228;7228;38.89;1;1
7229;7229;56.65;1;2
7230;7230;113.91;1;4
7231;7231;140.48;1;1
7232;7232;87.17;1;2
7233;7233;90.01;1;1
7234;7234;520.24;1;1
7235;7235;464.2;1;2
7236;7236;49.5;1;4
7237;7237;30.54;1;3
7238;7238;73.23;1;2
7239;7239;76.69;1;2
7240;7240;35.31;1;4
7241;7241;131.78;1;2
7242;7242;149.97;1;1
7243;7243;142.73;1;1
7244;7244;166.05;1;1
7245;7245;127.58;1;3
7246;7246;95.8;1;3
7247;7247;41.05;1;4
7248;7248;73.95;1;1
7249;7249;142.04;1;1
7250;7250;228.34;1;3
7251;7251;241.74;1;4
7252;7252;127.54;1;3
7253;7253;115.73;1;3
7254;7254;127.24;1;4
7255;7255;123.71;1;3
7256;7256;83.19;1;2
7257;7257;97.35;1;1
7258;7258;66.03;1;2
7259;7259;25.15;1;2
7260;7260;61.52;1;1
7261;7261;146.87;1;1
7262;7262;165.4;1;3
7263;7263;89.97;1;4
7264;7264;71.28;1;4
7265;7265;113.85;1;4
7266;7266;74.25;1;3
7267;7267;30.29;1;1
7268;7268;51.67;1;4
7269;7269;871.2;1;4
7270;7270;848.8;1;1
7271;7271;126.65;1;1
7272;7272;120.75;1;1
7273;7273;63.71;1;3
7274;7274;237.9;1;4
7275;7275;237.08;1;2
7276;7276;142.97;1;1
7277;7277;100.65;1;1
7278;7278;30.08;1;4
7279;7279;22.92;1;1
7280;7280;35.73;1;2
7281;7281;60.02;1;4
7282;7282;25.1;1;1
7283;7283;55.52;1;4
7284;7284;125.42;1;2
7285;7285;188.56;1;2
7286;7286;120.53;1;4
7287;7287;87.33;1;4
7288;7288;87.11;1;2
7289;7289;28.73;1;1
7290;7290;121.26;1;1
7291;7291;22.24;1;4
7292;7292;67.82;1;1
7293;7293;893.87;1;1
7294;7294;852.92;1;3
7295;7295;107.57;1;1
7296;7296;128.24;1;4
7297;7297;26.24;1;4
7298;7298;16.83;1;4
7299;7299;81.31;1;3
7300;7300;90.75;1;3
7301;7301;52.47;1;3
7302;7302;101.51;1;2
7303;7303;85.07;1;2
7304;7304;72.13;1;4
7305;7305;84.74;1;2
7306;7306;50.64;1;2
7307;7307;35.86;1;2
7308;7308;29.48;1;4
7309;7309;18.69;1;1
7310;7310;63.6;1;3
7311;7311;80.41;1;3
7312;7312;112.06;1;2
7313;7313;98.66;1;2
7314;7314;17.34;1;2
7315;7315;8.74;1;4
7316;7316;36.69;1;3
7317;7317;62.19;1;4
7318;7318;52.25;1;3
7319;7319;48.69;1;3
7320;7320;76.52;1;1
7321;7321;60.8;1;1
7322;7322;30.03;1;3
7323;7323;58.54;1;3
7324;7324;96.13;1;1
7325;7325;103.47;1;2
7326;7326;62.04;1;2
7327;7327;100.33;1;2
7328;7328;100.44;1;3
7329;7329;30.72;1;1
7330;7330;59.15;1;3
7331;7331;56.66;1;1
7332;7332;32.8;1;3
7333;7333;58.25;1;4
7334;7334;58.75;1;3
7335;7335;58.34;1;3
7336;7336;53.07;1;4
7337;7337;49.41;1;1
7338;7338;46.16;1;4
7339;7339;450.6;1;2
7340;7340;551.83;1;2
7341;7341;117.86;1;4
7342;7342;67.79;1;2
7343;7343;101.74;1;3
7344;7344;43.83;1;2
7345;7345;28.79;1;1
7346;7346;36.92;1;2
7347;7347;51.69;1;2
7348;7348;56.64;1;3
7349;7349;26.35;1;1
7350;7350;38.32;1;2
7351;7351;46.69;1;4
7352;7352;57.37;1;1
7353;7353;55.34;1;3
7354;7354;63.86;1;3
7355;7355;61.89;1;3
7356;7356;34.68;1;4
7357;7357;85.51;1;1
7358;7358;80.57;1;2
7359;7359;42.47;1;1
7360;7360;61.67;1;2
7361;7361;183.01;1;3
7362;7362;191.43;1;2
7363;7363;60.36;1;2
7364;7364;32.85;1;3
7365;7365;51.38;1;3
7366;7366;62.12;1;2
7367;7367;80.92;1;2
7368;7368;90.05;1;2
7369;7369;42.94;1;1
7370;7370;52.95;1;4
7371;7371;108.28;1;4
7372;7372;65.34;1;1
7373;7373;25.59;1;1
7374;7374;36.47;1;4
7375;7375;24.9;1;3
7376;7376;29.71;1;3
7377;7377;100.04;1;1
7378;7378;132.04;1;2
7379;7379;156.7;1;1
7380;7380;139.93;1;4
7381;7381;46.76;1;2
7382;7382;30.14;1;4
7383;7383;58.93;1;1
7384;7384;62.71;1;4
7385;7385;60.98;1;2
7386;7386;77.81;1;3
7387;7387;42.69;1;3
7388;7388;30.68;1;2
7389;7389;91.58;1;4
7390;7390;111.2;1;2
7391;7391;88.44;1;1
7392;7392;62.01;1;2
7393;7393;43.78;1;1
7394;7394;37.53;1;3
7395;7395;22.45;1;2
7396;7396;35.29;1;3
7397;7397;32.68;1;1
7398;7398;45.06;1;1
7399;7399;83.4;1;1
7400;7400;53.9;1;1
7401;7401;30.37;1;1
7402;7402;49.35;1;1
7403;7403;49.09;1;3
7404;7404;24.26;1;4
7405;7405;19.01;1;2
7406;7406;19.26;1;1
7407;7407;33.12;1;1
7408;7408;68.4;1;3
7409;7409;138.85;1;3
7410;7410;123.07;1;1
7411;7411;61.27;1;3
7412;7412;53.41;1;3
7413;7413;45.33;1;2
7414;7414;63.76;1;1
7415;7415;140.73;1;1
7416;7416;159.2;1;1
7417;7417;54.76;1;4
7418;7418;30.26;1;3
7419;7419;35.96;1;1
7420;7420;46.71;1;3
7421;7421;85.36;1;3
7422;7422;90.9;1;2
7423;7423;90.86;1;2
7424;7424;50.53;1;2
7425;7425;31.09;1;2
7426;7426;43.95;1;4
7427;7427;57.22;1;2
7428;7428;57.76;1;2
7429;7429;56.54;1;3
7430;7430;55.31;1;2
7431;7431;123.86;1;3
7432;7432;124.04;1;3
7433;7433;55.48;1;4
7434;7434;36.54;1;3
7435;7435;28.57;1;1
7436;7436;39.49;1;1
7437;7437;93.57;1;3
7438;7438;79.04;1;2
7439;7439;17.19;1;3
7440;7440;73.44;1;1
7441;7441;80.14;1;2
7442;7442;74.7;1;4
7443;7443;70.41;1;1
7444;7444;79.7;1;2
7445;7445;474.54;1;4
7446;7446;450.46;1;2
7447;7447;56.06;1;2
7448;7448;54.43;1;2
7449;7449;56.38;1;4
7450;7450;42.71;1;4
7451;7451;529.58;1;2
7452;7452;654.26;1;4
7453;7453;171.93;1;2
7454;7454;31.96;1;1
7455;7455;67.44;1;3
7456;7456;113.19;1;3
7457;7457;45.11;1;3
7458;7458;69.91;1;3
7459;7459;21.83;1;1
7460;7460;83.08;1;4
7461;7461;138.78;1;3
7462;7462;86.45;1;3
7463;7463;27.89;1;1
7464;7464;45.38;1;2
7465;7465;80.8;1;4
7466;7466;116.88;1;2
7467;7467;86.9;1;4
7468;7468;17.42;1;2
7469;7469;11.67;1;3
7470;7470;52.01;1;4
7471;7471;78.49;1;3
7472;7472;51.12;1;1
7473;7473;62.9;1;1
7474;7474;78.91;1;3
7475;7475;50.08;1;1
7476;7476;22.59;1;2
7477;7477;41.48;1;4
7478;7478;130.67;1;4
7479;7479;116.26;1;2
7480;7480;65.3;1;4
7481;7481;50.82;1;4
7482;7482;109.6;1;1
7483;7483;111.77;1;1
7484;7484;90.81;1;3
7485;7485;118.61;1;3
7486;7486;44.28;1;2
7487;7487;30.32;1;4
7488;7488;62.53;1;2
7489;7489;132.61;1;1
7490;7490;100.6;1;1
7491;7491;65.07;1;3
7492;7492;67.92;1;3
7493;7493;47.53;1;4
7494;7494;92.84;1;4
7495;7495;118.85;1;2
7496;7496;98.11;1;3
7497;7497;49.81;1;4
7498;7498;51.08;1;3
7499;7499;72.42;1;1
7500;7500;114.46;1;3
7501;7501;97.92;1;4
7502;7502;28.47;1;2
7503;7503;56.1;1;2
7504;7504;79.33;1;2
7505;7505;68.0;1;3
7506;7506;79.44;1;2
7507;7507;59.39;1;4
7508;7508;32.73;1;3
7509;7509;51.55;1;1
7510;7510;83.8;1;1
7511;7511;81.03;1;1
7512;7512;55.85;1;2
7513;7513;36.16;1;4
7514;7514;16.93;1;3
7515;7515;16.75;1;1
7516;7516;27.8;1;2
7517;7517;29.68;1;1
7518;7518;77.18;1;3
7519;7519;121.87;1;4
7520;7520;122.88;1;3
7521;7521;93.87;1;2
7522;7522;38.28;1;4
7523;7523;104.04;1;2
7524;7524;121.8;1;1
7525;7525;45.48;1;4
7526;7526;50.91;1;2
7527;7527;25.37;1;4
7528;7528;87.72;1;2
7529;7529;100.31;1;1
7530;7530;60.87;1;3
7531;7531;55.09;1;3
7532;7532;156.12;1;3
7533;7533;140.24;1;4
7534;7534;61.62;1;4
7535;7535;55.35;1;4
7536;7536;55.44;1;2
7537;7537;82.16;1;2
7538;7538;71.43;1;4
7539;7539;56.63;1;3
7540;7540;434.3;1;3
7541;7541;429.44;1;4
7542;7542;24.59;1;4
7543;7543;81.16;1;3
7544;7544;504.29;1;2
7545;7545;503.99;1;4
7546;7546;61.86;1;1
7547;7547;18.58;1;1
7548;7548;22.07;1;4
7549;7549;24.44;1;2
7550;7550;71.88;1;4
7551;7551;135.13;1;2
7552;7552;114.0;1;4
7553;7553;47.35;1;3
7554;7554;49.44;1;4
7555;7555;68.01;1;1
7556;7556;107.44;1;3
7557;7557;99.7;1;4
7558;7558;29.88;1;3
7559;7559;119.12;1;4
7560;7560;143.49;1;1
7561;7561;55.66;1;3
7562;7562;33.88;1;1
7563;7563;12.46;1;2
7564;7564;5.88;1;3
7565;7565;20.26;1;1
7566;7566;85.25;1;1
7567;7567;99.93;1;4
7568;7568;47.69;1;4
7569;7569;38.58;1;3
7570;7570;47.56;1;3
7571;7571;46.64;1;4
7572;7572;88.51;1;3
7573;7573;154.26;1;1
7574;7574;95.38;1;4
7575;7575;27.22;1;1
7576;7576;29.14;1;2
7577;7577;64.49;1;4
7578;7578;84.73;1;4
7579;7579;49.88;1;1
7580;7580;24.28;1;2
7581;7581;72.75;1;2
7582;7582;60.54;1;4
7583;7583;67.89;1;2
7584;7584;107.59;1;1
7585;7585;53.94;1;4
7586;7586;30.55;1;3
7587;7587;24.23;1;2
7588;7588;17.25;1;4
7589;7589;23.88;1;2
7590;7590;24.02;1;4
7591;7591;24.61;1;2
7592;7592;65.19;1;2
7593;7593;69.67;1;4
7594;7594;26.95;1;3
7595;7595;105.73;1;1
7596;7596;129.97;1;4
7597;7597;69.57;1;3
7598;7598;70.23;1;3
7599;7599;65.42;1;3
7600;7600;52.24;1;4
7601;7601;26.19;1;4
7602;7602;509.77;1;2
7603;7603;683.68;1;2
7604;7604;70.52;1;1
7605;7605;70.17;1;4
7606;7606;100.44;1;1
7607;7607;64.31;1;3
7608;7608;44.44;1;4
7609;7609;133.88;1;2
7610;7610;106.7;1;4
7611;7611;27.98;1;1
7612;7612;27.42;1;2
7613;7613;40.37;1;4
7614;7614;53.69;1;1
7615;7615;32.63;1;4
7616;7616;19.38;1;3
7617;7617;24.96;1;1
7618;7618;39.92;1;1
7619;7619;44.65;1;3
7620;7620;21.02;1;1
7621;7621;24.59;1;1
7622;7622;24.59;1;3
7623;7623;13.61;1;1
7624;7624;22.27;1;2
7625;7625;38.81;1;3
7626;7626;48.29;1;4
7627;7627;29.82;1;4
7628;7628;17.61;1;1
7629;7629;37.11;1;1
7630;7630;66.92;1;4
7631;7631;47.12;1;2
7632;7632;30.42;1;1
7633;7633;39.26;1;1
7634;7634;65.27;1;1
7635;7635;51.03;1;4
7636;7636;16.31;1;4
7637;7637;42.9;1;4
7638;7638;465.14;1;1
7639;7639;444.39;1;4
7640;7640;449.15;1;3
7641;7641;464.22;1;4
7642;7642;41.08;1;1
7643;7643;32.16;1;1
7644;7644;54.06;1;4
7645;7645;51.31;1;3
7646;7646;48.21;1;1
7647;7647;56.96;1;4
7648;7648;43.57;1;1
7649;7649;35.57;1;1
7650;7650;23.46;1;3
7651;7651;30.85;1;1
7652;7652;55.75;1;2
7653;7653;41.37;1;3
7654;7654;34.36;1;4
7655;7655;47.19;1;1
7656;7656;53.15;1;2
7657;7657;59.41;1;4
7658;7658;74.53;1;1
7659;7659;166.49;1;2
7660;7660;142.27;1;2
7661;7661;46.92;1;3
7662;7662;39.52;1;3
7663;7663;38.23;1;2
7664;7664;21.51;1;3
7665;7665;81.69;1;2
7666;7666;136.08;1;2
7667;7667;71.19;1;3
7668;7668;26.38;1;3
7669;7669;24.75;1;1
7670;7670;18.21;1;3
7671;7671;40.97;1;1
7672;7672;150.73;1;3
7673;7673;128.03;1;1
7674;7674;216.2;1;2
7675;7675;308.72;1;2
7676;7676;124.23;1;2
7677;7677;80.8;1;3
7678;7678;94.9;1;4
7679;7679;82.93;1;4
7680;7680;67.36;1;1
7681;7681;57.07;1;3
7682;7682;57.81;1;4
7683;7683;43.44;1;4
7684;7684;43.29;1;1
7685;7685;24.07;1;4
7686;7686;25.52;1;1
7687;7687;39.77;1;3
7688;7688;36.08;1;2
7689;7689;60.96;1;3
7690;7690;55.59;1;3
7691;7691;19.11;1;3
7692;7692;28.78;1;4
7693;7693;26.26;1;1
7694;7694;20.7;1;3
7695;7695;50.64;1;1
7696;7696;97.79;1;2
7697;7697;103.77;1;4
7698;7698;89.63;1;1
7699;7699;115.74;1;4
7700;7700;101.09;1;3
7701;7701;40.52;1;2
7702;7702;16.81;1;1
7703;7703;44.18;1;2
7704;7704;54.85;1;2
7705;7705;52.45;1;1
7706;7706;77.09;1;2
7707;7707;51.88;1;3
7708;7708;39.5;1;3
7709;7709;43.7;1;1
7710;7710;50.03;1;3
7711;7711;62.5;1;3
7712;7712;73.2;1;4
7713;7713;101.55;1;1
7714;7714;70.99;1;1
7715;7715;28.0;1;3
7716;7716;13.31;1;2
7717;7717;32.77;1;4
7718;7718;32.2;1;2
7719;7719;65.53;1;1
7720;7720;142.81;1;1
7721;7721;112.17;1;2
7722;7722;146.91;1;1
7723;7723;185.04;1;4
7724;7724;64.86;1;3
7725;7725;12.98;1;4
7726;7726;15.06;1;4
7727;7727;25.73;1;2
7728;7728;35.78;1;4
7729;7729;33.16;1;4
7730;7730;59.91;1;1
7731;7731;62.07;1;2
7732;7732;52.47;1;1
7733;7733;84.73;1;1
7734;7734;69.08;1;4
7735;7735;64.17;1;4
7736;7736;66.42;1;3
7737;7737;48.6;1;2
7738;7738;37.57;1;2
7739;7739;34.34;1;4
7740;7740;18.83;1;1
7741;7741;4.54;1;3
7742;7742;46.47;1;4
7743;7743;65.74;1;1
7744;7744;55.5;1;4
7745;7745;122.86;1;1
7746;7746;99.16;1;3
7747;7747;19.49;1;4
7748;7748;44.88;1;1
7749;7749;163.36;1;4
7750;7750;165.47;1;4
7751;7751;42.69;1;2
7752;7752;511.65;1;4
7753;7753;30.15;1;1
7754;7754;29.04;1;3
7755;7755;20.97;1;3
7756;7756;54.5;1;2
7757;7757;73.97;1;2
7758;7758;91.61;1;1
7759;7759;82.53;1;3
7760;7760;27.89;1;1
7761;7761;179.9;1;1
7762;7762;200.48;1;2
7763;7763;48.16;1;2
7764;7764;29.0;1;2
7765;7765;78.46;1;4
7766;7766;95.82;1;1
7767;7767;56.56;1;1
7768;7768;59.31;1;1
7769;7769;26.39;1;3
7770;7770;21.21;1;3
7771;7771;36.74;1;3
7772;7772;68.76;1;3
7773;7773;532.11;1;1
7774;7774;66.72;1;2
7775;7775;19.21;1;4
7776;7776;17.25;1;1
7777;7777;36.15;1;4
7778;7778;423.46;1;3
7779;7779;28.35;1;2
7780;7780;66.59;1;2
7781;7781;22.67;1;3
7782;7782;118.41;1;2
7783;7783;7.38;1;3
7784;7784;54.81;1;2
7785;7785;48.8;1;4
7786;7786;25.38;1;2
7787;7787;22.4;1;2
7788;7788;17.11;1;2
7789;7789;40.56;1;2
7790;7790;16.84;1;1
7791;7791;7.48;1;4
7792;7792;14.65;1;3
7793;7793;18.33;1;3
7794;7794;26.65;1;2
7795;7795;57.44;1;4
7796;7796;76.34;1;4
7797;7797;7.35;1;2
7798;7798;122.16;1;3
7799;7799;61.42;1;3
7800;7800;7.47;1;4
7801;7801;7.48;1;1
7802;7802;32.18;1;4
7803;7803;16.69;1;3
7804;7804;14.86;1;4
7805;7805;6.64;1;3
7806;7806;20.92;1;1
7807;7807;21.37;1;1
7808;7808;48.4;1;4
7809;7809;51.02;1;3
7810;7810;10.34;1;1
7811;7811;441.81;1;3
7812;7812;56.61;1;4
7813;7813;8.92;1;2
7814;7814;8.81;1;1
7815;7815;38.31;1;1
7816;7816;61.88;1;3
7817;7817;36.02;1;1
7818;7818;51.78;1;3
7819;7819;6.98;1;4
7820;7820;65.65;1;1
7821;7821;20.59;1;4
7822;7822;58.35;1;4
7823;7823;80.99;1;4
7824;7824;69.28;1;2
7825;7825;43.93;1;3
7826;7826;11.88;1;1
7827;7827;55.04;1;4
7828;7828;19.44;1;3
7829;7829;34.93;1;3
7830;7830;32.11;1;4
7831;7831;37.35;1;2
7832;7832;50.64;1;2
7833;7833;49.15;1;3
7834;7834;30.64;1;3
7835;7835;85.85;1;1
7836;7836;57.05;1;2
7837;7837;8.63;1;4
7838;7838;59.96;1;4
7839;7839;30.04;1;2
7840;7840;10.98;1;2
7841;7841;68.71;1;3
7842;7842;57.07;1;2
7843;7843;34.79;1;2
7844;7844;25.51;1;4
7845;7845;47.11;1;2
7846;7846;19.89;1;3
7847;7847;5.93;1;3
7848;7848;8.16;1;3
7849;7849;76.6;1;4
7850;7850;52.19;1;4
7851;7851;62.76;1;2
7852;7852;188.9;1;2
7853;7853;38.07;1;2
7854;7854;15.24;1;2
7855;7855;51.12;1;1
7856;7856;47.3;1;2
7857;7857;62.15;1;2
7858;7858;139.34;1;1
7859;7859;8.57;1;1
7860;7860;104.96;1;4
7861;7861;2.49;1;3
7862;7862;50.86;1;4
7863;7863;6.0;1;1
7864;7864;52.01;1;1
7865;7865;86.29;1;3
7866;7866;22.68;1;4
7867;7867;5.77;1;3
7868;7868;95.29;1;3
7869;7869;33.0;1;1
7870;7870;47.26;1;3
7871;7871;139.25;1;3
7872;7872;56.31;1;2
7873;7873;30.02;1;3
7874;7874;25.87;1;2
7875;7875;12.97;1;4
7876;7876;39.23;1;3
7877;7877;12.11;1;4
7878;7878;58.46;1;1
7879;7879;62.4;1;2
7880;7880;23.5;1;1
7881;7881;19.95;1;4
7882;7882;59.78;1;1
7883;7883;27.66;1;1
7884;7884;81.01;1;2
7885;7885;14.15;1;3
7886;7886;55.07;1;4
7887;7887;129.55;1;3
7888;7888;26.3;1;3
7889;7889;26.07;1;1
7890;7890;51.81;1;2
7891;7891;498.89;1;1
7892;7892;58.91;1;3
7893;7893;18.58;1;1
7894;7894;67.95;1;1
7895;7895;32.76;1;3
7896;7896;10.74;1;3
7897;7897;51.25;1;4
7898;7898;49.03;1;2
7899;7899;28.97;1;1
7900;7900;21.48;1;3
7901;7901;23.01;1;3
7902;7902;9.92;1;2
7903;7903;21.73;1;2
7904;7904;44.93;1;2
7905;7905;11.48;1;4
7906;7906;45.23;1;4
7907;7907;123.22;1;4
7908;7908;30.29;1;1
7909;7909;122.72;1;3
7910;7910;27.73;1;2
7911;7911;3.11;1;3
7912;7912;64.41;1;1
7913;7913;77.94;1;3
7914;7914;4.8;1;3
7915;7915;9.4;1;3
7916;7916;101.75;1;1
7917;7917;34.97;1;3
7918;7918;20.94;1;4
7919;7919;34.37;1;2
7920;7920;25.87;1;4
7921;7921;27.43;1;2
7922;7922;46.05;1;1
7923;7923;3.11;1;3
7924;7924;73.42;1;3
7925;7925;2.86;1;1
7926;7926;13.98;1;1
7927;7927;63.65;1;2
7928;7928;2.49;1;3
7929;7929;9.98;1;2
7930;7930;64.04;1;4
7931;7931;126.88;1;3
7932;7932;127.41;1;1
7933;7933;29.92;1;2
7934;7934;23.25;1;1
7935;7935;21.33;1;2
7936;7936;9.52;1;3
7937;7937;17.56;1;2
7938;7938;13.45;1;1
7939;7939;4.86;1;3
7940;7940;13.73;1;3
7941;7941;25.33;1;4
7942;7942;26.26;1;2
7943;7943;63.1;1;3
7944;7944;54.8;1;2
7945;7945;11.09;1;4
7946;7946;21.69;1;2
7947;7947;28.61;1;1
7948;7948;71.97;1;4
7949;7949;97.06;1;1
7950;7950;48.38;1;1
7951;7951;62.84;1;1
7952;7952;61.01;1;4
7953;7953;73.08;1;3
7954;7954;95.64;1;1
7955;7955;66.27;1;1
7956;7956;50.81;1;3
7957;7957;64.85;1;3
7958;7958;85.31;1;3
7959;7959;87.55;1;4
7960;7960;118.86;1;3
7961;7961;87.83;1;1
7962;7962;35.01;1;3
7963;7963;64.93;1;3
7964;7964;140.08;1;3
7965;7965;147.19;1;4
7966;7966;65.71;1;2
7967;7967;74.99;1;4
7968;7968;84.89;1;4
7969;7969;127.31;1;4
7970;7970;155.92;1;3
7971;7971;70.29;1;1
7972;7972;128.59;1;3
7973;7973;151.6;1;1
7974;7974;57.87;1;4
7975;7975;47.01;1;4
7976;7976;63.27;1;2
7977;7977;29.4;1;3
7978;7978;23.85;1;1
7979;7979;41.59;1;2
7980;7980;57.47;1;3
7981;7981;99.32;1;1
7982;7982;96.86;1;3
7983;7983;79.76;1;3
7984;7984;135.92;1;3
7985;7985;186.37;1;1
7986;7986;66.83;1;3
7987;7987;26.79;1;4
7988;7988;43.12;1;1
7989;7989;28.24;1;4
7990;7990;22.33;1;3
7991;7991;156.66;1;3
7992;7992;158.06;1;1
7993;7993;44.14;1;3
7994;7994;34.56;1;3
7995;7995;126.19;1;3
7996;7996;184.5;1;3
7997;7997;85.44;1;1
7998;7998;92.59;1;2
7999;7999;74.74;1;1
8000;8000;47.75;1;4
8001;8001;86.62;1;3
8002;8002;77.87;1;3
8003;8003;112.59;1;3
8004;8004;84.4;1;3
8005;8005;17.05;1;3
8006;8006;33.26;1;3
8007;8007;46.87;1;3
8008;8008;54.82;1;4
8009;8009;55.63;1;4
8010;8010;58.14;1;2
8011;8011;64.4;1;4
8012;8012;72.65;1;3
8013;8013;109.92;1;3
8014;8014;72.0;1;1
8015;8015;15.55;1;2
8016;8016;124.13;1;2
8017;8017;132.33;1;2
8018;8018;29.01;1;1
8019;8019;21.06;1;1
8020;8020;25.66;1;2
8021;8021;45.8;1;2
8022;8022;42.36;1;2
8023;8023;17.7;1;3
8024;8024;483.91;1;4
8025;8025;514.85;1;3
8026;8026;81.6;1;2
8027;8027;96.41;1;4
8028;8028;73.58;1;4
8029;8029;134.08;1;4
8030;8030;218.16;1;1
8031;8031;229.5;1;1
8032;8032;163.2;1;3
8033;8033;181.54;1;2
8034;8034;197.93;1;3
8035;8035;62.95;1;3
8036;8036;51.29;1;1
8037;8037;91.93;1;2
8038;8038;112.26;1;1
8039;8039;89.9;1;1
8040;8040;84.26;1;2
8041;8041;149.94;1;4
8042;8042;108.33;1;2
8043;8043;8.86;1;1
8044;8044;17.11;1;3
8045;8045;76.57;1;3
8046;8046;156.37;1;1
8047;8047;160.23;1;1
8048;8048;88.22;1;3
8049;8049;24.75;1;4
8050;8050;10.26;1;3
8051;8051;20.14;1;4
8052;8052;23.46;1;3
8053;8053;90.45;1;1
8054;8054;159.88;1;2
8055;8055;85.66;1;2
8056;8056;41.05;1;3
8057;8057;63.01;1;1
8058;8058;77.56;1;3
8059;8059;27.2;1;3
8060;8060;67.0;1;3
8061;8061;142.52;1;1
8062;8062;124.82;1;4
8063;8063;78.91;1;1
8064;8064;141.39;1;2
8065;8065;79.11;1;3
8066;8066;19.86;1;3
8067;8067;34.86;1;2
8068;8068;31.5;1;1
8069;8069;47.85;1;4
8070;8070;37.27;1;2
8071;8071;26.63;1;3
8072;8072;30.47;1;1
8073;8073;29.07;1;4
8074;8074;33.7;1;4
8075;8075;35.44;1;2
8076;8076;172.16;1;2
8077;8077;164.69;1;1
8078;8078;21.42;1;4
8079;8079;30.42;1;1
8080;8080;22.98;1;3
8081;8081;64.03;1;3
8082;8082;107.78;1;3
8083;8083;146.52;1;2
8084;8084;86.01;1;3
8085;8085;37.47;1;3
8086;8086;115.55;1;4
8087;8087;178.57;1;4
8088;8088;123.0;1;2
8089;8089;46.08;1;1
8090;8090;29.44;1;3
8091;8091;39.22;1;3
8092;8092;36.99;1;1
8093;8093;32.77;1;3
8094;8094;37.15;1;4
8095;8095;37.13;1;2
8096;8096;54.04;1;4
8097;8097;101.3;1;2
8098;8098;140.88;1;3
8099;8099;83.26;1;2
8100;8100;26.88;1;2
8101;8101;17.49;1;2
8102;8102;125.97;1;3
8103;8103;133.7;1;2
8104;8104;18.72;1;1
8105;8105;32.4;1;4
8106;8106;54.47;1;3
8107;8107;74.46;1;4
8108;8108;74.93;1;4
8109;8109;97.79;1;4
8110;8110;74.51;1;3
8111;8111;5.49;1;4
8112;8112;118.03;1;4
8113;8113;286.22;1;1
8114;8114;129.75;1;4
8115;8115;75.25;1;1
8116;8116;85.63;1;3
8117;8117;24.47;1;1
8118;8118;81.01;1;3
8119;8119;86.79;1;3
8120;8120;17.27;1;4
8121;8121;38.91;1;2
8122;8122;83.82;1;3
8123;8123;80.91;1;4
8124;8124;40.35;1;1
8125;8125;19.68;1;3
8126;8126;45.14;1;1
8127;8127;47.96;1;4
8128;8128;32.76;1;3
8129;8129;39.73;1;1
8130;8130;48.46;1;2
8131;8131;89.71;1;3
8132;8132;68.21;1;3
8133;8133;114.28;1;1
8134;8134;152.64;1;4
8135;8135;64.7;1;3
8136;8136;40.84;1;1
8137;8137;31.12;1;3
8138;8138;38.25;1;2
8139;8139;37.96;1;4
8140;8140;14.39;1;1
8141;8141;18.17;1;2
8142;8142;59.99;1;1
8143;8143;61.55;1;3
8144;8144;19.11;1;4
8145;8145;27.54;1;1
8146;8146;28.87;1;3
8147;8147;23.52;1;3
8148;8148;32.4;1;4
8149;8149;59.8;1;1
8150;8150;51.63;1;4
8151;8151;34.72;1;4
8152;8152;35.62;1;1
8153;8153;110.7;1;3
8154;8154;518.88;1;1
8155;8155;417.89;1;2
8156;8156;13.36;1;1
8157;8157;31.62;1;1
8158;8158;30.16;1;1
8159;8159;18.16;1;4
