PAYMENT_EXTENSION_ID;PAYMENT_ID;TRANSACTION_NUMBER;POINT_OF_SALE_ID
9222;9222;9127;1
9223;9223;9128;1
9224;9224;9129;1
9225;9225;9130;1
9226;9226;9131;1
9227;9227;9132;1
9228;9228;9133;1
9229;9229;9134;1
9230;9230;9135;1
9231;9231;9136;1
9232;9232;9137;1
9233;9233;9138;1
9234;9234;9139;1
9235;9235;9140;1
9236;9236;9141;1
9237;9237;9142;1
9238;9238;9143;1
9239;9239;9144;1
9240;9240;9145;1
9241;9241;9146;1
9242;9242;9147;1
9243;9243;9148;1
9244;9244;9149;1
9245;9245;9150;1
9246;9246;9151;1
9247;9247;9152;1
9248;9248;9153;1
9249;9249;9154;1
9250;9250;9155;1
9251;9251;9156;1
9252;9252;9157;1
9253;9253;9158;1
9254;9254;9159;1
9255;9255;9160;1
9256;9256;9161;1
9257;9257;9162;1
9258;9258;9163;1
9259;9259;9164;1
9260;9260;9165;1
9261;9261;9166;1
9262;9262;9167;1
9263;9263;9168;1
9264;9264;9169;1
9265;9265;9170;1
9266;9266;9171;1
9267;9267;9172;1
9268;9268;9173;1
9269;9269;9175;1
9270;9270;9176;1
9271;9271;9178;1
9272;9272;9179;1
9273;9273;9180;1
9274;9274;9181;1
9275;9275;9182;1
9276;9276;9184;1
9277;9277;9185;1
9278;9278;9186;1
9279;9279;9187;1
9280;9280;9188;1
9281;9281;9189;1
9282;9282;9190;1
9283;9283;9191;1
9284;9284;9192;1
9285;9285;9194;1
9286;9286;9195;1
9287;9287;9196;1
9288;9288;9197;1
9289;9289;9198;1
9290;9290;10161;1
9291;9291;10162;1
9292;9292;10163;1
9293;9293;10164;1
9294;9294;10165;1
9295;9295;10166;1
9296;9296;10167;1
9297;9297;10168;1
9298;9298;10169;1
9299;9299;10170;1
9300;9300;10171;1
9301;9301;10172;1
9302;9302;10173;1
9303;9303;10174;1
9304;9304;10175;1
9305;9305;10176;1
9306;9306;10177;1
9307;9307;10178;1
9308;9308;10179;1
9309;9309;10180;1
9310;9310;10181;1
9311;9311;10182;1
9312;9312;10183;1
9313;9313;10184;1
9314;9314;10185;1
9315;9315;10186;1
9316;9316;10187;1
9317;9317;10188;1
9318;9318;10189;1
9319;9319;10190;1
9320;9320;10191;1
9321;9321;10192;1
9322;9322;10193;1
9323;9323;10194;1
9324;9324;10195;1
9325;9325;10196;1
9326;9326;10197;1
9327;9327;10198;1
9328;9328;10199;1
9329;9329;10200;1
9330;9330;10201;1
9331;9331;10202;1
9332;9332;10203;1
9333;9333;10204;1
9334;9334;10205;1
9335;9335;10206;1
9336;9336;10207;1
9337;9337;10208;1
9338;9338;10209;1
9339;9339;10210;1
9340;9340;10211;1
9341;9341;10212;1
9342;9342;10213;1
9343;9343;10214;1
9344;9344;10215;1
9345;9345;10216;1
9346;9346;10217;1
9347;9347;10218;1
9348;9348;10219;1
9349;9349;10220;1
9350;9350;10221;1
9351;9351;10222;1
9352;9352;10223;1
9353;9353;10224;1
9354;9354;10225;1
9355;9355;10226;1
9356;9356;10227;1
9357;9357;10228;1
9358;9358;10229;1
9359;9359;10230;1
9360;9360;10231;1
9361;9361;10232;1
9362;9362;10233;1
9363;9363;10234;1
9364;9364;10235;1
9365;9365;10236;1
9366;9366;10237;1
9367;9367;10238;1
9368;9368;10239;1
9369;9369;10240;1
9370;9370;10241;1
9371;9371;10242;1
9372;9372;10243;1
9373;9373;10244;1
9374;9374;10245;1
9375;9375;10246;1
9376;9376;10247;1
9377;9377;10248;1
9378;9378;10249;1
9379;9379;10250;1
9380;9380;10251;1
9381;9381;10252;1
9382;9382;10253;1
9383;9383;10254;1
9384;9384;10255;1
9385;9385;10256;1
9386;9386;10257;1
9387;9387;10258;1
9388;9388;10259;1
9389;9389;10260;1
9390;9390;10261;1
9391;9391;10262;1
9392;9392;10263;1
9393;9393;10264;1
9394;9394;10265;1
9395;9395;10266;1
9396;9396;10267;1
9397;9397;10269;1
9398;9398;10270;1
9399;9399;10271;1
9400;9400;10272;1
9401;9401;10273;1
9402;9402;10274;1
9403;9403;10275;1
9404;9404;10277;1
9405;9405;10278;1
9406;9406;10280;1
9407;9407;10281;1
9408;9408;10282;1
9409;9409;10283;1
9410;9410;10284;1
9411;9411;10285;1
9412;9412;10286;1
9413;9413;10287;1
9414;9414;10288;1
9415;9415;10290;1
9416;9416;10291;1
9417;9417;10292;1
9418;9418;10294;1
9419;9419;10295;1
9420;9420;10296;1
9421;9421;10297;1
9422;9422;10298;1
9423;9423;10299;1
9424;9424;10300;1
9425;9425;10301;1
9426;9426;10302;1
9427;9427;10303;1
9428;9428;10304;1
9429;9429;10305;1
9430;9430;10306;1
9431;9431;10307;1
9432;9432;10308;1
9433;9433;10309;1
9434;9434;10310;1
9435;9435;10311;1
9436;9436;10312;1
9437;9437;10313;1
9438;9438;10314;1
9439;9439;10315;1
9440;9440;10316;1
9441;9441;10317;1
9442;9442;10318;1
9443;9443;10319;1
9444;9444;10320;1
9445;9445;10321;1
9446;9446;10322;1
9447;9447;10323;1
9448;9448;10324;1
9449;9449;10325;1
9450;9450;10326;1
9451;9451;10327;1
9452;9452;10328;1
9453;9453;10329;1
9454;9454;10330;1
9455;9455;10331;1
9456;9456;10332;1
9457;9457;10333;1
9458;9458;10334;1
9459;9459;10335;1
9460;9460;10336;1
9461;9461;10337;1
9462;9462;10338;1
9463;9463;10339;1
9464;9464;10340;1
9465;9465;10341;1
9466;9466;10342;1
9467;9467;10343;1
9468;9468;10344;1
9469;9469;10345;1
9470;9470;10346;1
9471;9471;10347;1
9472;9472;10348;1
9473;9473;10349;1
9474;9474;10350;1
9475;9475;10351;1
9476;9476;10352;1
9477;9477;10353;1
9478;9478;10354;1
9479;9479;10355;1
9480;9480;10356;1
9481;9481;10357;1
9482;9482;10358;1
9483;9483;10359;1
9484;9484;10360;1
9485;9485;10361;1
9486;9486;10362;1
9487;9487;10363;1
9488;9488;10364;1
9489;9489;10365;1
9490;9490;10366;1
9491;9491;10367;1
9492;9492;10368;1
9493;9493;10369;1
9494;9494;10370;1
9495;9495;10371;1
9496;9496;10372;1
9497;9497;10373;1
9498;9498;10374;1
9499;9499;10375;1
9500;9500;10376;1
9501;9501;10377;1
9502;9502;10378;1
9503;9503;10379;1
9504;9504;10380;1
9505;9505;10381;1
9506;9506;10382;1
9507;9507;10383;1
9508;9508;10384;1
9509;9509;10385;1
9510;9510;10386;1
9511;9511;10387;1
9512;9512;10388;1
9513;9513;10389;1
9514;9514;10390;1
9515;9515;10391;1
9516;9516;10392;1
9517;9517;10393;1
9518;9518;10394;1
9519;9519;10395;1
9520;9520;10396;1
9521;9521;10397;1
9522;9522;10398;1
9523;9523;10399;1
9524;9524;10400;1
9525;9525;10401;1
9526;9526;10402;1
9527;9527;10403;1
9528;9528;10404;1
9529;9529;10405;1
9530;9530;10406;1
9531;9531;10407;1
9532;9532;10408;1
9533;9533;10409;1
9534;9534;10410;1
9535;9535;10411;1
9536;9536;10412;1
9537;9537;10413;1
9538;9538;10414;1
9539;9539;10415;1
9540;9540;10416;1
9541;9541;10417;1
9542;9542;10418;1
9543;9543;10419;1
9544;9544;10420;1
9545;9545;10421;1
9546;9546;10422;1
9547;9547;10423;1
9548;9548;10424;1
9549;9549;10425;1
9550;9550;10426;1
9551;9551;10427;1
9552;9552;10428;1
9553;9553;10429;1
9554;9554;10430;1
9555;9555;10431;1
9556;9556;10432;1
9557;9557;10433;1
9558;9558;10434;1
9559;9559;10435;1
9560;9560;10436;1
9561;9561;10437;1
9562;9562;10438;1
9563;9563;10439;1
9564;9564;10440;1
9565;9565;10441;1
9566;9566;10442;1
9567;9567;10444;1
9568;9568;10445;1
9569;9569;10446;1
9570;9570;10447;1
9571;9571;10448;1
9572;9572;10449;1
9573;9573;10450;1
9574;9574;10452;1
9575;9575;10454;1
9576;9576;10455;1
9577;9577;10456;1
9578;9578;10457;1
9579;9579;10458;1
9580;9580;10459;1
9581;9581;10460;1
9582;9582;10461;1
9583;9583;10462;1
9584;9584;10463;1
9585;9585;10464;1
9586;9586;10465;1
9587;9587;10466;1
9588;9588;10467;1
9589;9589;10468;1
9590;9590;10469;1
9591;9591;9361;1
9592;9592;9362;1
9593;9593;9363;1
9594;9594;9364;1
9595;9595;9365;1
9596;9596;9366;1
9597;9597;9367;1
9598;9598;9368;1
9599;9599;9369;1
9600;9600;9370;1
9601;9601;9371;1
9602;9602;9372;1
9603;9603;9373;1
9604;9604;9374;1
9605;9605;9375;1
9606;9606;9376;1
9607;9607;9377;1
9608;9608;9378;1
9609;9609;9379;1
9610;9610;9380;1
9611;9611;9381;1
9612;9612;9382;1
9613;9613;9383;1
9614;9614;9384;1
9615;9615;9385;1
9616;9616;9386;1
9617;9617;9387;1
9618;9618;9388;1
9619;9619;9389;1
9620;9620;9390;1
9621;9621;9391;1
9622;9622;9392;1
9623;9623;9393;1
9624;9624;9394;1
9625;9625;9395;1
9626;9626;9396;1
9627;9627;9397;1
9628;9628;9398;1
9629;9629;9399;1
9630;9630;9400;1
9631;9631;9401;1
9632;9632;9402;1
9633;9633;9403;1
9634;9634;9404;1
9635;9635;9405;1
9636;9636;9406;1
9637;9637;9407;1
9638;9638;9408;1
9639;9639;9409;1
9640;9640;9410;1
9641;9641;9411;1
9642;9642;9412;1
9643;9643;9413;1
9644;9644;9414;1
9645;9645;9415;1
9646;9646;9416;1
9647;9647;9417;1
9648;9648;9418;1
9649;9649;9419;1
9650;9650;9420;1
9651;9651;9421;1
9652;9652;9422;1
9653;9653;9423;1
9654;9654;9424;1
9655;9655;9425;1
9656;9656;9426;1
9657;9657;9427;1
9658;9658;9428;1
9659;9659;9429;1
9660;9660;9430;1
9661;9661;9431;1
9662;9662;9432;1
9663;9663;9433;1
9664;9664;9434;1
9665;9665;9435;1
9666;9666;9436;1
9667;9667;9437;1
9668;9668;9438;1
9669;9669;9439;1
9670;9670;9440;1
9671;9671;9441;1
9672;9672;9442;1
9673;9673;9443;1
9674;9674;9444;1
9675;9675;9445;1
9676;9676;9446;1
9677;9677;9447;1
9678;9678;9448;1
9679;9679;9449;1
9680;9680;9450;1
9681;9681;9451;1
9682;9682;9452;1
9683;9683;9453;1
9684;9684;9454;1
9685;9685;9455;1
9686;9686;9456;1
9687;9687;9457;1
9688;9688;9458;1
9689;9689;9459;1
9690;9690;9460;1
9691;9691;9461;1
9692;9692;9462;1
9693;9693;9463;1
9694;9694;9464;1
9695;9695;9465;1
9696;9696;9466;1
9697;9697;9467;1
9698;9698;9468;1
9699;9699;9469;1
9700;9700;9470;1
9701;9701;9471;1
9702;9702;9472;1
9703;9703;9473;1
9704;9704;9474;1
9705;9705;9475;1
9706;9706;9476;1
9707;9707;9477;1
9708;9708;9478;1
9709;9709;9479;1
9710;9710;9480;1
9711;9711;9481;1
9712;9712;9482;1
9713;9713;9483;1
9714;9714;9484;1
9715;9715;9485;1
9716;9716;9486;1
9717;9717;9487;1
9718;9718;9488;1
9719;9719;9489;1
9720;9720;9490;1
9721;9721;9491;1
9722;9722;9492;1
9723;9723;9493;1
9724;9724;9495;1
9725;9725;9496;1
9726;9726;9497;1
9727;9727;9498;1
9728;9728;9499;1
9729;9729;9500;1
9730;9730;9501;1
9731;9731;9502;1
9732;9732;9503;1
9733;9733;9506;1
9734;9734;9507;1
9735;9735;9508;1
9736;9736;9509;1
9737;9737;9510;1
9738;9738;9511;1
9739;9739;9512;1
9740;9740;9513;1
9741;9741;9514;1
9742;9742;9515;1
9743;9743;9516;1
9744;9744;9518;1
9745;9745;9519;1
9746;9746;9520;1
9747;9747;9521;1
9748;9748;9522;1
9749;9749;9523;1
9750;9750;9524;1
9751;9751;9525;1
9752;9752;9526;1
9753;9753;9527;1
9754;9754;9528;1
9755;9755;9529;1
9756;9756;9530;1
9757;9757;9531;1
9758;9758;9532;1
9759;9759;9533;1
9760;9760;9534;1
9761;9761;9535;1
9762;9762;9536;1
9763;9763;9537;1
9764;9764;9538;1
9765;9765;9539;1
9766;9766;9540;1
9767;9767;9541;1
9768;9768;9542;1
9769;9769;9543;1
9770;9770;9544;1
9771;9771;9545;1
9772;9772;9546;1
9773;9773;9547;1
9774;9774;9548;1
9775;9775;9549;1
9776;9776;9550;1
9777;9777;9551;1
9778;9778;9552;1
9779;9779;9553;1
9780;9780;9554;1
9781;9781;9555;1
9782;9782;9556;1
9783;9783;9557;1
9784;9784;9558;1
9785;9785;9559;1
9786;9786;9560;1
9787;9787;9561;1
9788;9788;9562;1
9789;9789;9563;1
9790;9790;9564;1
9791;9791;9565;1
9792;9792;9566;1
9793;9793;9567;1
9794;9794;9568;1
9795;9795;9569;1
9796;9796;9570;1
9797;9797;9571;1
9798;9798;9574;1
9799;9799;9575;1
9800;9800;9576;1
9801;9801;9577;1
9802;9802;9578;1
9803;9803;9579;1
9804;9804;9580;1
9805;9805;9581;1
9806;9806;9582;1
9807;9807;9583;1
9808;9808;9584;1
9809;9809;9585;1
9810;9810;9586;1
9811;9811;9587;1
9812;9812;9588;1
9813;9813;9589;1
9814;9814;9591;1
9815;9815;9592;1
9816;9816;9593;1
9817;9817;9594;1
9818;9818;9595;1
9819;9819;9596;1
9820;9820;9597;1
9821;9821;9598;1
9822;9822;9599;1
9823;9823;9600;1
9824;9824;9601;1
9825;9825;9602;1
9826;9826;9603;1
9827;9827;9604;1
9828;9828;9605;1
9829;9829;9606;1
9830;9830;9607;1
9831;9831;9608;1
9832;9832;9609;1
9833;9833;9610;1
9834;9834;9611;1
9835;9835;9612;1
9836;9836;9613;1
9837;9837;9614;1
9838;9838;9615;1
9839;9839;9616;1
9840;9840;9617;1
9841;9841;9618;1
9842;9842;9619;1
9843;9843;9620;1
9844;9844;9622;1
9845;9845;9623;1
9846;9846;9624;1
9847;9847;9625;1
9848;9848;9626;1
9849;9849;9627;1
9850;9850;9628;1
9851;9851;9629;1
9852;9852;9630;1
9853;9853;9631;1
9854;9854;9632;1
9855;9855;9633;1
9856;9856;9634;1
9857;9857;9635;1
9858;9858;9636;1
9859;9859;9637;1
9860;9860;9638;1
9861;9861;9639;1
9862;9862;9640;1
9863;9863;9641;1
9864;9864;9642;1
9865;9865;9643;1
9866;9866;9644;1
9867;9867;9645;1
9868;9868;9646;1
9869;9869;9647;1
9870;9870;9648;1
9871;9871;9649;1
9872;9872;9650;1
9873;9873;9651;1
9874;9874;9653;1
9875;9875;9654;1
9876;9876;9655;1
9877;9877;9656;1
9878;9878;9657;1
9879;9879;9658;1
9880;9880;9659;1
9881;9881;9660;1
9882;9882;9661;1
9883;9883;9662;1
9884;9884;9663;1
9885;9885;9664;1
9886;9886;9665;1
9887;9887;9666;1
9888;9888;9667;1
9889;9889;9668;1
9890;9890;9669;1
9891;9891;9670;1
9892;9892;9671;1
9893;9893;9672;1
9894;9894;9673;1
9895;9895;9674;1
9896;9896;9675;1
9897;9897;9676;1
9898;9898;9677;1
9899;9899;9678;1
9900;9900;9679;1
9901;9901;9680;1
9902;9902;9681;1
9903;9903;9682;1
9904;9904;9683;1
9905;9905;9684;1
9906;9906;9685;1
9907;9907;9686;1
9908;9908;9687;1
9909;9909;9688;1
9910;9910;9689;1
9911;9911;9690;1
9912;9912;9691;1
9913;9913;9692;1
9914;9914;9693;1
9915;9915;9694;1
9916;9916;9695;1
9917;9917;9696;1
9918;9918;9697;1
9919;9919;9698;1
9920;9920;9699;1
9921;9921;9700;1
9922;9922;9701;1
9923;9923;9702;1
9924;9924;9703;1
9925;9925;9704;1
9926;9926;9705;1
9927;9927;9706;1
9928;9928;9707;1
9929;9929;9708;1
9930;9930;9709;1
9931;9931;9710;1
9932;9932;9711;1
9933;9933;9712;1
9934;9934;9713;1
9935;9935;9714;1
9936;9936;9715;1
9937;9937;9716;1
9938;9938;9717;1
9939;9939;9718;1
9940;9940;9719;1
9941;9941;9720;1
9942;9942;9721;1
9943;9943;9722;1
9944;9944;9723;1
9945;9945;9724;1
9946;9946;9725;1
9947;9947;9726;1
9948;9948;9727;1
9949;9949;9728;1
9950;9950;9729;1
9951;9951;9730;1
9952;9952;9731;1
9953;9953;9732;1
9954;9954;9733;1
9955;9955;9734;1
9956;9956;9735;1
9957;9957;9736;1
9958;9958;9737;1
9959;9959;9738;1
9960;9960;9739;1
9961;9961;9740;1
9962;9962;9741;1
9963;9963;9742;1
9964;9964;9743;1
9965;9965;9744;1
9966;9966;9745;1
9967;9967;9746;1
9968;9968;9747;1
9969;9969;9748;1
9970;9970;9749;1
9971;9971;9750;1
9972;9972;9752;1
9973;9973;9753;1
9974;9974;9754;1
9975;9975;9755;1
9976;9976;9756;1
9977;9977;9757;1
9978;9978;9758;1
9979;9979;9759;1
9980;9980;9760;1
9981;9981;9761;1
9982;9982;9762;1
9983;9983;9763;1
9984;9984;9764;1
9985;9985;9765;1
9986;9986;9766;1
9987;9987;9767;1
9988;9988;9768;1
9989;9989;9769;1
9990;9990;9770;1
9991;9991;9771;1
9992;9992;9772;1
9993;9993;9773;1
9994;9994;9774;1
9995;9995;9775;1
9996;9996;9776;1
9997;9997;9777;1
9998;9998;9778;1
9999;9999;9779;1
10000;10000;9780;1
10001;10001;9781;1
10002;10002;9782;1
10003;10003;9783;1
10004;10004;9784;1
10005;10005;9785;1
10006;10006;9786;1
10007;10007;9787;1
10008;10008;9788;1
10009;10009;9789;1
10010;10010;9790;1
10011;10011;9791;1
10012;10012;9792;1
10013;10013;9793;1
10014;10014;9794;1
10015;10015;9795;1
10016;10016;9796;1
10017;10017;9797;1
10018;10018;9798;1
10019;10019;9799;1
10020;10020;9800;1
10021;10021;9801;1
10022;10022;9803;1
10023;10023;9804;1
10024;10024;9805;1
10025;10025;9806;1
10026;10026;9807;1
10027;10027;9808;1
10028;10028;9809;1
10029;10029;9810;1
10030;10030;9811;1
10031;10031;9812;1
10032;10032;9813;1
10033;10033;9814;1
10034;10034;9815;1
10035;10035;9816;1
10036;10036;9818;1
10037;10037;9819;1
10038;10038;9820;1
10039;10039;9821;1
10040;10040;9822;1
10041;10041;9823;1
10042;10042;9824;1
10043;10043;9827;1
10044;10044;9828;1
10045;10045;9829;1
10046;10046;9830;1
10047;10047;9831;1
10048;10048;9832;1
10049;10049;9833;1
10050;10050;9834;1
10051;10051;9835;1
10052;10052;9836;1
10053;10053;9837;1
10054;10054;9838;1
10055;10055;9839;1
10056;10056;9841;1
10057;10057;9842;1
10058;10058;9844;1
10059;10059;9845;1
10060;10060;9846;1
10061;10061;9847;1
10062;10062;9848;1
10063;10063;9849;1
10064;10064;9850;1
10065;10065;9851;1
10066;10066;9852;1
10067;10067;9853;1
10068;10068;9854;1
10069;10069;9856;1
10070;10070;9857;1
10071;10071;9858;1
10072;10072;9859;1
10073;10073;9860;1
10074;10074;9861;1
10075;10075;9862;1
10076;10076;9863;1
10077;10077;9864;1
10078;10078;9865;1
10079;10079;9866;1
10080;10080;9867;1
10081;10081;9868;1
10082;10082;9869;1
10083;10083;9870;1
10084;10084;9871;1
10085;10085;9872;1
10086;10086;9873;1
10087;10087;9874;1
10088;10088;9875;1
10089;10089;9876;1
10090;10090;9877;1
10091;10091;9878;1
10092;10092;9879;1
10093;10093;9880;1
10094;10094;9881;1
10095;10095;9882;1
10096;10096;9883;1
10097;10097;9884;1
10098;10098;9885;1
10099;10099;9886;1
10100;10100;9887;1
10101;10101;9888;1
10102;10102;9889;1
10103;10103;9890;1
10104;10104;9891;1
10105;10105;9892;1
10106;10106;9893;1
10107;10107;9894;1
10108;10108;9895;1
10109;10109;9896;1
10110;10110;9897;1
10111;10111;9898;1
10112;10112;9899;1
10113;10113;9900;1
10114;10114;9901;1
10115;10115;9902;1
10116;10116;9903;1
10117;10117;9904;1
10118;10118;9905;1
10119;10119;9906;1
10120;10120;9907;1
10121;10121;9908;1
10122;10122;9909;1
10123;10123;9910;1
10124;10124;9911;1
10125;10125;9912;1
10126;10126;9913;1
10127;10127;9914;1
10128;10128;9915;1
10129;10129;9916;1
10130;10130;9917;1
10131;10131;9918;1
10132;10132;9919;1
10133;10133;9920;1
10134;10134;9921;1
10135;10135;9922;1
10136;10136;9923;1
10137;10137;9924;1
10138;10138;9925;1
10139;10139;9926;1
10140;10140;9927;1
10141;10141;9928;1
10142;10142;9929;1
10143;10143;9930;1
10144;10144;9931;1
10145;10145;9932;1
10146;10146;9933;1
10147;10147;9934;1
10148;10148;9935;1
10149;10149;9936;1
10150;10150;9937;1
10151;10151;9938;1
10152;10152;9939;1
10153;10153;9940;1
10154;10154;9941;1
10155;10155;9942;1
10156;10156;9943;1
10157;10157;9944;1
10158;10158;9945;1
10159;10159;9946;1
10160;10160;9947;1
10161;10161;9948;1
10162;10162;9949;1
10163;10163;9950;1
10164;10164;9951;1
10165;10165;9952;1
10166;10166;9953;1
10167;10167;9954;1
10168;10168;9955;1
10169;10169;9956;1
10170;10170;9957;1
10171;10171;9958;1
10172;10172;9959;1
10173;10173;9960;1
10174;10174;9961;1
10175;10175;9962;1
10176;10176;9963;1
10177;10177;9964;1
10178;10178;9965;1
10179;10179;9966;1
10180;10180;9967;1
10181;10181;9968;1
10182;10182;9969;1
10183;10183;9970;1
10184;10184;9971;1
10185;10185;9972;1
10186;10186;9973;1
10187;10187;9974;1
10188;10188;9975;1
10189;10189;9976;1
10190;10190;9977;1
10191;10191;9978;1
10192;10192;9979;1
10193;10193;9981;1
10194;10194;9982;1
10195;10195;9983;1
10196;10196;9984;1
10197;10197;9985;1
10198;10198;9987;1
10199;10199;9989;1
10200;10200;9990;1
10201;10201;9991;1
10202;10202;9992;1
10203;10203;9994;1
10204;10204;9995;1
10205;10205;9996;1
10206;10206;9998;1
10207;10207;9999;1
10208;10208;10000;1
10209;10209;10001;1
10210;10210;10002;1
10211;10211;10003;1
10212;10212;10004;1
10213;10213;10005;1
10214;10214;10006;1
10215;10215;10007;1
10216;10216;10008;1
10217;10217;10009;1
10218;10218;10010;1
10219;10219;10011;1
10220;10220;10012;1
10221;10221;10013;1
10222;10222;10014;1
10223;10223;10015;1
10224;10224;10016;1
10225;10225;10017;1
10226;10226;10018;1
10227;10227;10019;1
10228;10228;10020;1
10229;10229;10021;1
10230;10230;10022;1
10231;10231;10023;1
10232;10232;10024;1
10233;10233;10025;1
10234;10234;10026;1
10235;10235;10027;1
10236;10236;10028;1
10237;10237;10029;1
10238;10238;10030;1
10239;10239;10031;1
10240;10240;10032;1
10241;10241;10033;1
10242;10242;10034;1
10243;10243;10035;1
10244;10244;10036;1
10245;10245;10037;1
10246;10246;10038;1
10247;10247;10039;1
10248;10248;10040;1
10249;10249;10041;1
10250;10250;10042;1
10251;10251;10043;1
10252;10252;10044;1
10253;10253;10045;1
10254;10254;10046;1
10255;10255;10047;1
10256;10256;10048;1
10257;10257;10049;1
10258;10258;10050;1
10259;10259;10051;1
10260;10260;10052;1
10261;10261;10053;1
10262;10262;10054;1
10263;10263;10055;1
10264;10264;10056;1
10265;10265;10057;1
10266;10266;10058;1
10267;10267;10059;1
10268;10268;10060;1
10269;10269;10061;1
10270;10270;10062;1
10271;10271;10063;1
10272;10272;10064;1
10273;10273;10065;1
10274;10274;10066;1
10275;10275;10067;1
10276;10276;10068;1
10277;10277;10069;1
10278;10278;10070;1
10279;10279;10071;1
10280;10280;10072;1
10281;10281;10073;1
10282;10282;10074;1
10283;10283;10075;1
10284;10284;10076;1
10285;10285;10077;1
10286;10286;10078;1
10287;10287;10079;1
10288;10288;10080;1
10289;10289;10081;1
10290;10290;10082;1
10291;10291;10083;1
10292;10292;10084;1
10293;10293;10085;1
10294;10294;10086;1
10295;10295;10087;1
10296;10296;10088;1
10297;10297;10089;1
10298;10298;10090;1
10299;10299;10091;1
10300;10300;10092;1
10301;10301;10093;1
10302;10302;10094;1
10303;10303;10095;1
10304;10304;10096;1
10305;10305;10097;1
10306;10306;10098;1
10307;10307;10099;1
10308;10308;10100;1
10309;10309;10101;1
10310;10310;10102;1
10311;10311;10103;1
10312;10312;10104;1
10313;10313;10105;1
10314;10314;10106;1
10315;10315;10107;1
10316;10316;10108;1
10317;10317;10109;1
10318;10318;10110;1
10319;10319;10111;1
10320;10320;10112;1
10321;10321;10113;1
10322;10322;10114;1
10323;10323;10116;1
10324;10324;10117;1
10325;10325;10118;1
10326;10326;10119;1
10327;10327;10120;1
10328;10328;10121;1
10329;10329;10122;1
10330;10330;10123;1
10331;10331;10124;1
10332;10332;10125;1
10333;10333;10126;1
10334;10334;10127;1
10335;10335;10128;1
10336;10336;10129;1
10337;10337;10130;1
10338;10338;10131;1
10339;10339;10132;1
10340;10340;10133;1
10341;10341;10134;1
10342;10342;10135;1
10343;10343;10136;1
10344;10344;10137;1
10345;10345;10138;1
10346;10346;10139;1
10347;10347;10141;1
10348;10348;10142;1
10349;10349;10143;1
10350;10350;10144;1
10351;10351;10145;1
10352;10352;10146;1
10353;10353;10147;1
10354;10354;10148;1
10355;10355;10149;1
10356;10356;10150;1
10357;10357;10151;1
10358;10358;10152;1
10359;10359;10153;1
10360;10360;10154;1
10361;10361;10156;1
10362;10362;10157;1
10363;10363;10158;1
10364;10364;10159;1
10365;10365;11550;1
10366;10366;11551;1
10367;10367;11552;1
10368;10368;11553;1
10369;10369;11554;1
10370;10370;11555;1
10371;10371;11556;1
10372;10372;11557;1
10373;10373;11558;1
10374;10374;11559;1
10375;10375;11560;1
10376;10376;11561;1
10377;10377;11562;1
10378;10378;11563;1
10379;10379;11564;1
10380;10380;11565;1
10381;10381;11566;1
10382;10382;11567;1
10383;10383;11568;1
10384;10384;11569;1
10385;10385;11570;1
10386;10386;11571;1
10387;10387;11572;1
10388;10388;11573;1
10389;10389;11574;1
10390;10390;11575;1
10391;10391;11576;1
10392;10392;11577;1
10393;10393;11578;1
10394;10394;11579;1
10395;10395;11580;1
10396;10396;11581;1
10397;10397;11582;1
10398;10398;11583;1
10399;10399;11584;1
10400;10400;11585;1
10401;10401;11586;1
10402;10402;11587;1
10403;10403;11588;1
10404;10404;11589;1
10405;10405;11590;1
10406;10406;11591;1
10407;10407;11592;1
10408;10408;11593;1
10409;10409;11594;1
10410;10410;11595;1
10411;10411;11596;1
10412;10412;11597;1
10413;10413;11598;1
10414;10414;11599;1
10415;10415;11600;1
10416;10416;11601;1
10417;10417;11602;1
10418;10418;11603;1
10419;10419;11604;1
10420;10420;11605;1
10421;10421;11606;1
10422;10422;11607;1
10423;10423;11608;1
10424;10424;11609;1
10425;10425;11610;1
10426;10426;11611;1
10427;10427;11612;1
10428;10428;11613;1
10429;10429;11614;1
10430;10430;11615;1
10431;10431;11616;1
10432;10432;11617;1
10433;10433;11618;1
10434;10434;11619;1
10435;10435;11620;1
10436;10436;11621;1
10437;10437;11622;1
10438;10438;11623;1
10439;10439;11624;1
10440;10440;11625;1
10441;10441;11626;1
10442;10442;11627;1
10443;10443;11628;1
10444;10444;11629;1
10445;10445;11630;1
10446;10446;11631;1
10447;10447;11632;1
10448;10448;11633;1
10449;10449;11634;1
10450;10450;11635;1
10451;10451;11636;1
10452;10452;11637;1
10453;10453;11638;1
10454;10454;11639;1
10455;10455;11640;1
10456;10456;11641;1
10457;10457;11643;1
10458;10458;11644;1
10459;10459;11646;1
10460;10460;11647;1
10461;10461;11648;1
10462;10462;11649;1
10463;10463;11650;1
10464;10464;11651;1
10465;10465;11652;1
10466;10466;11653;1
10467;10467;11654;1
10468;10468;11655;1
10469;10469;11656;1
10470;10470;11657;1
10471;10471;11658;1
10472;10472;11659;1
10473;10473;11661;1
10474;10474;11662;1
10475;10475;11663;1
10476;10476;11664;1
10477;10477;11665;1
10478;10478;11666;1
10479;10479;11667;1
10480;10480;11668;1
10481;10481;11669;1
10482;10482;11670;1
10483;10483;11671;1
10484;10484;11672;1
10485;10485;11673;1
10486;10486;11674;1
10487;10487;11675;1
10488;10488;11676;1
