SHOPPING_CART_ID; DELETED_ON; CREATED_ON; AMOUNT_OF_PRODUCTS; CUSTOMER_ID
13877; ;2024-05-02;19;
13878; ;2024-01-24;23;
13879; ;2024-05-04;1;
13880; ;2024-06-18;5;
13881; ;2024-03-01;9;
13882; ;2024-02-08;7;
13883; ;2024-01-27;6;
13884; ;2024-06-01;24;67
13885; ;2024-02-09;19;
13886; ;2024-03-11;9;
13887; ;2024-04-23;8;9
13888; ;2024-05-02;7;
13889; ;2024-01-21;6;
13890; ;2024-03-07;7;
13891; ;2024-03-18;11;47
13892; ;2024-06-07;9;
13893; ;2024-05-10;2;
13894; ;2024-04-21;15;
13895; ;2024-04-19;17;
13896; ;2024-01-14;9;
13897; ;2024-05-04;11;
13898; ;2024-04-05;9;31
13899; ;2024-02-09;19;
13900; ;2024-01-07;21;
13901; ;2024-04-05;20;
13902; ;2024-06-16;3;
13903; ;2024-06-07;10;
13904; ;2024-04-14;9;29
13905; ;2024-01-07;33;
13906; ;2024-02-21;15;
13907; ;2024-05-12;4;
13908; ;2024-02-17;4;
13909; ;2024-06-18;26;
13910; ;2024-03-25;5;
13911; ;2024-05-12;10;
13912; ;2024-03-23;12;
13913; ;2024-03-01;33;
13914; ;2024-02-21;16;
13915; ;2024-02-20;16;
13916; ;2024-06-11;19;
13917; ;2024-03-25;1;
13918; ;2024-01-05;18;
13919; ;2024-04-14;8;
13920; ;2024-03-10;2;
13921; ;2024-05-27;4;
13922; ;2024-05-11;5;
13923; ;2024-03-20;12;
13924; ;2024-02-09;3;
13925; ;2024-03-27;18;
13926; ;2024-02-07;5;
13927; ;2024-04-16;1;
13928; ;2024-03-22;2;
13929; ;2024-06-03;23;
13930; ;2024-04-29;9;
13931; ;2024-02-05;13;
13932; ;2024-01-25;27;
13933; ;2024-06-27;11;
13934; ;2024-02-01;26;
13935; ;2024-05-03;10;
13936; ;2024-01-30;18;
13937; ;2024-06-28;6;
13938; ;2024-06-13;11;
13939; ;2024-01-25;3;
13940; ;2024-02-20;15;43
13941; ;2024-02-05;3;
13942; ;2024-02-23;26;
13943; ;2024-04-07;1;
13944; ;2024-02-06;1;
13945; ;2024-03-28;32;
13946; ;2024-04-19;10;
13947; ;2024-03-06;31;
13948; ;2024-06-25;18;
13949; ;2024-06-16;23;
13950; ;2024-02-26;25;
13951; ;2024-03-26;8;
13952; ;2024-04-24;20;
13953; ;2024-05-12;6;
13954; ;2024-03-17;31;
13955; ;2024-05-05;11;
13956; ;2024-05-16;4;
13957; ;2024-06-05;9;
13958; ;2024-06-26;19;
13959; ;2024-01-11;21;
13960; ;2024-03-03;7;
13961; ;2024-05-18;7;
13962; ;2024-01-03;10;
13963; ;2024-06-07;11;
13964; ;2024-01-26;7;
13965; ;2024-06-01;9;100
13966; ;2024-03-30;19;
13967; ;2024-02-17;16;
13968; ;2024-03-10;22;
13969; ;2024-01-14;8;
13970; ;2024-05-07;4;
13971; ;2024-02-07;2;
13972; ;2024-01-21;10;
13973; ;2024-03-24;4;
13974; ;2024-01-20;10;
13975; ;2024-01-10;19;
13976; ;2024-05-24;2;
13977; ;2024-03-21;21;
13978; ;2024-03-13;8;
13979; ;2024-05-05;26;
13980; ;2024-06-12;5;
13981; ;2024-01-06;30;
13982; ;2024-06-27;16;
13983; ;2024-04-01;25;
13984; ;2024-03-19;7;
13985; ;2024-02-02;3;30
13986; ;2024-05-14;23;83
13987; ;2024-03-06;3;
13988; ;2024-05-02;2;
13989; ;2024-05-19;6;
13990; ;2024-01-24;4;
13991; ;2024-06-15;19;
13992; ;2024-06-29;2;
13993; ;2024-03-08;17;99
13994; ;2024-03-09;12;
13995; ;2024-04-30;4;
13996; ;2024-01-03;10;
13997; ;2024-02-16;5;
13998; ;2024-05-15;14;
13999; ;2024-06-17;25;
14000; ;2024-01-31;14;
14001; ;2024-04-22;22;
14002; ;2024-01-18;19;49
14003; ;2024-01-02;11;
14004; ;2024-03-30;19;
14005; ;2024-01-05;3;
14006; ;2024-06-26;16;
14007; ;2024-03-23;13;24
14008; ;2024-01-02;19;
14009; ;2024-06-26;5;
14010; ;2024-01-24;6;
14011; ;2024-02-14;5;
14012; ;2024-04-24;2;
14013; ;2024-02-27;8;95
14014; ;2024-01-07;13;
14015; ;2024-03-30;54;66
14016; ;2024-01-03;12;4
14017; ;2024-02-17;25;
14018; ;2024-02-28;6;
14019; ;2024-05-08;3;
14020; ;2024-05-28;9;
14021; ;2024-06-13;12;26
14022; ;2024-02-24;19;
14023; ;2024-03-11;7;
14024; ;2024-03-10;7;
14025; ;2024-03-12;9;
14026; ;2024-02-05;10;
14027; ;2024-06-04;3;
14028; ;2024-04-12;7;20
14029; ;2024-05-08;13;44
14030; ;2024-03-22;7;
14031; ;2024-04-08;30;
14032; ;2024-05-14;4;
14033; ;2024-06-13;10;
14034; ;2024-01-31;4;
14035; ;2024-02-11;4;
14036; ;2024-04-19;6;
14037; ;2024-05-30;8;63
14038; ;2024-01-13;16;
14039; ;2024-05-14;10;
14040; ;2024-01-13;6;
14041; ;2024-05-04;4;
14042; ;2024-05-26;2;
14043; ;2024-01-17;12;
14044; ;2024-03-05;8;
14045; ;2024-03-11;9;
14046; ;2024-04-05;9;
14047; ;2024-04-05;6;48
14048; ;2024-06-04;5;
14049; ;2024-03-07;4;
14050; ;2024-04-02;2;
14051; ;2024-06-26;1;
14052; ;2024-05-30;8;
14053; ;2024-06-13;7;
14054; ;2024-05-14;2;41
14055; ;2024-03-06;4;
14056; ;2024-06-25;13;
14057; ;2024-03-13;5;75
14058; ;2024-06-15;6;
14059; ;2024-03-01;3;
14060; ;2024-04-17;4;
14061; ;2024-01-12;4;
14062; ;2024-04-09;9;
14063; ;2024-06-01;4;51
14064; ;2024-02-09;7;
14065; ;2024-05-16;3;70
14066; ;2024-03-18;1;
14067; ;2024-06-18;5;
14068; ;2024-04-28;15;
14069; ;2024-03-12;6;
14070; ;2024-04-29;10;
14071; ;2024-02-27;5;
14072; ;2024-02-07;15;
14073; ;2024-02-19;13;
14074; ;2024-05-25;4;
14075; ;2024-01-13;10;
14076; ;2024-05-02;7;
14077; ;2024-04-23;2;
14078; ;2024-01-04;1;
14079; ;2024-05-21;18;
14080; ;2024-01-08;4;
14081; ;2024-02-24;9;
14082; ;2024-06-14;9;
14083; ;2024-06-04;3;
14084; ;2024-02-26;9;
14085; ;2024-06-26;3;
14086; ;2024-04-05;4;
14087; ;2024-06-05;2;
14088; ;2024-04-27;6;
14089; ;2024-02-17;10;
14090; ;2024-04-24;2;
14091; ;2024-06-02;4;
14092; ;2024-03-17;17;
14093; ;2024-04-06;4;
14094; ;2024-05-16;2;
14095; ;2024-03-14;5;
14096; ;2024-04-24;2;
14097; ;2024-04-26;15;
14098; ;2024-04-04;3;
14099; ;2024-06-18;1;
14100; ;2024-03-25;5;
14101; ;2024-06-19;6;
14102; ;2024-01-24;1;
14103; ;2024-04-09;13;
14104; ;2024-05-17;4;
14105; ;2024-01-21;2;
14106; ;2024-05-02;2;
14107; ;2024-03-18;2;
14108; ;2024-02-24;6;
14109; ;2024-01-09;3;69
14110; ;2024-01-17;1;
14111; ;2024-01-03;5;
14112; ;2024-05-07;29;
14113; ;2024-01-18;41;
14114; ;2024-06-03;4;
14115; ;2024-01-25;7;
14116; ;2024-04-06;3;
14117; ;2024-01-16;3;
14118; ;2024-02-17;17;
14119; ;2024-05-13;4;
14120; ;2024-04-07;3;
14121; ;2024-02-09;6;
14122; ;2024-02-27;27;
14123; ;2024-06-18;2;
14124; ;2024-03-02;6;
14125; ;2024-01-02;24;
14126; ;2024-06-27;7;
14127; ;2024-06-19;25;
14128; ;2024-04-26;5;
14129; ;2024-06-16;10;
14130; ;2024-04-09;1;
14131; ;2024-01-17;35;
14132; ;2024-04-15;4;
14133; ;2024-02-17;7;
14134; ;2024-04-30;17;
14135; ;2024-06-29;15;
14136; ;2024-03-24;3;2
14137; ;2024-05-04;3;
14138; ;2024-05-19;7;
14139; ;2024-03-28;10;
14140; ;2024-02-07;17;
14141; ;2024-04-28;4;
14142; ;2024-06-09;13;
14143; ;2024-01-04;1;59
14144; ;2024-03-20;22;52
14145; ;2024-02-03;5;
14146; ;2024-01-27;5;
14147; ;2024-01-20;15;
14148; ;2024-04-23;15;
14149; ;2024-04-02;2;
14150; ;2024-04-27;11;71
14151; ;2024-05-16;7;
14152; ;2024-06-03;14;
14153; ;2024-04-30;5;
14154; ;2024-06-06;4;24
14155; ;2024-01-12;6;
14156; ;2024-04-16;6;
14157; ;2024-03-25;5;39
14158; ;2024-02-18;10;
14159; ;2024-03-05;16;
14160; ;2024-04-13;1;
14161; ;2024-05-02;9;
14162; ;2024-04-18;5;
14163; ;2024-03-17;4;
14164; ;2024-05-13;18;
14165; ;2024-03-12;5;49
14166; ;2024-05-24;3;
14167; ;2024-02-11;4;
14168; ;2024-06-07;14;
14169; ;2024-04-07;11;
14170; ;2024-03-25;4;
14171; ;2024-05-11;7;
14172; ;2024-06-08;9;
14173; ;2024-02-10;5;
14174; ;2024-02-06;17;
14175; ;2024-01-22;3;
14176; ;2024-06-26;5;
14177; ;2024-04-24;27;
14178; ;2024-06-27;17;
14179; ;2024-03-19;20;
14180; ;2024-02-02;10;
14181; ;2024-02-26;10;
14182; ;2024-02-09;17;
14183; ;2024-06-18;9;
14184; ;2024-06-15;4;
14185; ;2024-04-26;6;
14186; ;2024-02-02;8;
14187; ;2024-06-21;16;
14188; ;2024-04-13;5;
14189; ;2024-02-02;2;
14190; ;2024-05-14;9;
14191; ;2024-04-16;7;
14192; ;2024-01-14;10;
14193; ;2024-02-09;9;
14194; ;2024-06-06;6;
14195; ;2024-05-05;7;
14196; ;2024-01-22;4;65
14197; ;2024-03-14;1;
14198; ;2024-06-21;8;
14199; ;2024-04-20;9;
14200; ;2024-03-19;2;
14201; ;2024-03-06;4;
14202; ;2024-03-28;3;
14203; ;2024-02-18;15;
14204; ;2024-06-25;10;
14205; ;2024-02-16;1;
14206; ;2024-01-21;9;
14207; ;2024-02-15;19;
14208; ;2024-01-29;19;
14209; ;2024-02-29;7;18
14210; ;2024-03-27;3;
14211; ;2024-03-22;4;90
14212; ;2024-06-25;9;
14213; ;2024-03-17;2;
14214; ;2024-02-10;14;
14215; ;2024-05-21;2;
14216; ;2024-05-20;2;
14217; ;2024-04-25;6;
14218; ;2024-04-05;16;
14219; ;2024-06-28;6;
14220; ;2024-06-29;26;
14221; ;2024-04-21;19;
14222; ;2024-02-13;1;
14223; ;2024-03-31;2;
14224; ;2024-01-31;12;
14225; ;2024-02-09;2;62
14226; ;2024-04-20;8;
14227; ;2024-05-22;11;
14228; ;2024-03-08;4;40
14229; ;2024-03-26;5;
14230; ;2024-02-28;2;
14231; ;2024-05-26;2;
14232; ;2024-05-03;5;
14233; ;2024-03-28;33;
14234; ;2024-06-25;6;
14235; ;2024-05-31;6;2
14236; ;2024-04-09;5;
14237; ;2024-05-04;6;
14238; ;2024-05-20;5;
14239; ;2024-01-28;17;
14240; ;2024-02-21;8;
14241; ;2024-06-25;12;
14242; ;2024-05-29;8;83
14243; ;2024-04-18;4;
14244; ;2024-03-19;10;
14245; ;2024-02-26;2;
14246; ;2024-01-30;2;
14247; ;2024-04-14;7;
14248; ;2024-03-21;8;
14249; ;2024-05-02;3;
14250; ;2024-04-22;4;
14251; ;2024-02-03;9;
14252; ;2024-03-27;5;
14253; ;2024-06-04;2;
14254; ;2024-02-06;8;
14255; ;2024-04-24;4;
14256; ;2024-06-11;5;
14257; ;2024-02-15;6;
14258; ;2024-06-01;5;
14259; ;2024-06-05;10;
14260; ;2024-06-09;18;
14261; ;2024-05-04;9;30
14262; ;2024-01-06;1;
14263; ;2024-03-23;9;
14264; ;2024-05-06;2;
14265; ;2024-01-31;7;
14266; ;2024-01-20;4;
14267; ;2024-03-05;4;
14268; ;2024-03-03;14;
14269; ;2024-03-21;15;
14270; ;2024-03-03;6;
14271; ;2024-04-01;45;
14272; ;2024-04-02;5;
14273; ;2024-02-02;21;
14274; ;2024-06-30;2;
14275; ;2024-02-24;3;
14276; ;2024-04-13;10;
14277; ;2024-05-15;2;
14278; ;2024-05-18;3;
14279; ;2024-03-18;6;
14280; ;2024-06-12;4;
14281; ;2024-05-05;3;
14282; ;2024-06-26;4;
14283; ;2024-04-08;2;
14284; ;2024-04-20;3;
14285; ;2024-03-26;1;
14286; ;2024-02-21;7;79
14287; ;2024-01-20;13;
14288; ;2024-01-20;8;
14289; ;2024-01-10;13;
14290; ;2024-06-28;16;
14291; ;2024-04-07;4;
14292; ;2024-06-23;3;
14293; ;2024-05-26;23;
14294; ;2024-05-20;27;
14295; ;2024-02-13;10;
14296; ;2024-04-07;5;
14297; ;2024-04-03;4;
14298; ;2024-03-02;6;37
14299; ;2024-02-06;2;
14300; ;2024-02-19;9;
14301; ;2024-03-09;15;
14302; ;2024-03-01;10;83
14303; ;2024-04-30;13;
14304; ;2024-05-31;21;
14305; ;2024-06-26;3;
14306; ;2024-02-28;17;
14307; ;2024-03-16;9;
14308; ;2024-03-04;28;
14309; ;2024-06-20;10;
14310; ;2024-04-06;4;
14311; ;2024-06-29;11;
14312; ;2024-04-19;7;
14313; ;2024-06-23;3;
14314; ;2024-06-28;9;
14315; ;2024-02-11;10;
14316; ;2024-03-21;1;
14317; ;2024-04-02;4;
14318; ;2024-05-20;13;
14319; ;2024-02-07;3;
14320; ;2024-01-30;2;
14321; ;2024-06-19;11;
14322; ;2024-04-13;7;
14323; ;2024-05-24;2;
14324; ;2024-01-07;7;
14325; ;2024-04-07;5;
14326; ;2024-01-11;13;
14327; ;2024-05-04;4;
14328; ;2024-04-28;3;5
14329; ;2024-05-20;7;
14330; ;2024-05-25;11;
14331; ;2024-04-23;9;
14332; ;2024-06-02;11;85
14333; ;2024-05-25;11;
14334; ;2024-04-28;37;
14335; ;2024-05-14;3;
14336; ;2024-03-09;11;9
14337; ;2024-01-09;6;
14338; ;2024-01-04;13;
14339; ;2024-01-19;10;28
14340; ;2024-01-20;4;
14341; ;2024-05-30;6;
14342; ;2024-04-24;6;
14343; ;2024-03-01;2;
14344; ;2024-04-07;2;
14345; ;2024-02-02;2;
14346; ;2024-05-25;18;
14347; ;2024-05-10;8;
14348; ;2024-05-14;6;
14349; ;2024-06-03;5;
14350; ;2024-04-13;4;
14351; ;2024-01-11;1;
14352; ;2024-06-24;14;
14353; ;2024-03-28;11;
14354; ;2024-01-28;8;
14355; ;2024-06-21;5;
14356; ;2024-01-14;1;
14357; ;2024-06-24;54;
14358; ;2024-01-13;19;
14359; ;2024-03-11;6;41
14360; ;2024-04-18;22;
14361; ;2024-05-12;3;
14362; ;2024-03-22;4;75
14363; ;2024-03-26;14;
14364; ;2024-05-30;4;
14365; ;2024-01-10;14;
14366; ;2024-04-03;2;
14367; ;2024-02-05;11;
14368; ;2024-02-29;3;
14369; ;2024-02-12;7;
14370; ;2024-03-18;3;
14371; ;2024-02-25;4;
14372; ;2024-03-12;12;
14373; ;2024-03-08;2;
14374; ;2024-01-19;7;
14375; ;2024-05-19;6;
14376; ;2024-06-14;3;
14377; ;2024-06-06;8;
14378; ;2024-01-25;7;
14379; ;2024-04-19;5;
14380; ;2024-03-21;2;
14381; ;2024-01-18;6;
14382; ;2024-06-24;3;
14383; ;2024-02-19;4;
14384; ;2024-03-09;4;29
14385; ;2024-04-25;22;
14386; ;2024-03-29;5;70
14387; ;2024-01-20;4;
14388; ;2024-01-30;9;
14389; ;2024-04-30;8;
14390; ;2024-02-17;19;
14391; ;2024-03-23;4;
14392; ;2024-01-26;3;
14393; ;2024-04-28;6;
14394; ;2024-01-22;2;
14395; ;2024-01-15;3;
14396; ;2024-01-29;8;
14397; ;2024-04-03;6;
14398; ;2024-02-15;12;
14399; ;2024-06-27;9;49
14400; ;2024-03-29;2;
14401; ;2024-01-25;4;
14402; ;2024-04-04;13;
14403; ;2024-03-08;5;
14404; ;2024-01-05;14;
14405; ;2024-06-03;12;
14406; ;2024-01-10;3;
14407; ;2024-05-30;4;
14408; ;2024-06-15;3;
14409; ;2024-02-11;5;
14410; ;2024-05-04;4;
14411; ;2024-04-26;2;
14412; ;2024-06-02;2;
14413; ;2024-01-03;5;
14414; ;2024-06-17;17;
14415; ;2024-05-12;7;
14416; ;2024-01-24;24;
14417; ;2024-04-22;8;
14418; ;2024-02-23;23;
14419; ;2024-05-15;3;
14420; ;2024-01-22;9;
14421; ;2024-05-28;4;
14422; ;2024-06-14;1;
14423; ;2024-03-28;3;
14424; ;2024-01-13;12;
14425; ;2024-01-17;3;
14426; ;2024-04-28;7;
14427; ;2024-01-07;4;
14428; ;2024-03-29;4;
14429; ;2024-01-16;3;
14430; ;2024-06-29;5;
14431; ;2024-02-06;3;
14432; ;2024-04-07;6;
14433; ;2024-01-21;4;
14434; ;2024-05-25;24;5
14435; ;2024-06-02;2;
14436; ;2024-05-09;8;
14437; ;2024-02-02;5;
14438; ;2024-01-21;3;
14439; ;2024-02-05;3;
14440; ;2024-06-07;2;
14441; ;2024-02-21;7;
14442; ;2024-04-06;2;
14443; ;2024-03-30;4;12
14444; ;2024-04-25;7;
14445; ;2024-06-17;6;
14446; ;2024-04-05;7;23
14447; ;2024-01-24;3;
14448; ;2024-01-03;11;
14449; ;2024-04-21;9;
14450; ;2024-02-16;2;
14451; ;2024-05-28;3;
14452; ;2024-03-28;10;
14453; ;2024-06-17;22;
14454; ;2024-01-07;21;
14455; ;2024-02-21;3;
14456; ;2024-03-19;10;16
14457; ;2024-02-12;5;
14458; ;2024-01-18;3;
14459; ;2024-05-07;2;
14460; ;2024-06-29;3;
14461; ;2024-05-20;4;
14462; ;2024-04-19;18;
14463; ;2024-02-02;16;
14464; ;2024-01-18;8;
14465; ;2024-03-03;19;
14466; ;2024-01-10;9;
14467; ;2024-04-23;10;
14468; ;2024-04-25;10;
14469; ;2024-02-15;11;
14470; ;2024-02-13;8;
14471; ;2024-05-01;3;
14472; ;2024-04-12;8;
14473; ;2024-03-22;9;
14474; ;2024-05-23;13;
14475; ;2024-03-08;17;
14476; ;2024-01-18;2;
14477; ;2024-05-04;10;
14478; ;2024-01-16;30;
14479; ;2024-02-14;7;
14480; ;2024-04-25;25;
14481; ;2024-05-19;1;
14482; ;2024-05-22;5;
14483; ;2024-05-18;1;
14484; ;2024-01-06;14;
14485; ;2024-06-04;9;
14486; ;2024-04-09;7;49
14487; ;2024-03-22;6;
14488; ;2024-01-20;7;
14489; ;2024-03-17;6;
14490; ;2024-03-24;6;
14491; ;2024-02-03;4;
14492; ;2024-05-13;7;
14493; ;2024-05-19;9;
14494; ;2024-01-17;4;15
14495; ;2024-06-24;7;
14496; ;2024-05-29;9;
14497; ;2024-06-30;4;
14498; ;2024-06-11;15;
14499; ;2024-02-25;10;
14500; ;2024-06-18;4;
14501; ;2024-04-25;3;
14502; ;2024-02-06;7;
14503; ;2024-04-05;7;
14504; ;2024-04-24;2;
14505; ;2024-02-10;10;
14506; ;2024-05-09;9;
14507; ;2024-01-09;14;
14508; ;2024-06-08;9;
14509; ;2024-04-13;16;
14510; ;2024-02-28;8;
14511; ;2024-04-14;3;1
14512; ;2024-03-15;4;
14513; ;2024-05-09;3;
14514; ;2024-03-18;5;
14515; ;2024-03-04;2;
14516; ;2024-04-10;4;
14517; ;2024-05-23;12;
14518; ;2024-04-10;8;
14519; ;2024-06-13;6;6
14520; ;2024-04-07;15;
14521; ;2024-03-31;3;
14522; ;2024-01-20;7;
14523; ;2024-04-19;26;
14524; ;2024-06-24;6;
14525; ;2024-04-17;7;
14526; ;2024-04-25;6;
14527; ;2024-01-02;13;
14528; ;2024-02-13;16;
14529; ;2024-05-07;5;
14530; ;2024-04-02;2;
14531; ;2024-06-09;5;
14532; ;2024-04-04;6;
14533; ;2024-03-31;7;
14534; ;2024-04-12;5;
14535; ;2024-03-01;2;
14536; ;2024-06-03;1;
14537; ;2024-04-05;4;
14538; ;2024-06-10;7;
14539; ;2024-05-17;2;
14540; ;2024-03-27;9;
14541; ;2024-05-01;6;
14542; ;2024-05-24;2;
14543; ;2024-02-08;2;
14544; ;2024-04-09;5;
14545; ;2024-02-13;7;
14546; ;2024-05-09;9;
14547; ;2024-05-30;3;
14548; ;2024-03-24;10;
14549; ;2024-06-02;9;
14550; ;2024-02-03;1;
14551; ;2024-06-15;2;63
14552; ;2024-06-04;4;
14553; ;2024-01-20;8;
14554; ;2024-02-07;4;
14555; ;2024-02-21;14;
14556; ;2024-06-26;2;
14557; ;2024-01-14;9;
14558; ;2024-03-27;5;
14559; ;2024-04-29;5;
14560; ;2024-02-15;38;
14561; ;2024-03-02;18;
14562; ;2024-01-24;6;
14563; ;2024-04-02;8;
14564; ;2024-03-29;14;
14565; ;2024-02-17;6;
14566; ;2024-01-25;13;
14567; ;2024-06-27;6;
14568; ;2024-01-10;9;
14569; ;2024-05-18;2;
14570; ;2024-05-16;10;
14571; ;2024-04-24;11;
14572; ;2024-06-03;5;
14573; ;2024-02-28;17;
14574; ;2024-04-27;12;78
14575; ;2024-01-27;11;
14576; ;2024-03-11;4;
14577; ;2024-03-23;5;
14578; ;2024-04-02;3;
14579; ;2024-03-16;5;
14580; ;2024-03-09;16;
14581; ;2024-06-10;3;
14582; ;2024-04-09;6;
14583; ;2024-06-25;5;
14584; ;2024-04-13;15;
14585; ;2024-06-07;4;
14586; ;2024-01-06;8;
14587; ;2024-06-05;5;
14588; ;2024-05-10;4;
14589; ;2024-03-26;25;41
14590; ;2024-01-04;8;44
14591; ;2024-01-30;19;
14592; ;2024-04-09;8;
14593; ;2024-04-08;3;
14594; ;2024-02-03;8;
14595; ;2024-03-13;24;
14596; ;2024-05-29;14;
14597; ;2024-03-04;3;
14598; ;2024-01-17;4;
14599; ;2024-03-16;9;
14600; ;2024-03-05;4;
14601; ;2024-01-12;10;
14602; ;2024-05-24;15;47
14603; ;2024-01-10;6;
14604; ;2024-05-19;2;
14605; ;2024-02-09;12;
14606; ;2024-06-10;60;
14607; ;2024-04-16;35;
14608; ;2024-06-30;18;
14609; ;2024-02-04;15;
14610; ;2024-02-28;7;
14611; ;2024-01-10;30;
14612; ;2024-01-06;8;
14613; ;2024-01-18;5;
14614; ;2024-04-05;16;
14615; ;2024-04-30;27;
14616; ;2024-01-15;9;
14617; ;2024-06-03;4;
14618; ;2024-04-24;12;
14619; ;2024-02-25;16;
14620; ;2024-05-25;2;
14621; ;2024-06-28;13;
14622; ;2024-01-03;2;
14623; ;2024-06-10;12;
14624; ;2024-06-20;13;
14625; ;2024-02-07;20;40
14626; ;2024-01-17;3;
14627; ;2024-04-09;4;
14628; ;2024-04-11;1;
14629; ;2024-01-17;4;
14630; ;2024-03-09;15;
14631; ;2024-03-02;6;
14632; ;2024-01-07;24;
14633; ;2024-03-24;3;
14634; ;2024-04-01;13;
14635; ;2024-03-20;10;
14636; ;2024-03-21;12;
14637; ;2024-06-27;5;
14638; ;2024-06-01;9;
14639; ;2024-03-03;8;
14640; ;2024-05-07;18;
14641; ;2024-06-06;7;54
14642; ;2024-06-17;7;
14643; ;2024-05-30;8;
14644; ;2024-06-06;4;14
14645; ;2024-03-14;9;59
14646; ;2024-03-09;13;75
14647; ;2024-02-29;23;
14648; ;2024-03-07;23;
14649; ;2024-04-17;7;
14650; ;2024-05-15;11;
14651; ;2024-02-27;2;
14652; ;2024-03-30;19;
14653; ;2024-03-24;23;
14654; ;2024-01-15;7;67
14655; ;2024-03-10;4;
14656; ;2024-05-06;8;
14657; ;2024-04-26;9;
14658; ;2024-05-22;17;55
14659; ;2024-06-17;1;
14660; ;2024-05-03;1;
14661; ;2024-03-07;22;
14662; ;2024-05-20;9;55
14663; ;2024-06-29;6;
14664; ;2024-01-23;7;
14665; ;2024-05-09;8;
14666; ;2024-06-29;16;
14667; ;2024-03-01;18;
14668; ;2024-05-22;8;
14669; ;2024-03-01;20;
14670; ;2024-05-24;2;
14671; ;2024-06-09;18;
14672; ;2024-03-03;11;
14673; ;2024-05-10;2;
14674; ;2024-04-29;4;
14675; ;2024-03-30;11;
14676; ;2024-05-01;4;
14677; ;2024-02-06;5;
14678; ;2024-05-29;5;
14679; ;2024-05-07;3;99
14680; ;2024-02-28;23;
14681; ;2024-06-17;9;
14682; ;2024-03-31;12;
14683; ;2024-01-17;3;
14684; ;2024-04-01;3;
14685; ;2024-05-18;11;
14686; ;2024-03-24;22;
14687; ;2024-06-06;10;
14688; ;2024-04-28;48;
14689; ;2024-01-06;27;
14690; ;2024-03-17;3;
14691; ;2024-05-30;17;
14692; ;2024-01-09;2;
14693; ;2024-02-25;12;
14694; ;2024-03-09;5;
14695; ;2024-05-25;8;
14696; ;2024-03-16;13;
14697; ;2024-05-28;16;43
14698; ;2024-05-07;17;
14699; ;2024-01-12;4;
14700; ;2024-01-07;5;
14701; ;2024-04-23;30;
14702; ;2024-03-03;3;
14703; ;2024-03-24;6;
14704; ;2024-05-06;6;
14705; ;2024-05-18;14;
14706; ;2024-04-13;5;
14707; ;2024-06-08;6;
14708; ;2024-01-22;8;
14709; ;2024-01-28;7;
14710; ;2024-01-18;4;57
14711; ;2024-05-31;10;
14712; ;2024-06-10;7;
14713; ;2024-04-07;6;
14714; ;2024-02-04;27;
14715; ;2024-06-12;4;
14716; ;2024-06-28;11;
14717; ;2024-03-04;26;
14718; ;2024-04-22;6;
14719; ;2024-06-13;4;
14720; ;2024-03-14;12;97
14721; ;2024-02-07;2;
14722; ;2024-02-12;8;
14723; ;2024-02-23;5;
14724; ;2024-03-29;11;
14725; ;2024-01-31;3;
14726; ;2024-03-17;3;
14727; ;2024-03-07;4;
14728; ;2024-01-11;9;
14729; ;2024-05-09;17;
14730; ;2024-04-16;5;
14731; ;2024-05-07;10;
14732; ;2024-05-29;8;38
14733; ;2024-01-20;5;
14734; ;2024-04-24;2;
14735; ;2024-06-22;12;
14736; ;2024-02-05;16;84
14737; ;2024-06-20;5;
14738; ;2024-04-30;1;
14739; ;2024-01-14;15;
14740; ;2024-01-14;11;
14741; ;2024-01-21;2;
14742; ;2024-03-15;7;
14743; ;2024-01-12;9;
14744; ;2024-06-13;5;88
14745; ;2024-05-31;11;
14746; ;2024-01-17;11;96
14747; ;2024-01-06;3;
14748; ;2024-02-29;9;
14749; ;2024-03-16;12;
14750; ;2024-03-06;5;
14751; ;2024-02-15;3;
14752; ;2024-01-07;11;
14753; ;2024-01-07;4;
14754; ;2024-03-24;8;
14755; ;2024-03-02;6;
14756; ;2024-03-26;21;
14757; ;2024-04-20;1;
14758; ;2024-06-01;6;
14759; ;2024-03-18;17;
14760; ;2024-02-08;5;
14761; ;2024-02-12;7;49
14762; ;2024-02-26;6;
14763; ;2024-02-27;7;
14764; ;2024-03-15;19;
14765; ;2024-01-09;11;
14766; ;2024-06-19;6;
14767; ;2024-04-01;6;
14768; ;2024-05-27;7;
14769; ;2024-04-19;12;
14770; ;2024-01-22;5;
14771; ;2024-05-15;1;
14772; ;2024-01-06;11;
14773; ;2024-01-07;3;
14774; ;2024-05-20;13;
14775; ;2024-02-15;3;20
14776; ;2024-03-31;9;
14777; ;2024-04-29;2;
14778; ;2024-06-26;14;
14779; ;2024-02-24;1;
14780; ;2024-04-09;4;
14781; ;2024-02-27;11;
14782; ;2024-03-03;6;
14783; ;2024-02-21;1;
14784; ;2024-01-20;2;
14785; ;2024-06-08;39;
14786; ;2024-01-08;10;
14787; ;2024-02-10;3;
14788; ;2024-06-15;14;
14789; ;2024-02-10;3;
14790; ;2024-03-27;5;82
14791; ;2024-04-03;6;
14792; ;2024-01-25;7;
14793; ;2024-03-30;3;
14794; ;2024-03-26;1;
14795; ;2024-06-22;3;
14796; ;2024-01-17;40;
14797; ;2024-01-03;27;
14798; ;2024-05-30;2;
14799; ;2024-04-12;1;
